fighter,5D,Ref,event_odds_url,event_ufcstats_url,event_id,event_name
Raphael Assuncao,220.0,225.0,https://www.bestfightodds.com/events/ufc-212-aldo-vs-holloway-1257,http://www.ufcstats.com/event-details/1507214bbc7a79e2,ufc-212-aldo-vs-holloway-1257,UFC 212: Aldo vs. Holloway
Eric Spicely,300.0,295.0,https://www.bestfightodds.com/events/ufc-212-aldo-vs-holloway-1257,http://www.ufcstats.com/event-details/1507214bbc7a79e2,ufc-212-aldo-vs-holloway-1257,UFC 212: Aldo vs. Holloway
Johnny Eduardo,-110.0,-105.0,https://www.bestfightodds.com/events/ufc-212-aldo-vs-holloway-1257,http://www.ufcstats.com/event-details/1507214bbc7a79e2,ufc-212-aldo-vs-holloway-1257,UFC 212: Aldo vs. Holloway
Matthew Lopez,-110.0,-115.0,https://www.bestfightodds.com/events/ufc-212-aldo-vs-holloway-1257,http://www.ufcstats.com/event-details/1507214bbc7a79e2,ufc-212-aldo-vs-holloway-1257,UFC 212: Aldo vs. Holloway
Brian Kelleher,315.0,305.0,https://www.bestfightodds.com/events/ufc-212-aldo-vs-holloway-1257,http://www.ufcstats.com/event-details/1507214bbc7a79e2,ufc-212-aldo-vs-holloway-1257,UFC 212: Aldo vs. Holloway
Jamie Moyle,158.0,155.0,https://www.bestfightodds.com/events/ufc-212-aldo-vs-holloway-1257,http://www.ufcstats.com/event-details/1507214bbc7a79e2,ufc-212-aldo-vs-holloway-1257,UFC 212: Aldo vs. Holloway
Viviane Pereira,-180.0,-180.0,https://www.bestfightodds.com/events/ufc-212-aldo-vs-holloway-1257,http://www.ufcstats.com/event-details/1507214bbc7a79e2,ufc-212-aldo-vs-holloway-1257,UFC 212: Aldo vs. Holloway
Marco Beltran,130.0,125.0,https://www.bestfightodds.com/events/ufc-212-aldo-vs-holloway-1257,http://www.ufcstats.com/event-details/1507214bbc7a79e2,ufc-212-aldo-vs-holloway-1257,UFC 212: Aldo vs. Holloway
Robert Whittaker,-130.0,-115.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Yoel Romero,110.0,-105.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Curtis Blaydes,-640.0,-650.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Daniel Omielanczuk,470.0,475.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Alistair Overeem,-140.0,-142.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Fabricio Werdum,120.0,122.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Anthony Pettis,-235.0,-235.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Jim Miller,195.0,200.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Chad Laprise,-550.0,-600.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Gerald Meerschaert,140.0,135.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Belal Muhammad,-135.0,-138.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Jordan Mein,115.0,118.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Rob Font,-265.0,-275.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Cody Stamann,-245.0,-250.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Terrion Ware,205.0,210.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
James Bochnovic,210.0,215.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Trevin Giles,-250.0,-255.0,https://www.bestfightodds.com/events/ufc-213-romero-vs-whittaker-1282,http://www.ufcstats.com/event-details/686cccbf1a4de453,ufc-213-romero-vs-whittaker-1282,UFC 213: Romero vs. Whittaker
Daniel Cormier,265.0,260.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Jon Jones,-325.0,-310.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Demian Maia,180.0,200.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Tyron Woodley,-220.0,-235.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Tonya Evinger,800.0,875.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Jimi Manuwa,-175.0,-179.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Volkan Oezdemir,155.0,154.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Jason Knight,-115.0,-110.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Ricardo Lamas,-105.0,-110.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Aljamain Sterling,110.0,108.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Renan Barao,-130.0,-128.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Brian Ortega,160.0,158.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Renato Moicano,-185.0,-183.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Andre Fili,-360.0,-360.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Calvin Kattar,300.0,295.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Kailin Curran,155.0,152.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Eric Shelton,125.0,130.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Jarred Brooks,-14.0,-150.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Drew Dober,-310.0,-280.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Donald Cerrone,135.0,128.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Robbie Lawler,-155.0,-148.0,https://www.bestfightodds.com/events/ufc-214-cormier-vs-jones-2-1303,http://www.ufcstats.com/event-details/ff9578cdbfabd323,ufc-214-cormier-vs-jones-2-1303,UFC 214: Cormier vs. Jones 2
Amanda Nunes,125.0,121.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Valentina Shevchenko,-145.0,-141.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Neil Magny,165.0,175.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Henry Cejudo,-400.0,-410.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Wilson Reis,325.0,340.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Ilir Latifi,120.0,125.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Tyson Pedro,-140.0,-145.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Gilbert Melendez,-105.0,-110.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Jeremy Stephens,-115.0,-110.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Ketlen Vieira,170.0,165.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Sara McMann,-200.0,-190.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Sarah Moras,260.0,270.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Gavin Tucker,-370.0,-375.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Alex White,-220.0,-210.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Arjan Bhullar,-210.0,-205.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Luis Henrique,175.0,175.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Kajan Johnson,450.0,410.0,https://www.bestfightodds.com/events/ufc-215-nunes-vs-shevchenko-2-1308,http://www.ufcstats.com/event-details/d86e913c548c07c2,ufc-215-nunes-vs-shevchenko-2-1308,UFC 215: Nunes vs Shevchenko 2
Kevin Lee,245.0,235.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Tony Ferguson,-290.0,-275.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Demetrious Johnson,-1000.0,-100.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Ray Borg,650.0,650.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Fabricio Werdum,-210.0,,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Walt Harris,175.0,,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Beneil Dariush,-230.0,-222.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Evan Dunham,190.0,187.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Bobby Green,155.0,155.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Lando Vannata,-175.0,-180.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Pearl Gonzalez,140.0,140.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Poliana Botelho,-160.0,-160.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Marco Beltran,105.0,113.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Matt Schnell,-125.0,-133.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Brad Tavares,-175.0,-178.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Thales Leites,155.0,153.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Cody Stamann,140.0,133.0,https://www.bestfightodds.com/events/ufc-216-ferguson-vs-lee-1341,http://www.ufcstats.com/event-details/cc5834a495d1ea08,ufc-216-ferguson-vs-lee-1341,UFC 216: Ferguson vs. Lee
Joanna Jedrzejczyk,-700.0,-675.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Rose Namajunas,500.0,500.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Jorge Masvidal,165.0,163.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Stephen Thompson,-190.0,-188.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Paulo Costa,-365.0,-360.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
James Vick,135.0,139.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Mark Godbeer,310.0,310.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Walt Harris,-370.0,-375.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Corey Anderson,155.0,152.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Mickey Gall,-125.0,-122.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Randy Brown,105.0,102.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Aleksei Oleinik,250.0,27.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Curtis Blaydes,-300.0,-330.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Aiemann Zahabi,165.0,162.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Ricardo Ramos,-190.0,-187.0,https://www.bestfightodds.com/events/ufc-217-bisping-vs-st-pierre-1348,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,ufc-217-bisping-vs-st-pierre-1348,UFC 217: Bisping vs. St-Pierre
Jose Aldo,220.0,225.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Max Holloway,-260.0,-265.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Alistair Overeem,210.0,185.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Francis Ngannou,-230.0,-220.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Henry Cejudo,-320.0,-285.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Sergio Pettis,260.0,245.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Eddie Alvarez,150.0,157.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Justin Gaethje,-170.0,-182.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Tecia Torres,-250.0,-230.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Charles Oliveira,-135.0,-133.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Paul Felder,115.0,113.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Yancy Medeiros,320.0,305.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
David Teymur,-130.0,-125.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Drakkar Klose,110.0,105.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Cortney Casey,-105.0,105.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Felice Herrig,-115.0,-125.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Sabah Homasi,225.0,225.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Dominick Reyes,-525.0,-500.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
Jeremy Kimball,415.0,385.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,http://www.ufcstats.com/event-details/9e30f69cc0869301,ufc-218-holloway-vs-aldo-2-1368,UFC 218: Holloway vs. Aldo 2
