,0,odds_search,fighter_odds_url
581,Ramazan Emeev,https://www.bestfightodds.com/search?query=Ramazan Emeev,/fighters/Ramazan-Emeev-7452
582,Joe Duffy,https://www.bestfightodds.com/search?query=Joe Duffy,/fighters/Joe-Duffy-10118
583,Brett Johns,https://www.bestfightodds.com/search?query=Brett Johns,/fighters/Brett-Johns-3667
584,Davi Ramos,https://www.bestfightodds.com/search?query=Davi Ramos,/fighters/Davi-Ramos-5229
585,John Phillips,https://www.bestfightodds.com/search?query=John Phillips,/fighters/John-Phillips-2335
586,Jimmie Rivera,https://www.bestfightodds.com/search?query=Jimmie Rivera,/fighters/Jimmie-Rivera-1379
587,Volkan Oezdemir,https://www.bestfightodds.com/search?query=Volkan Oezdemir,/fighters/Volkan-Oezdemir-4473
588,Takashi Sato,https://www.bestfightodds.com/search?query=Takashi Sato,/fighters/Takashi-Sato-9113
589,Jordan Griffin,https://www.bestfightodds.com/search?query=Jordan Griffin,/fighters/Jordan-Griffin-5202
590,Philipe Lins,https://www.bestfightodds.com/search?query=Philipe Lins,/fighters/Philipe-Lins-3370
591,Anthony Ivy,https://www.bestfightodds.com/search?query=Anthony Ivy,/fighters/Anthony-Do-6014
592,Ian Heinisch,https://www.bestfightodds.com/search?query=Ian Heinisch,/fighters/Ian-Heinisch-6296
593,Evan Dunham,https://www.bestfightodds.com/search?query=Evan Dunham,/fighters/Evan-Dunham-704
594,Jussier Formiga,https://www.bestfightodds.com/search?query=Jussier Formiga,/fighters/Jussier-Formiga-4673
595,Charles Byrd,https://www.bestfightodds.com/search?query=Charles Byrd,/fighters/Charles-Byrd-2633
596,Jamahal Hill,https://www.bestfightodds.com/search?query=Jamahal Hill,/fighters/Jamahal-Hill-9288
597,Rodrigo Nascimento,https://www.bestfightodds.com/search?query=Rodrigo Nascimento,/fighters/Rodrigo-Nascimento-9293
598,Chase Sherman,https://www.bestfightodds.com/search?query=Chase Sherman,/fighters/Chase-Sherman-5994
599,Henry Cejudo,https://www.bestfightodds.com/search?query=Henry Cejudo,/fighters/Henry-Cejudo-4438
600,Greg Hardy,https://www.bestfightodds.com/search?query=Greg Hardy,/fighters/Greg-Hardy-8191
601,Veronica Macedo,https://www.bestfightodds.com/search?query=Veronica Macedo,/fighters/Veronica-Macedo-6622
602,Mark Madsen,https://www.bestfightodds.com/search?query=Mark Madsen,/fighters/Mark-Madsen-4389
603,Gerald Meerschaert,https://www.bestfightodds.com/search?query=Gerald Meerschaert,/fighters/Gerald-Meerschaert-3628
604,Aalon Cruz,https://www.bestfightodds.com/search?query=Aalon Cruz,/fighters/Aalon-Cruz-9290
605,Megan Anderson,https://www.bestfightodds.com/search?query=Megan Anderson,/fighters/Megan-Anderson-5790
606,Gabriel Silva,https://www.bestfightodds.com/search?query=Gabriel Silva,/fighters/Gabriel-Silva-8946
607,Jake Matthews,https://www.bestfightodds.com/search?query=Jake Matthews,/fighters/Jake-Matthews-4978
608,Callan Potter,https://www.bestfightodds.com/search?query=Callan Potter,/fighters/Callan-Potter-8348
609,Ben Sosoli,https://www.bestfightodds.com/search?query=Ben Sosoli,
610,Corey Anderson,https://www.bestfightodds.com/search?query=Corey Anderson,/fighters/Corey-Anderson-5008
611,Mark De,https://www.bestfightodds.com/search?query=Mark De,/fighters/Mark-Abelardo-6364
612,Juan Adams,https://www.bestfightodds.com/search?query=Juan Adams,/fighters/Juan-Adams-7702
613,Jon Jones,https://www.bestfightodds.com/search?query=Jon Jones,/fighters/Al-Jones-8290
614,Domingo Pilarte,https://www.bestfightodds.com/search?query=Domingo Pilarte,
615,Bevon Lewis,https://www.bestfightodds.com/search?query=Bevon Lewis,/fighters/Bevon-Lewis-7459
616,Hannah Cifers,https://www.bestfightodds.com/search?query=Hannah Cifers,/fighters/Hannah-Cifers-8701
617,Justine Kish,https://www.bestfightodds.com/search?query=Justine Kish,
618,Conor McGregor,https://www.bestfightodds.com/search?query=Conor McGregor,/fighters/Conor-McGregor-3147
619,Alatengheili Ryan,https://www.bestfightodds.com/search?query=Alatengheili Ryan,/fighters/Alston-Ryan-11897
620,Miranda Granger,https://www.bestfightodds.com/search?query=Miranda Granger,/fighters/Miranda-Granger-8774
621,Dong Hyun,https://www.bestfightodds.com/search?query=Dong Hyun,/fighters/Dong-Hyun-Kim-612
622,Dooho Choi,https://www.bestfightodds.com/search?query=Dooho Choi,/fighters/Dooho-Choi-9640
623,Thiago Alves,https://www.bestfightodds.com/search?query=Thiago Alves,/fighters/Thiago-Alves-118
624,Vanessa Melo,https://www.bestfightodds.com/search?query=Vanessa Melo,/fighters/Vanessa-Melo-6841
625,Sergio Moraes,https://www.bestfightodds.com/search?query=Sergio Moraes,/fighters/Sergio-Moraes-707
626,Antonio Arroyo,https://www.bestfightodds.com/search?query=Antonio Arroyo,/fighters/Antonio-Arroyo-8548
627,Grigory Popov,https://www.bestfightodds.com/search?query=Grigory Popov,/fighters/Grigory-Popov-9130
628,Alexander Yakovlev,https://www.bestfightodds.com/search?query=Alexander Yakovlev,/fighters/Alexander-Yakovlev-2434
629,Zelim Imadaev,https://www.bestfightodds.com/search?query=Zelim Imadaev,
630,Rustam Khabilov,https://www.bestfightodds.com/search?query=Rustam Khabilov,/fighters/Rustam-Khabilov-3615
631,Abubakar Nurmagomedov,https://www.bestfightodds.com/search?query=Abubakar Nurmagomedov,/fighters/Abubakar-Nurmagomedov-5746
632,Roman Kopylov,https://www.bestfightodds.com/search?query=Roman Kopylov,/fighters/Roman-Kopylov-7343
633,Zabit Magomedsharipov,https://www.bestfightodds.com/search?query=Zabit Magomedsharipov,/fighters/Zabit-Magomedsharipov-7404
634,Jorge Masvidal,https://www.bestfightodds.com/search?query=Jorge Masvidal,/fighters/Jorge-Masvidal-99
635,Lyman Good,https://www.bestfightodds.com/search?query=Lyman Good,/fighters/Lyman-Good-1161
636,Alex White,https://www.bestfightodds.com/search?query=Alex White,/fighters/Alex-White-4846
637,Enrique Barzola,https://www.bestfightodds.com/search?query=Enrique Barzola,/fighters/Enrique-Barzola-5986
638,Raphael Pessoa,https://www.bestfightodds.com/search?query=Raphael Pessoa,/fighters/Raphael-Pessoa-8534
639,Muslim Salikhov,https://www.bestfightodds.com/search?query=Muslim Salikhov,/fighters/Muslim-Salikhov-7701
640,Kyle Bochniak,https://www.bestfightodds.com/search?query=Kyle Bochniak,/fighters/Kyle-Bochniak-6025
641,Daniel Spitz,https://www.bestfightodds.com/search?query=Daniel Spitz,/fighters/Daniel-Spitz-7041
642,Yair Rodriguez,https://www.bestfightodds.com/search?query=Yair Rodriguez,/fighters/Yair-Rodriguez-5292
643,Joe Lauzon,https://www.bestfightodds.com/search?query=Joe Lauzon,/fighters/Dan-Lauzon-831
644,Joanna Jedrzejczyk,https://www.bestfightodds.com/search?query=Joanna Jedrzejczyk,/fighters/Joanna-Jedrzejczyk-4939
645,Nadia Kassem,https://www.bestfightodds.com/search?query=Nadia Kassem,/fighters/Nadia-Kassem-7235
646,Luke Jumeau,https://www.bestfightodds.com/search?query=Luke Jumeau,/fighters/Luke-Jumeau-7204
647,Siyar Bahadurzada,https://www.bestfightodds.com/search?query=Siyar Bahadurzada,
648,Brandon Davis,https://www.bestfightodds.com/search?query=Brandon Davis,/fighters/Brandon-Davis-7395
649,Michal Oleksiejczuk,https://www.bestfightodds.com/search?query=Michal Oleksiejczuk,/fighters/Michal-Oleksiejczuk-7639
650,Alen Amedovski,https://www.bestfightodds.com/search?query=Alen Amedovski,/fighters/Alen-Amedovski-8432
651,Jose Quinonez,https://www.bestfightodds.com/search?query=Jose Quinonez,/fighters/Jose-Quinonez-5290
652,Marco Polo,https://www.bestfightodds.com/search?query=Marco Polo,/fighters/Marco-Polo-Reyes-6679
653,Vinicius Moreira,https://www.bestfightodds.com/search?query=Vinicius Moreira,/fighters/Vinicius-Moreira-8555
654,Sergio Pettis,https://www.bestfightodds.com/search?query=Sergio Pettis,/fighters/Sergio-Pettis-3647
655,Martin Bravo,https://www.bestfightodds.com/search?query=Martin Bravo,/fighters/Martin-Bravo-6805
656,Todd Duffee,https://www.bestfightodds.com/search?query=Todd Duffee,/fighters/Todd-Duffee-1131
657,Brad Katona,https://www.bestfightodds.com/search?query=Brad Katona,/fighters/Brad-Katona-8426
658,Kyle Prepolec,https://www.bestfightodds.com/search?query=Kyle Prepolec,/fighters/Kyle-Prepolec-3617
659,Nordine Taleb,https://www.bestfightodds.com/search?query=Nordine Taleb,/fighters/Nordine-Taleb-3262
660,Don Madge,https://www.bestfightodds.com/search?query=Don Madge,
661,Zubaira Tukhugov,https://www.bestfightodds.com/search?query=Zubaira Tukhugov,
662,Mairbek Taisumov,https://www.bestfightodds.com/search?query=Mairbek Taisumov,
663,Alatengheili Batgerel,https://www.bestfightodds.com/search?query=Alatengheili Batgerel,/fighters/Danaa-Batgerel-9468
664,Sumudaerji Andre,https://www.bestfightodds.com/search?query=Sumudaerji Andre,/fighters/Sumudaerji-Sumudaerji-8746
665,Daniel Cormier,https://www.bestfightodds.com/search?query=Daniel Cormier,/fighters/Daniel-Cormier-1583
666,Manny Bermudez,https://www.bestfightodds.com/search?query=Manny Bermudez,/fighters/Manny-Bermudez-6029
667,Yoel Romero,https://www.bestfightodds.com/search?query=Yoel Romero,/fighters/Yoel-Romero-2778
668,Eduardo Garagorri,https://www.bestfightodds.com/search?query=Eduardo Garagorri,/fighters/Eduardo-Garagorri-9629
669,Darko Stosic,https://www.bestfightodds.com/search?query=Darko Stosic,/fighters/Darko-Stosic-8215
670,Cristiane Justino,https://www.bestfightodds.com/search?query=Cristiane Justino,/fighters/Cristiane-Justino-617
671,Erik Koch,https://www.bestfightodds.com/search?query=Erik Koch,/fighters/Erik-Koch-1464
672,Olivier Aubin-Mercier,https://www.bestfightodds.com/search?query=Olivier Aubin-Mercier,/fighters/Olivier-Aubin-Mercier-4841
673,James Vick,https://www.bestfightodds.com/search?query=James Vick,/fighters/James-Vick-3316
674,Ray Borg,https://www.bestfightodds.com/search?query=Ray Borg,
675,Pingyuan Liu,https://www.bestfightodds.com/search?query=Pingyuan Liu,/fighters/Liu-Pingyuan-8739
676,Urijah Faber,https://www.bestfightodds.com/search?query=Urijah Faber,/fighters/Urijah-Faber-386
677,Benito Lopez,https://www.bestfightodds.com/search?query=Benito Lopez,/fighters/Benito-Lopez-4805
678,Gilbert Melendez,https://www.bestfightodds.com/search?query=Gilbert Melendez,/fighters/Gilbert-Melendez-278
679,Ismail Naurdiev,https://www.bestfightodds.com/search?query=Ismail Naurdiev,/fighters/Ismail-Naurdiev-7558
680,Allen Crowder,https://www.bestfightodds.com/search?query=Allen Crowder,/fighters/Allen-Crowder-7461
681,Tatiana Suarez,https://www.bestfightodds.com/search?query=Tatiana Suarez,/fighters/Tatiana-Suarez-6544
682,Daniel Teymur,https://www.bestfightodds.com/search?query=Daniel Teymur,/fighters/Daniel-Teymur-7362
683,Rostem Akman,https://www.bestfightodds.com/search?query=Rostem Akman,
684,Nick Hein,https://www.bestfightodds.com/search?query=Nick Hein,/fighters/Nick-Hein-4817
685,Alexander Gustafsson,https://www.bestfightodds.com/search?query=Alexander Gustafsson,/fighters/Alexander-Gustafsson-1559
686,Tonya Evinger,https://www.bestfightodds.com/search?query=Tonya Evinger,/fighters/Tonya-Evinger-235
687,Damir Hadzovic,https://www.bestfightodds.com/search?query=Damir Hadzovic,/fighters/Damir-Hadzovic-4762
688,Stevie Ray,https://www.bestfightodds.com/search?query=Stevie Ray,/fighters/Stevie-Ray-3968
689,Jimi Manuwa,https://www.bestfightodds.com/search?query=Jimi Manuwa,/fighters/Jimi-Manuwa-3074
690,Antonio Carlos,https://www.bestfightodds.com/search?query=Antonio Carlos,/fighters/Antonio-Carlos-Junior-4922
691,Zak Cummings,https://www.bestfightodds.com/search?query=Zak Cummings,/fighters/Zak-Cummings-1075
692,Patrick Cummins,https://www.bestfightodds.com/search?query=Patrick Cummins,/fighters/Patrick-Cummins-2205
693,Desmond Green,https://www.bestfightodds.com/search?query=Desmond Green,/fighters/Desmond-Green-3739
694,Talita Bernardo,https://www.bestfightodds.com/search?query=Talita Bernardo,/fighters/Talita-Bernardo-7792
695,BJ Penn,https://www.bestfightodds.com/search?query=BJ Penn,/fighters/B-J-Penn-35
696,Luana Carolina,https://www.bestfightodds.com/search?query=Luana Carolina,/fighters/Luana-Carolina-8992
697,Rogerio Nogueira,https://www.bestfightodds.com/search?query=Rogerio Nogueira,/fighters/Antonio-Rogerio-Nogueira-754
698,Mitch Gagnon,https://www.bestfightodds.com/search?query=Mitch Gagnon,/fighters/Mitch-Gagnon-3084
699,Arjan Bhullar,https://www.bestfightodds.com/search?query=Arjan Bhullar,/fighters/Arjan-Bhullar-7294
700,Kyle Nelson,https://www.bestfightodds.com/search?query=Kyle Nelson,/fighters/Kyle-Nelson-3633
701,John Lineker,https://www.bestfightodds.com/search?query=John Lineker,/fighters/John-Lineker-3124
702,Ben Saunders,https://www.bestfightodds.com/search?query=Ben Saunders,/fighters/Ben-Saunders-408
703,Sergei Pavlovich,https://www.bestfightodds.com/search?query=Sergei Pavlovich,/fighters/Sergei-Pavlovich-8961
704,Magomed Mustafaev,https://www.bestfightodds.com/search?query=Magomed Mustafaev,/fighters/Magomed-Mustafaev-5610
705,Sultan Aliev,https://www.bestfightodds.com/search?query=Sultan Aliev,/fighters/Sultan-Aliev-3875
706,Curtis Millender,https://www.bestfightodds.com/search?query=Curtis Millender,/fighters/Curtis-Millender-5374
707,Wilson Reis,https://www.bestfightodds.com/search?query=Wilson Reis,/fighters/Wilson-Reis-710
708,Boston Salmon,https://www.bestfightodds.com/search?query=Boston Salmon,/fighters/Boston-Salmon-4655
709,Lauren Mueller,https://www.bestfightodds.com/search?query=Lauren Mueller,/fighters/Lauren-Mueller-7485
710,Alex Perez,https://www.bestfightodds.com/search?query=Alex Perez,/fighters/Alex-Perez-2459
711,David Branch,https://www.bestfightodds.com/search?query=David Branch,/fighters/David-Branch-1287
712,Ross Pearson,https://www.bestfightodds.com/search?query=Ross Pearson,/fighters/Ross-Pearson-1420
713,Ryan MacDonald,https://www.bestfightodds.com/search?query=Ryan MacDonald,/fighters/Ryan-Macdonald-8508
714,Eric Shelton,https://www.bestfightodds.com/search?query=Eric Shelton,/fighters/Eric-Shelton-5028
715,Jack Marshman,https://www.bestfightodds.com/search?query=Jack Marshman,/fighters/Jack-Marshman-2755
716,Darren Till,https://www.bestfightodds.com/search?query=Darren Till,/fighters/Darren-Till-5649
717,Danny Henry,https://www.bestfightodds.com/search?query=Danny Henry,/fighters/Danny-Henry-7363
718,Anthony Rocco,https://www.bestfightodds.com/search?query=Anthony Rocco,/fighters/Anthony-Rocco-Martin-8769
719,Tim Boetsch,https://www.bestfightodds.com/search?query=Tim Boetsch,/fighters/Tim-Boetsch-475
720,Cody Garbrandt,https://www.bestfightodds.com/search?query=Cody Garbrandt,/fighters/Cody-Garbrandt-5368
721,Michel Prazeres,https://www.bestfightodds.com/search?query=Michel Prazeres,/fighters/Michel-Prazeres-4115
722,Liz Carmouche,https://www.bestfightodds.com/search?query=Liz Carmouche,/fighters/Liz-Carmouche-2047
723,Renan Barao,https://www.bestfightodds.com/search?query=Renan Barao,/fighters/Renan-Barao-1857
724,Aleksandra Albu,https://www.bestfightodds.com/search?query=Aleksandra Albu,/fighters/Aleksandra-Albu-5539
725,Teruto Ishihara,https://www.bestfightodds.com/search?query=Teruto Ishihara,
726,Wulijiburen Jonathan,https://www.bestfightodds.com/search?query=Wulijiburen Jonathan,/fighters/Wulijiburen-13948
727,Junior Albini,https://www.bestfightodds.com/search?query=Junior Albini,/fighters/Junior-Albini-7253
728,Mara Romero,https://www.bestfightodds.com/search?query=Mara Romero,/fighters/Mara-Romero-Borella-6218
729,Bibulatov Magomed,https://www.bestfightodds.com/search?query=Bibulatov Magomed,/fighters/Magomed-Bibulatov-5660
730,Dennis Bermudez,https://www.bestfightodds.com/search?query=Dennis Bermudez,/fighters/Dennis-Bermudez-3051
731,Gregor Gillespie,https://www.bestfightodds.com/search?query=Gregor Gillespie,/fighters/Gregor-Gillespie-3652
732,Paige VanZant,https://www.bestfightodds.com/search?query=Paige VanZant,/fighters/Paige-Vanzant-3804
733,Kyle Stewart,https://www.bestfightodds.com/search?query=Kyle Stewart,/fighters/Kyle-Stewart-7120
734,Chad Mendes,https://www.bestfightodds.com/search?query=Chad Mendes,/fighters/Chad-Mendes-1049
735,Cat Zingano,https://www.bestfightodds.com/search?query=Cat Zingano,/fighters/Cat-Zingano-3549
736,Ilir Latifi,https://www.bestfightodds.com/search?query=Ilir Latifi,/fighters/Ilir-Latifi-2628
737,Zak Ottow,https://www.bestfightodds.com/search?query=Zak Ottow,
738,Trevor Smith,https://www.bestfightodds.com/search?query=Trevor Smith,/fighters/Trevor-Smith-2599
739,Chris de,https://www.bestfightodds.com/search?query=Chris de,/fighters/Chris-Astley-10303
740,Adam Milstead,https://www.bestfightodds.com/search?query=Adam Milstead,/fighters/Adam-Milstead-6302
741,Elias Theodorou,https://www.bestfightodds.com/search?query=Elias Theodorou,/fighters/Elias-Theodorou-3263
742,Chad Laprise,https://www.bestfightodds.com/search?query=Chad Laprise,/fighters/Chad-Laprise-3267
743,Elias Garcia,https://www.bestfightodds.com/search?query=Elias Garcia,/fighters/Elias-Garcia-4042
744,Mizuto Hirota,https://www.bestfightodds.com/search?query=Mizuto Hirota,
745,Keita Nakamura,https://www.bestfightodds.com/search?query=Keita Nakamura,/fighters/Keita-Nakamura-466
746,Yushin Okami,https://www.bestfightodds.com/search?query=Yushin Okami,/fighters/Yushin-Okami-18
747,Mark Hunt,https://www.bestfightodds.com/search?query=Mark Hunt,/fighters/Mark-Hunt-810
748,Suman Mokhtarian,https://www.bestfightodds.com/search?query=Suman Mokhtarian,/fighters/Suman-Mokhtarian-8747
749,Alex Gorgees,https://www.bestfightodds.com/search?query=Alex Gorgees,/fighters/Alex-Gorgees-8767
750,Julija Stoliarenko,https://www.bestfightodds.com/search?query=Julija Stoliarenko,/fighters/Julija-Stoliarenko-9926
751,Darren Stewart,https://www.bestfightodds.com/search?query=Darren Stewart,/fighters/Darren-Stewart-4948
752,Ricky Glenn,https://www.bestfightodds.com/search?query=Ricky Glenn,/fighters/Ricky-Glenn-13086
753,Sumudaerji Louis,https://www.bestfightodds.com/search?query=Sumudaerji Louis,/fighters/Sumudaerji-Sumudaerji-8746
754,Nad Narimani,https://www.bestfightodds.com/search?query=Nad Narimani,/fighters/Nad-Narimani-4217
755,Guido Cannetti,https://www.bestfightodds.com/search?query=Guido Cannetti,/fighters/Guido-Cannetti-5293
756,Laureano Staropoli,https://www.bestfightodds.com/search?query=Laureano Staropoli,
757,Cezar Ferreira,https://www.bestfightodds.com/search?query=Cezar Ferreira,/fighters/Cezar-Ferreira-2745
758,Devin Powell,https://www.bestfightodds.com/search?query=Devin Powell,/fighters/Devin-Powell-6435
759,Humberto Bandenay,https://www.bestfightodds.com/search?query=Humberto Bandenay,/fighters/Humberto-Bandenay-7431
760,Joseph Morales,https://www.bestfightodds.com/search?query=Joseph Morales,/fighters/Joseph-Morales-5383
761,Chris Weidman,https://www.bestfightodds.com/search?query=Chris Weidman,/fighters/Chris-Weidman-2309
762,Adam Wieczorek,https://www.bestfightodds.com/search?query=Adam Wieczorek,/fighters/Adam-Wieczorek-7482
763,Jason Knight,https://www.bestfightodds.com/search?query=Jason Knight,/fighters/Jason-Knight-5868
764,Andre Soukhamthath,https://www.bestfightodds.com/search?query=Andre Soukhamthath,/fighters/Andre-Soukhamthath-6190
765,Te Edwards,https://www.bestfightodds.com/search?query=Te Edwards,/fighters/Ben-Edwards-9051
766,Alex Garcia,https://www.bestfightodds.com/search?query=Alex Garcia,/fighters/Alex-Garcia-4554
767,Thibault Gouti,https://www.bestfightodds.com/search?query=Thibault Gouti,
768,Ryan LaFlare,https://www.bestfightodds.com/search?query=Ryan LaFlare,/fighters/Ryan-Laflare-2604
769,Gray Maynard,https://www.bestfightodds.com/search?query=Gray Maynard,/fighters/Gray-Maynard-72
770,Luis Henrique,https://www.bestfightodds.com/search?query=Luis Henrique,/fighters/Luis-Henrique-6324
771,Thales Leites,https://www.bestfightodds.com/search?query=Thales Leites,/fighters/Thales-Leites-67
772,Adam Yandiev,https://www.bestfightodds.com/search?query=Adam Yandiev,/fighters/Adam-Yandiev-8459
773,Khalid Murtazaliev,https://www.bestfightodds.com/search?query=Khalid Murtazaliev,/fighters/Khalid-Murtazaliev-8169
774,Aleksei Kunchenko,https://www.bestfightodds.com/search?query=Aleksei Kunchenko,/fighters/Aleksei-Kunchenko-9319
775,Robert Sanchez,https://www.bestfightodds.com/search?query=Robert Sanchez,/fighters/Adrian-Sanchez-11456
776,James Krause,https://www.bestfightodds.com/search?query=James Krause,/fighters/James-Krause-1318
777,Jake Ellenberger,https://www.bestfightodds.com/search?query=Jake Ellenberger,/fighters/Jake-Ellenberger-525
778,John Moraga,https://www.bestfightodds.com/search?query=John Moraga,/fighters/John-Moraga-2173
779,Danielle Taylor,https://www.bestfightodds.com/search?query=Danielle Taylor,/fighters/Danielle-Taylor-6583
780,TJ Dillashaw,https://www.bestfightodds.com/search?query=TJ Dillashaw,/fighters/T-J-Dillashaw-3053
781,Matt Sayles,https://www.bestfightodds.com/search?query=Matt Sayles,/fighters/Matt-Sayles-5034
782,Demetrious Johnson,https://www.bestfightodds.com/search?query=Demetrious Johnson,/fighters/Demetrious-Johnson-1773
783,Dustin Ortiz,https://www.bestfightodds.com/search?query=Dustin Ortiz,/fighters/Dustin-Ortiz-1783
784,Jordan Mein,https://www.bestfightodds.com/search?query=Jordan Mein,/fighters/Jordan-Mein-2579
785,Eddie Alvarez,https://www.bestfightodds.com/search?query=Eddie Alvarez,/fighters/Eddie-Alvarez-91
786,Kajan Johnson,https://www.bestfightodds.com/search?query=Kajan Johnson,/fighters/Kajan-Johnson-2184
787,Vitor Miranda,https://www.bestfightodds.com/search?query=Vitor Miranda,/fighters/Vitor-Miranda-1480
788,Jeremy Kimball,https://www.bestfightodds.com/search?query=Jeremy Kimball,/fighters/Jeremy-Kimball-2629
789,Justin Ledet,https://www.bestfightodds.com/search?query=Justin Ledet,/fighters/Justin-Ledet-3489
790,Damian Stasiak,https://www.bestfightodds.com/search?query=Damian Stasiak,/fighters/Damian-Stasiak-5593
791,Emil Meek,https://www.bestfightodds.com/search?query=Emil Meek,/fighters/Emil-Meek-4104
792,Sage Northcutt,https://www.bestfightodds.com/search?query=Sage Northcutt,/fighters/Sage-Northcutt-5696
793,Kurt Holobaugh,https://www.bestfightodds.com/search?query=Kurt Holobaugh,/fighters/Kurt-Holobaugh-3814
794,Myles Jury,https://www.bestfightodds.com/search?query=Myles Jury,/fighters/Myles-Jury-3222
795,Jessica Aguilar,https://www.bestfightodds.com/search?query=Jessica Aguilar,/fighters/Jessica-Aguilar-1168
796,Justin Scoggins,https://www.bestfightodds.com/search?query=Justin Scoggins,/fighters/Justin-Scoggins-4555
797,Gokhan Saki,https://www.bestfightodds.com/search?query=Gokhan Saki,/fighters/Gokhan-Saki-7382
798,Jamie Moyle,https://www.bestfightodds.com/search?query=Jamie Moyle,/fighters/Jamie-Moyle-5262
799,John Gunther,https://www.bestfightodds.com/search?query=John Gunther,/fighters/John-Gunther-8412
800,Jay Cucciniello,https://www.bestfightodds.com/search?query=Jay Cucciniello,/fighters/Jay-Cucciniello-8427
801,Matt Bessette,https://www.bestfightodds.com/search?query=Matt Bessette,/fighters/Matt-Bessette-3227
802,Tyler Diamond,https://www.bestfightodds.com/search?query=Tyler Diamond,/fighters/Tyler-Diamond-8428
803,Viviane Pereira,https://www.bestfightodds.com/search?query=Viviane Pereira,/fighters/Viviane-Pereira-6799
804,Shinsho Anzai,https://www.bestfightodds.com/search?query=Shinsho Anzai,
805,Felipe Arantes,https://www.bestfightodds.com/search?query=Felipe Arantes,/fighters/Felipe-Arantes-2674
806,Rolando Dy,https://www.bestfightodds.com/search?query=Rolando Dy,/fighters/Rolando-Dy-6354
807,Jenel Lausa,https://www.bestfightodds.com/search?query=Jenel Lausa,
808,Rashad Evans,https://www.bestfightodds.com/search?query=Rashad Evans,/fighters/Rashad-Evans-42
809,CM Punk,https://www.bestfightodds.com/search?query=CM Punk,
810,Rashad Coulter,https://www.bestfightodds.com/search?query=Rashad Coulter,/fighters/Rashad-Coulter-5548
811,Mike Santiago,https://www.bestfightodds.com/search?query=Mike Santiago,/fighters/Mike-Santiago-7457
812,Jarred Brooks,https://www.bestfightodds.com/search?query=Jarred Brooks,/fighters/Jarred-Brooks-7262
813,Johnny Eduardo,https://www.bestfightodds.com/search?query=Johnny Eduardo,/fighters/Johnny-Eduardo-2692
814,Daniel Kelly,https://www.bestfightodds.com/search?query=Daniel Kelly,/fighters/Daniel-Kelly-5236
815,Eric Spicely,https://www.bestfightodds.com/search?query=Eric Spicely,/fighters/Eric-Spicely-5689
816,Brad Scott,https://www.bestfightodds.com/search?query=Brad Scott,/fighters/Brad-Scott-3760
817,Henry Briones,https://www.bestfightodds.com/search?query=Henry Briones,/fighters/Henry-Briones-5294
818,Diego Rivas,https://www.bestfightodds.com/search?query=Diego Rivas,/fighters/Diego-Rivas-5279
819,Alexa Grasso,https://www.bestfightodds.com/search?query=Alexa Grasso,/fighters/Alexa-Grasso-5096
820,Alberto Mina,https://www.bestfightodds.com/search?query=Alberto Mina,/fighters/Alberto-Mina-4701
821,Vitor Belfort,https://www.bestfightodds.com/search?query=Vitor Belfort,/fighters/Vitor-Belfort-755
822,Justin Willis,https://www.bestfightodds.com/search?query=Justin Willis,/fighters/Justin-Willis-6369
823,Dhiego Lima,https://www.bestfightodds.com/search?query=Dhiego Lima,/fighters/Dhiego-Lima-2200
824,Matthew Lopez,https://www.bestfightodds.com/search?query=Matthew Lopez,/fighters/Matthew-Lopez-6310
825,Bec Rawlings,https://www.bestfightodds.com/search?query=Bec Rawlings,
826,Tom Duquesnoy,https://www.bestfightodds.com/search?query=Tom Duquesnoy,
827,Mark Godbeer,https://www.bestfightodds.com/search?query=Mark Godbeer,/fighters/Mark-Godbeer-3214
828,Jordan Johnson,https://www.bestfightodds.com/search?query=Jordan Johnson,/fighters/Jordan-Johnson-3341
829,Mike Pyle,https://www.bestfightodds.com/search?query=Mike Pyle,/fighters/Mike-Pyle-343
830,Bryan Caraway,https://www.bestfightodds.com/search?query=Bryan Caraway,/fighters/Bryan-Caraway-1704
831,CB Dollaway,https://www.bestfightodds.com/search?query=CB Dollaway,/fighters/C-B-Dollaway-307
832,Albert Morales,https://www.bestfightodds.com/search?query=Albert Morales,/fighters/Albert-Morales-5424
833,Oskar Piechota,https://www.bestfightodds.com/search?query=Oskar Piechota,/fighters/Oskar-Piechota-4129
834,Steven Peterson,https://www.bestfightodds.com/search?query=Steven Peterson,/fighters/Steven-Peterson-2086
835,Joshua Burkman,https://www.bestfightodds.com/search?query=Joshua Burkman,/fighters/Josh-Burkman-211
836,Rob Wilkinson,https://www.bestfightodds.com/search?query=Rob Wilkinson,/fighters/Rob-Wilkinson-7451
837,Damien Brown,https://www.bestfightodds.com/search?query=Damien Brown,/fighters/Damien-Brown-4589
838,Iuri Alcantara,https://www.bestfightodds.com/search?query=Iuri Alcantara,/fighters/Iuri-Alcantara-4878
839,Maia Stevenson,https://www.bestfightodds.com/search?query=Maia Stevenson,/fighters/Maia-Stevenson-7816
840,Lyoto Machida,https://www.bestfightodds.com/search?query=Lyoto Machida,/fighters/Lyoto-Machida-161
841,Timothy Johnson,https://www.bestfightodds.com/search?query=Timothy Johnson,/fighters/Timothy-Johnson-5459
842,Austin Arnett,https://www.bestfightodds.com/search?query=Austin Arnett,/fighters/Austin-Arnett-6233
