,0,odds_search,fighter_odds_url
1103,Eddie Gordon,https://www.bestfightodds.com/search?query=Eddie Gordon,/fighters/Eddie-Gordon-5009
1104,Pawel Pawlak,https://www.bestfightodds.com/search?query=Pawel Pawlak,/fighters/Pawel-Pawlak-4818
1105,Seth Baczynski,https://www.bestfightodds.com/search?query=Seth Baczynski,/fighters/Seth-Baczynski-1960
1106,Marcin Bandel,https://www.bestfightodds.com/search?query=Marcin Bandel,/fighters/Marcin-Bandel-5061
1107,Izabela Badurek,https://www.bestfightodds.com/search?query=Izabela Badurek,
1108,Ron Stallings,https://www.bestfightodds.com/search?query=Ron Stallings,/fighters/Ron-Stallings-2593
1109,Jorge de,https://www.bestfightodds.com/search?query=Jorge de,/fighters/Ivan-Jorge-4324
1110,Bentley Syler,https://www.bestfightodds.com/search?query=Bentley Syler,/fighters/Bentley-Syler-5320
1111,Leonardo Mafra,https://www.bestfightodds.com/search?query=Leonardo Mafra,/fighters/Leonardo-Mafra-5011
1112,Jake Lindsey,https://www.bestfightodds.com/search?query=Jake Lindsey,/fighters/Jake-Lindsey-3340
1113,Larissa Pacheco,https://www.bestfightodds.com/search?query=Larissa Pacheco,/fighters/Larissa-Pacheco-5473
1114,Masio Fullen,https://www.bestfightodds.com/search?query=Masio Fullen,
1115,Roman Salazar,https://www.bestfightodds.com/search?query=Roman Salazar,/fighters/Roman-Salazar-5181
1116,Ivan Jorge,https://www.bestfightodds.com/search?query=Ivan Jorge,/fighters/Ivan-Jorge-4324
1117,William Macario,https://www.bestfightodds.com/search?query=William Macario,/fighters/William-Macario-4187
1118,Ian McCall,https://www.bestfightodds.com/search?query=Ian McCall,/fighters/Ian-McCall-224
1119,Richardson Moreira,https://www.bestfightodds.com/search?query=Richardson Moreira,/fighters/Richardson-Moreira-4925
1120,Andy Ogle,https://www.bestfightodds.com/search?query=Andy Ogle,/fighters/Andy-Ogle-3308
1121,Phil Davis,https://www.bestfightodds.com/search?query=Phil Davis,/fighters/Phil-Davis-1045
1122,Akira Corassani,https://www.bestfightodds.com/search?query=Akira Corassani,/fighters/Akira-Corassani-3381
1123,Johnny Case,https://www.bestfightodds.com/search?query=Johnny Case,/fighters/Johnny-Case-4476
1124,Tateki Matsuda,https://www.bestfightodds.com/search?query=Tateki Matsuda,
1125,John Howard,https://www.bestfightodds.com/search?query=John Howard,/fighters/John-Howard-692
1126,Matt Van,https://www.bestfightodds.com/search?query=Matt Van,/fighters/Matt-Cox-5656
1127,Danny Castillo,https://www.bestfightodds.com/search?query=Danny Castillo,/fighters/Danny-Castillo-727
1128,Alexis Dufresne,https://www.bestfightodds.com/search?query=Alexis Dufresne,/fighters/Alexis-Dufresne-4910
1129,Tom Niinimaki,https://www.bestfightodds.com/search?query=Tom Niinimaki,
1130,Elias Silverio,https://www.bestfightodds.com/search?query=Elias Silverio,/fighters/Elias-Silverio-4323
1131,Marcio Alexandre,https://www.bestfightodds.com/search?query=Marcio Alexandre,/fighters/Marcio-Alexandre-Jr-5367
1132,Leandro Issa,https://www.bestfightodds.com/search?query=Leandro Issa,/fighters/Leandro-Issa-2825
1133,David Michaud,https://www.bestfightodds.com/search?query=David Michaud,/fighters/David-Michaud-4906
1134,Jamie Varner,https://www.bestfightodds.com/search?query=Jamie Varner,/fighters/Jamie-Varner-148
1135,Joe Ellenberger,https://www.bestfightodds.com/search?query=Joe Ellenberger,/fighters/Joe-Ellenberger-3173
1136,Emily Kagan,https://www.bestfightodds.com/search?query=Emily Kagan,/fighters/Emily-Kagan-3802
1137,Yves Edwards,https://www.bestfightodds.com/search?query=Yves Edwards,/fighters/Yves-Edwards-100
1138,Luke Barnatt,https://www.bestfightodds.com/search?query=Luke Barnatt,/fighters/Luke-Barnatt-3216
1139,Ruslan Magomedov,https://www.bestfightodds.com/search?query=Ruslan Magomedov,/fighters/Ruslan-Magomedov-4879
1140,Juan Manuel,https://www.bestfightodds.com/search?query=Juan Manuel,/fighters/Juan-Manuel-Puig-5003
1141,Edgar Garcia,https://www.bestfightodds.com/search?query=Edgar Garcia,/fighters/Edgar-Garcia-1011
1142,Wagner Silva,https://www.bestfightodds.com/search?query=Wagner Silva,/fighters/Wagner-Silva-4927
1143,Caio Magalhaes,https://www.bestfightodds.com/search?query=Caio Magalhaes,/fighters/Caio-Magalhaes-3081
1144,Soa Palelei,https://www.bestfightodds.com/search?query=Soa Palelei,
1145,Luke Zachrich,https://www.bestfightodds.com/search?query=Luke Zachrich,/fighters/Luke-Zachrich-1846
1146,Jumabieke Tuerxun,https://www.bestfightodds.com/search?query=Jumabieke Tuerxun,/fighters/Jumabieke-Tuerxun-4704
1147,Fabricio Camoes,https://www.bestfightodds.com/search?query=Fabricio Camoes,/fighters/Fabricio-Camoes-1305
1148,Tor Troeng,https://www.bestfightodds.com/search?query=Tor Troeng,
1149,Manvel Gamburyan,https://www.bestfightodds.com/search?query=Manvel Gamburyan,/fighters/Manvel-Gamburyan-4222
1150,Michinori Tanaka,https://www.bestfightodds.com/search?query=Michinori Tanaka,/fighters/Michinori-Tanaka-4881
1151,Kazuki Tokudome,https://www.bestfightodds.com/search?query=Kazuki Tokudome,/fighters/Kazuki-Tokudome-3818
1152,Paulo Thiago,https://www.bestfightodds.com/search?query=Paulo Thiago,/fighters/Paulo-Thiago-1023
1153,Matt Mitrione,https://www.bestfightodds.com/search?query=Matt Mitrione,/fighters/Matt-Mitrione-1675
1154,Sean Soriano,https://www.bestfightodds.com/search?query=Sean Soriano,/fighters/Sean-Soriano-3558
1155,Ruan Potts,https://www.bestfightodds.com/search?query=Ruan Potts,/fighters/Ruan-Potts-4736
1156,Anying Wang,https://www.bestfightodds.com/search?query=Anying Wang,/fighters/Anying-Wang-4703
1157,Sai Wang,https://www.bestfightodds.com/search?query=Sai Wang,/fighters/Wang-Sai-4713
1158,Francis Carmont,https://www.bestfightodds.com/search?query=Francis Carmont,/fighters/Francis-Carmont-2887
1159,Aaron Phillips,https://www.bestfightodds.com/search?query=Aaron Phillips,/fighters/Aaron-Phillips-4905
1160,Elizabeth Phillips,https://www.bestfightodds.com/search?query=Elizabeth Phillips,/fighters/Elizabeth-Phillips-4964
1161,Roland Delorme,https://www.bestfightodds.com/search?query=Roland Delorme,/fighters/Roland-Delorme-2585
1162,Tom Watson,https://www.bestfightodds.com/search?query=Tom Watson,/fighters/Joe-Watson-2842
1163,Steven Siler,https://www.bestfightodds.com/search?query=Steven Siler,/fighters/Steven-Siler-3070
1164,Kyle Kingsbury,https://www.bestfightodds.com/search?query=Kyle Kingsbury,/fighters/Kyle-Kingsbury-993
1165,Akbarh Arreola,https://www.bestfightodds.com/search?query=Akbarh Arreola,/fighters/Akbarh-Arreola-5019
1166,Mike de,https://www.bestfightodds.com/search?query=Mike de,/fighters/Mike-Hay-4895
1167,Andreas Stahl,https://www.bestfightodds.com/search?query=Andreas Stahl,/fighters/Andreas-Stahl-4385
1168,Hernani Perpetuo,https://www.bestfightodds.com/search?query=Hernani Perpetuo,/fighters/Hernani-Perpetuo-4847
1169,Cody Donovan,https://www.bestfightodds.com/search?query=Cody Donovan,/fighters/Cody-Donovan-1684
1170,Justin Salas,https://www.bestfightodds.com/search?query=Justin Salas,/fighters/Justin-Salas-3097
1171,Jesse Ronson,https://www.bestfightodds.com/search?query=Jesse Ronson,/fighters/Jesse-Ronson-3706
1172,Patrick Walsh,https://www.bestfightodds.com/search?query=Patrick Walsh,/fighters/Patrick-Walsh-5010
1173,Robert Drysdale,https://www.bestfightodds.com/search?query=Robert Drysdale,/fighters/Robert-Drysdale-3364
1174,George Roop,https://www.bestfightodds.com/search?query=George Roop,/fighters/George-Roop-995
1175,Marcelo Guimaraes,https://www.bestfightodds.com/search?query=Marcelo Guimaraes,/fighters/Marcelo-Guimaraes-3398
1176,Colton Smith,https://www.bestfightodds.com/search?query=Colton Smith,/fighters/Colton-Smith-3774
1177,Clint Hester,https://www.bestfightodds.com/search?query=Clint Hester,/fighters/Clint-Hester-4067
1178,Johnny Bedford,https://www.bestfightodds.com/search?query=Johnny Bedford,/fighters/Johnny-Bedford-1900
1179,Chris Indich,https://www.bestfightodds.com/search?query=Chris Indich,/fighters/Chris-Indich-4844
1180,Bobby Voelker,https://www.bestfightodds.com/search?query=Bobby Voelker,/fighters/Bobby-Voelker-1571
1181,Yaotzin Meza,https://www.bestfightodds.com/search?query=Yaotzin Meza,/fighters/Yaotzin-Meza-3775
1182,Rodrigo Damm,https://www.bestfightodds.com/search?query=Rodrigo Damm,/fighters/Rodrigo-Damm-742
1183,Vaughan Lee,https://www.bestfightodds.com/search?query=Vaughan Lee,/fighters/Vaughan-Lee-3002
1184,Chris Holdsworth,https://www.bestfightodds.com/search?query=Chris Holdsworth,/fighters/Chris-Holdsworth-3648
1185,Anthony Njokuani,https://www.bestfightodds.com/search?query=Anthony Njokuani,/fighters/Anthony-Njokuani-189
1186,Anthony Lapsley,https://www.bestfightodds.com/search?query=Anthony Lapsley,/fighters/Anthony-Lapsley-293
1187,Constantinos Philippou,https://www.bestfightodds.com/search?query=Constantinos Philippou,/fighters/Constantinos-Philippou-3692
1188,Estevan Payan,https://www.bestfightodds.com/search?query=Estevan Payan,
1189,Mark Bocek,https://www.bestfightodds.com/search?query=Mark Bocek,/fighters/Mark-Bocek-55
1190,Ryan Jimmo,https://www.bestfightodds.com/search?query=Ryan Jimmo,/fighters/Ryan-Jimmo-909
1191,Antonio Rodrigo,https://www.bestfightodds.com/search?query=Antonio Rodrigo,/fighters/Antonio-Rodrigo-Nogueira-46
1192,Thiago Perpetuo,https://www.bestfightodds.com/search?query=Thiago Perpetuo,/fighters/Thiago-Perpetuo-3705
1193,Ronny Markes,https://www.bestfightodds.com/search?query=Ronny Markes,
1194,Renee Forte,https://www.bestfightodds.com/search?query=Renee Forte,/fighters/Renee-Forte-3487
1195,Daniel Pineda,https://www.bestfightodds.com/search?query=Daniel Pineda,/fighters/Daniel-Pineda-1240
1196,Sean Spencer,https://www.bestfightodds.com/search?query=Sean Spencer,/fighters/Sean-Spencer-2753
1197,Robert McDaniel,https://www.bestfightodds.com/search?query=Robert McDaniel,/fighters/Robert-McDaniel-4064
1198,Will Campuzano,https://www.bestfightodds.com/search?query=Will Campuzano,/fighters/Will-Campuzano-1603
1199,Jake Shields,https://www.bestfightodds.com/search?query=Jake Shields,/fighters/Jake-Shields-232
1200,Cyrille Diabate,https://www.bestfightodds.com/search?query=Cyrille Diabate,
1201,Phil Harris,https://www.bestfightodds.com/search?query=Phil Harris,/fighters/Phil-Harris-1635
1202,Nam Phan,https://www.bestfightodds.com/search?query=Nam Phan,/fighters/Nam-Phan-362
1203,Albert Cheng,https://www.bestfightodds.com/search?query=Albert Cheng,/fighters/Albert-Cheng-4702
1204,Rafaello Oliveira,https://www.bestfightodds.com/search?query=Rafaello Oliveira,/fighters/Rafaello-Oliveira-1456
1205,Cody Gibson,https://www.bestfightodds.com/search?query=Cody Gibson,/fighters/Cody-Gibson-1915
1206,Ernest Chavez,https://www.bestfightodds.com/search?query=Ernest Chavez,/fighters/Ernest-Chavez-4689
1207,Cristiano Marcello,https://www.bestfightodds.com/search?query=Cristiano Marcello,/fighters/Cristiano-Marcello-183
1208,Ildemar Alcantara,https://www.bestfightodds.com/search?query=Ildemar Alcantara,/fighters/Ildemar-Alcantara-3820
1209,Nick Catone,https://www.bestfightodds.com/search?query=Nick Catone,/fighters/Nick-Catone-893
1210,Ramiro Hernandez,https://www.bestfightodds.com/search?query=Ramiro Hernandez,/fighters/Ramiro-Hernandez-973
1211,Chico Camus,https://www.bestfightodds.com/search?query=Chico Camus,/fighters/Chico-Camus-2067
1212,Charlie Brenneman,https://www.bestfightodds.com/search?query=Charlie Brenneman,/fighters/Charlie-Brenneman-1741
1213,Isaac Vallie-Flagg,https://www.bestfightodds.com/search?query=Isaac Vallie-Flagg,/fighters/Isaac-Vallie-Flagg-3503
1214,Dustin Kimura,https://www.bestfightodds.com/search?query=Dustin Kimura,/fighters/Dustin-Kimura-3821
1215,Royston Wee,https://www.bestfightodds.com/search?query=Royston Wee,
1216,Robert Peralta,https://www.bestfightodds.com/search?query=Robert Peralta,/fighters/Robert-Peralta-2405
1217,Chris Leben,https://www.bestfightodds.com/search?query=Chris Leben,/fighters/Chris-Leben-112
1218,Darren Uyenoyama,https://www.bestfightodds.com/search?query=Darren Uyenoyama,/fighters/Darren-Uyenoyama-628
1219,Bruno Santos,https://www.bestfightodds.com/search?query=Bruno Santos,/fighters/Bruno-Santos-3178
1220,Pat Barry,https://www.bestfightodds.com/search?query=Pat Barry,/fighters/Pat-Barry-930
1221,Ben Wall,https://www.bestfightodds.com/search?query=Ben Wall,
1222,Julie Kedzie,https://www.bestfightodds.com/search?query=Julie Kedzie,
1223,Nick Ring,https://www.bestfightodds.com/search?query=Nick Ring,/fighters/Nick-Ring-1360
1224,Josh Sampo,https://www.bestfightodds.com/search?query=Josh Sampo,/fighters/Josh-Sampo-3544
1225,Jason High,https://www.bestfightodds.com/search?query=Jason High,/fighters/Jason-High-834
1226,Josh Koscheck,https://www.bestfightodds.com/search?query=Josh Koscheck,/fighters/Josh-Koscheck-81
1227,Georges St-Pierre,https://www.bestfightodds.com/search?query=Georges St-Pierre,/fighters/Georges-St-Pierre-80
1228,Jose Maria,https://www.bestfightodds.com/search?query=Jose Maria,/fighters/Jose-Maria-Lucar-11998
1229,Alessio Sakara,https://www.bestfightodds.com/search?query=Alessio Sakara,/fighters/Alessio-Sakara-132
1230,Rosi Sexton,https://www.bestfightodds.com/search?query=Rosi Sexton,/fighters/Rosi-Sexton-1169
1231,Jimy Hettes,https://www.bestfightodds.com/search?query=Jimy Hettes,
1232,George Sotiropoulos,https://www.bestfightodds.com/search?query=George Sotiropoulos,/fighters/George-Sotiropoulos-407
1233,TJ Waldburger,https://www.bestfightodds.com/search?query=TJ Waldburger,/fighters/T-J-Waldburger-2156
1234,Dustin Pague,https://www.bestfightodds.com/search?query=Dustin Pague,/fighters/Dustin-Pague-3066
1235,Jeremy Larsen,https://www.bestfightodds.com/search?query=Jeremy Larsen,/fighters/Jeremy-Larsen-3232
1236,Rousimar Palhares,https://www.bestfightodds.com/search?query=Rousimar Palhares,/fighters/Rousimar-Palhares-638
1237,Thiago Silva,https://www.bestfightodds.com/search?query=Thiago Silva,/fighters/Thiago-Silva-163
1238,Iliarde Santos,https://www.bestfightodds.com/search?query=Iliarde Santos,/fighters/Iliarde-Santos-4114
1239,Pat Healy,https://www.bestfightodds.com/search?query=Pat Healy,/fighters/Pat-Healy-526
1240,Chris Clements,https://www.bestfightodds.com/search?query=Chris Clements,/fighters/Chris-Clements-3091
1241,Brendan Schaub,https://www.bestfightodds.com/search?query=Brendan Schaub,/fighters/Brendan-Schaub-1674
1242,Nandor Guelmino,https://www.bestfightodds.com/search?query=Nandor Guelmino,
1243,Ivan Menjivar,https://www.bestfightodds.com/search?query=Ivan Menjivar,/fighters/Ivan-Menjivar-2187
1244,Mike Ricci,https://www.bestfightodds.com/search?query=Mike Ricci,/fighters/Mike-Ricci-1778
1245,Keith Wisniewski,https://www.bestfightodds.com/search?query=Keith Wisniewski,/fighters/Keith-Wisniewski-180
1246,Marcos Vinicius,https://www.bestfightodds.com/search?query=Marcos Vinicius,/fighters/Marcos-Vinicius-3421
1247,Yuri Villefort,https://www.bestfightodds.com/search?query=Yuri Villefort,/fighters/Yuri-Villefort-2597
1248,Joao Zeferino,https://www.bestfightodds.com/search?query=Joao Zeferino,/fighters/Joao-Zeferino-4142
1249,Ryan Couture,https://www.bestfightodds.com/search?query=Ryan Couture,/fighters/Ryan-Couture-2037
1250,Louis Gaudinot,https://www.bestfightodds.com/search?query=Louis Gaudinot,/fighters/Louis-Gaudinot-3063
1251,Jared Hamman,https://www.bestfightodds.com/search?query=Jared Hamman,/fighters/Jared-Hamman-1249
1252,Pascal Krauss,https://www.bestfightodds.com/search?query=Pascal Krauss,/fighters/Pascal-Krauss-2101
1253,Justin Edwards,https://www.bestfightodds.com/search?query=Justin Edwards,/fighters/Justin-Edwards-1252
1254,Roger Bowling,https://www.bestfightodds.com/search?query=Roger Bowling,/fighters/Roger-Bowling-1839
1255,James Head,https://www.bestfightodds.com/search?query=James Head,/fighters/James-Head-2442
1256,Mike Brown,https://www.bestfightodds.com/search?query=Mike Brown,/fighters/Mike-Brown-656
1257,Vinny Magalhaes,https://www.bestfightodds.com/search?query=Vinny Magalhaes,/fighters/Vinny-Magalhaes-4185
1258,Ednaldo Oliveira,https://www.bestfightodds.com/search?query=Ednaldo Oliveira,/fighters/Ednaldo-Oliveira-3076
1259,Mac Danzig,https://www.bestfightodds.com/search?query=Mac Danzig,
1260,John Albert,https://www.bestfightodds.com/search?query=John Albert,/fighters/John-Albert-3067
1261,Aaron Riley,https://www.bestfightodds.com/search?query=Aaron Riley,/fighters/Aaron-Riley-905
1262,Mike Pierce,https://www.bestfightodds.com/search?query=Mike Pierce,/fighters/Mike-Pierce-859
1263,Sean Pierson,https://www.bestfightodds.com/search?query=Sean Pierson,/fighters/Sean-Pierson-1765
1264,Brian Bowles,https://www.bestfightodds.com/search?query=Brian Bowles,/fighters/Brian-Bowles-416
1265,Leonard Garcia,https://www.bestfightodds.com/search?query=Leonard Garcia,/fighters/Leonard-Garcia-75
1266,Clifford Starks,https://www.bestfightodds.com/search?query=Clifford Starks,/fighters/Clifford-Starks-2870
1267,Justin Lawrence,https://www.bestfightodds.com/search?query=Justin Lawrence,/fighters/Justin-Lawrence-2203
1268,Bristol Marunde,https://www.bestfightodds.com/search?query=Bristol Marunde,/fighters/Bristol-Marunde-2511
1269,Papy Abedi,https://www.bestfightodds.com/search?query=Papy Abedi,
1270,Ben Alloway,https://www.bestfightodds.com/search?query=Ben Alloway,
1271,Michael Kuiper,https://www.bestfightodds.com/search?query=Michael Kuiper,/fighters/Michael-Kuiper-3058
1272,Chris Spang,https://www.bestfightodds.com/search?query=Chris Spang,/fighters/Chris-Spang-2895
1273,Antonio Carvalho,https://www.bestfightodds.com/search?query=Antonio Carvalho,/fighters/Antonio-Carvalho-2581
1274,Riki Fukuda,https://www.bestfightodds.com/search?query=Riki Fukuda,
1275,Wanderlei Silva,https://www.bestfightodds.com/search?query=Wanderlei Silva,/fighters/Wanderlei-Silva-115
1276,Nah-Shon Burrell,https://www.bestfightodds.com/search?query=Nah-Shon Burrell,/fighters/Nah-Shon-Burrell-2601
1277,Jon Manley,https://www.bestfightodds.com/search?query=Jon Manley,/fighters/Jon-Manley-3806
1278,Terry Etim,https://www.bestfightodds.com/search?query=Terry Etim,/fighters/Terry-Etim-195
1279,Che Mills,https://www.bestfightodds.com/search?query=Che Mills,/fighters/Che-Mills-1792
1280,Paul Sass,https://www.bestfightodds.com/search?query=Paul Sass,/fighters/Paul-Sass-2035
1281,Edwin Figueroa,https://www.bestfightodds.com/search?query=Edwin Figueroa,/fighters/Edwin-Figueroa-2394
1282,Jacob Volkmann,https://www.bestfightodds.com/search?query=Jacob Volkmann,/fighters/Jacob-Volkmann-1246
1283,Jon Fitch,https://www.bestfightodds.com/search?query=Jon Fitch,/fighters/Jon-Fitch-3
1284,Simeon Thoresen,https://www.bestfightodds.com/search?query=Simeon Thoresen,/fighters/Simeon-Thoresen-3088
1285,Mike Russow,https://www.bestfightodds.com/search?query=Mike Russow,/fighters/Mike-Russow-446
1286,Mike Stumpf,https://www.bestfightodds.com/search?query=Mike Stumpf,/fighters/Mike-Stumpf-682
1287,TJ Grant,https://www.bestfightodds.com/search?query=TJ Grant,/fighters/T-J-Grant-1063
1288,Wagner Prado,https://www.bestfightodds.com/search?query=Wagner Prado,/fighters/Wagner-Prado-3361
1289,Diego Nunes,https://www.bestfightodds.com/search?query=Diego Nunes,/fighters/Diego-Nunes-934
1290,Melvin Guillard,https://www.bestfightodds.com/search?query=Melvin Guillard,/fighters/Melvin-Guillard-398
1291,Philip De,https://www.bestfightodds.com/search?query=Philip De,/fighters/Philip-de-Fries-3082
1292,Reuben Duran,https://www.bestfightodds.com/search?query=Reuben Duran,/fighters/Reuben-Duran-2310
1293,Jared Papazian,https://www.bestfightodds.com/search?query=Jared Papazian,/fighters/Jared-Papazian-3094
1294,Mike Rio,https://www.bestfightodds.com/search?query=Mike Rio,/fighters/Mike-Hay-4895
1295,Colin Fletcher,https://www.bestfightodds.com/search?query=Colin Fletcher,/fighters/Colin-Fletcher-3210
1296,Nick Penner,https://www.bestfightodds.com/search?query=Nick Penner,/fighters/Nick-Penner-1718
1297,Brendan Loughnane,https://www.bestfightodds.com/search?query=Brendan Loughnane,/fighters/Brendan-Loughnane-3762
1298,Marcus LeVesseur,https://www.bestfightodds.com/search?query=Marcus LeVesseur,/fighters/Marcus-Levesseur-3291
1299,Matthew Riddle,https://www.bestfightodds.com/search?query=Matthew Riddle,/fighters/Matthew-Riddle-3817
1300,Mark Hominick,https://www.bestfightodds.com/search?query=Mark Hominick,/fighters/Mark-Hominick-498
1301,Yasuhiro Urushitani,https://www.bestfightodds.com/search?query=Yasuhiro Urushitani,
1302,Rich Franklin,https://www.bestfightodds.com/search?query=Rich Franklin,/fighters/Rich-Franklin-17
1303,Zhang Tiequan,https://www.bestfightodds.com/search?query=Zhang Tiequan,/fighters/Tiequan-Zhang-2048
1304,Luiz Cane,https://www.bestfightodds.com/search?query=Luiz Cane,/fighters/Luis-Cane-401
1305,Aaron Simpson,https://www.bestfightodds.com/search?query=Aaron Simpson,/fighters/Aaron-Simpson-915
1306,Bart Palaszewski,https://www.bestfightodds.com/search?query=Bart Palaszewski,
1307,Josh Neer,https://www.bestfightodds.com/search?query=Josh Neer,/fighters/Josh-Neer-494
1308,John Hathaway,https://www.bestfightodds.com/search?query=John Hathaway,/fighters/John-Hathaway-966
1309,Dan Hardy,https://www.bestfightodds.com/search?query=Dan Hardy,/fighters/Dan-Hardy-629
1310,DaMarques Johnson,https://www.bestfightodds.com/search?query=DaMarques Johnson,/fighters/Damarques-Johnson-1421
1311,Jason Young,https://www.bestfightodds.com/search?query=Jason Young,/fighters/Jason-Young-2123
1312,Matt Hamill,https://www.bestfightodds.com/search?query=Matt Hamill,/fighters/Matt-Hamill-60
1313,Ken Stone,https://www.bestfightodds.com/search?query=Ken Stone,
1314,Josh Grispi,https://www.bestfightodds.com/search?query=Josh Grispi,/fighters/Josh-Grispi-497
1315,Cheick Kongo,https://www.bestfightodds.com/search?query=Cheick Kongo,/fighters/Cheick-Kongo-58
1316,Karlos Vemola,https://www.bestfightodds.com/search?query=Karlos Vemola,
1317,Damacio Page,https://www.bestfightodds.com/search?query=Damacio Page,/fighters/Damacio-Page-508
1318,John Alessio,https://www.bestfightodds.com/search?query=John Alessio,/fighters/John-Alessio-202
1319,Cung Le,https://www.bestfightodds.com/search?query=Cung Le,
1320,Forrest Griffin,https://www.bestfightodds.com/search?query=Forrest Griffin,/fighters/Forrest-Griffin-19
1321,Anistavio Medeiros,https://www.bestfightodds.com/search?query=Anistavio Medeiros,/fighters/Anistavio-Medeiros-3417
1322,Delson Heleno,https://www.bestfightodds.com/search?query=Delson Heleno,
1323,John Teixeira,https://www.bestfightodds.com/search?query=John Teixeira,/fighters/John-Teixeira-3403
1324,Jake Hecht,https://www.bestfightodds.com/search?query=Jake Hecht,/fighters/Jake-Hecht-2125
1325,Henry Martinez,https://www.bestfightodds.com/search?query=Henry Martinez,/fighters/Henry-Martinez-1136
1326,Buddy Roberts,https://www.bestfightodds.com/search?query=Buddy Roberts,/fighters/Buddy-Roberts-1098
1327,Jonathan Brookins,https://www.bestfightodds.com/search?query=Jonathan Brookins,/fighters/Jonathan-Brookins-914
1328,Jason Miller,https://www.bestfightodds.com/search?query=Jason Miller,/fighters/Jason-Miller-373
1329,Jason MacDonald,https://www.bestfightodds.com/search?query=Jason MacDonald,/fighters/Jason-Macdonald-21
1330,Cody McKenzie,https://www.bestfightodds.com/search?query=Cody McKenzie,/fighters/Cody-McKenzie-2222
1331,Alex Soto,https://www.bestfightodds.com/search?query=Alex Soto,/fighters/Alex-Soto-3013
1332,Jeff Curran,https://www.bestfightodds.com/search?query=Jeff Curran,/fighters/Jeff-Curran-146
1333,Amir Sadollah,https://www.bestfightodds.com/search?query=Amir Sadollah,/fighters/Amir-Sadollah-772
1334,Mike Massenzio,https://www.bestfightodds.com/search?query=Mike Massenzio,/fighters/Mike-Massenzio-697
1335,Miguel Torres,https://www.bestfightodds.com/search?query=Miguel Torres,/fighters/Miguel-Torres-219
1336,Brian Stann,https://www.bestfightodds.com/search?query=Brian Stann,/fighters/Brian-Stann-200
1337,Oli Thompson,https://www.bestfightodds.com/search?query=Oli Thompson,/fighters/Oli-Thompson-3086
1338,Mackens Semerzier,https://www.bestfightodds.com/search?query=Mackens Semerzier,
1339,Norifumi Yamamoto,https://www.bestfightodds.com/search?query=Norifumi Yamamoto,/fighters/Norifumi-Yamamoto-255
1340,Anton Kuivanen,https://www.bestfightodds.com/search?query=Anton Kuivanen,/fighters/Anton-Kuivanen-3096
1341,Dan Stittgen,https://www.bestfightodds.com/search?query=Dan Stittgen,
1342,Joey Beltran,https://www.bestfightodds.com/search?query=Joey Beltran,/fighters/Joey-Beltran-1231
1343,Chael Sonnen,https://www.bestfightodds.com/search?query=Chael Sonnen,/fighters/Chael-Sonnen-106
1344,Duane Ludwig,https://www.bestfightodds.com/search?query=Duane Ludwig,/fighters/Duane-Ludwig-509
1345,Mike Easton,https://www.bestfightodds.com/search?query=Mike Easton,/fighters/Mike-Easton-2703
1346,Kamal Shalorus,https://www.bestfightodds.com/search?query=Kamal Shalorus,/fighters/Kamal-Shalorus-1634
1347,Joseph Sandoval,https://www.bestfightodds.com/search?query=Joseph Sandoval,/fighters/Joseph-Sandoval-2342
1348,Jorge Rivera,https://www.bestfightodds.com/search?query=Jorge Rivera,/fighters/Jorge-Rivera-425
1349,Ricardo Funch,https://www.bestfightodds.com/search?query=Ricardo Funch,/fighters/Ricardo-Funch-1621
1350,Vladimir Matyushenko,https://www.bestfightodds.com/search?query=Vladimir Matyushenko,/fighters/Vladimir-Matyushenko-336
1351,Walel Watson,https://www.bestfightodds.com/search?query=Walel Watson,/fighters/Walel-Watson-2455
1352,Tito Ortiz,https://www.bestfightodds.com/search?query=Tito Ortiz,/fighters/Tito-Ortiz-43
1353,Krzysztof Soszynski,https://www.bestfightodds.com/search?query=Krzysztof Soszynski,/fighters/Krzysztof-Soszynski-379
1354,Rich Attonito,https://www.bestfightodds.com/search?query=Rich Attonito,/fighters/Rich-Attonito-1958
1355,Claude Patrick,https://www.bestfightodds.com/search?query=Claude Patrick,/fighters/Claude-Patrick-1721
1356,Stephan Bonnar,https://www.bestfightodds.com/search?query=Stephan Bonnar,/fighters/Stephan-Bonnar-49
1357,Tom Lawlor,https://www.bestfightodds.com/search?query=Tom Lawlor,
1358,Aaron Rosa,https://www.bestfightodds.com/search?query=Aaron Rosa,/fighters/Aaron-Rosa-679
1359,John Maguire,https://www.bestfightodds.com/search?query=John Maguire,/fighters/John-Maguire-2912
1360,Rob Broughton,https://www.bestfightodds.com/search?query=Rob Broughton,
1361,Michihiro Omigawa,https://www.bestfightodds.com/search?query=Michihiro Omigawa,
1362,Chris Cope,https://www.bestfightodds.com/search?query=Chris Cope,/fighters/Chris-Cope-1974
1363,Brandon Vera,https://www.bestfightodds.com/search?query=Brandon Vera,/fighters/Brandon-Vera-173
1364,Tyson Griffin,https://www.bestfightodds.com/search?query=Tyson Griffin,/fighters/Tyson-Griffin-24
1365,Mirko Filipovic,https://www.bestfightodds.com/search?query=Mirko Filipovic,/fighters/Mirko-Filipovic-59
1366,Steve Cantwell,https://www.bestfightodds.com/search?query=Steve Cantwell,/fighters/Steve-Cantwell-159
1367,Shane Roller,https://www.bestfightodds.com/search?query=Shane Roller,/fighters/Shane-Roller-821
