,Fighter_A,Fighter_B,date,A_Rolling_Kd_mean,B_Rolling_Kd_mean,A_Rolling_Kd_std,B_Rolling_Kd_std,A_Rolling_Kd_max,B_Rolling_Kd_max,A_Rolling_Kd_min,B_Rolling_Kd_min,A_Rolling_Kd_median,B_Rolling_Kd_median,A_Rolling_Sig_strike_land_mean,B_Rolling_Sig_strike_land_mean,A_Rolling_Sig_strike_land_std,B_Rolling_Sig_strike_land_std,A_Rolling_Sig_strike_land_max,B_Rolling_Sig_strike_land_max,A_Rolling_Sig_strike_land_min,B_Rolling_Sig_strike_land_min,A_Rolling_Sig_strike_land_median,B_Rolling_Sig_strike_land_median,A_Rolling_Sig_strike_att_mean,B_Rolling_Sig_strike_att_mean,A_Rolling_Sig_strike_att_std,B_Rolling_Sig_strike_att_std,A_Rolling_Sig_strike_att_max,B_Rolling_Sig_strike_att_max,A_Rolling_Sig_strike_att_min,B_Rolling_Sig_strike_att_min,A_Rolling_Sig_strike_att_median,B_Rolling_Sig_strike_att_median,A_Rolling_Sig_strike_percent_mean,B_Rolling_Sig_strike_percent_mean,A_Rolling_Sig_strike_percent_std,B_Rolling_Sig_strike_percent_std,A_Rolling_Sig_strike_percent_max,B_Rolling_Sig_strike_percent_max,A_Rolling_Sig_strike_percent_min,B_Rolling_Sig_strike_percent_min,A_Rolling_Sig_strike_percent_median,B_Rolling_Sig_strike_percent_median,A_Rolling_Total_Strikes_land_mean,B_Rolling_Total_Strikes_land_mean,A_Rolling_Total_Strikes_land_std,B_Rolling_Total_Strikes_land_std,A_Rolling_Total_Strikes_land_max,B_Rolling_Total_Strikes_land_max,A_Rolling_Total_Strikes_land_min,B_Rolling_Total_Strikes_land_min,A_Rolling_Total_Strikes_land_median,B_Rolling_Total_Strikes_land_median,A_Rolling_Total_Strikes_att_mean,B_Rolling_Total_Strikes_att_mean,A_Rolling_Total_Strikes_att_std,B_Rolling_Total_Strikes_att_std,A_Rolling_Total_Strikes_att_max,B_Rolling_Total_Strikes_att_max,A_Rolling_Total_Strikes_att_min,B_Rolling_Total_Strikes_att_min,A_Rolling_Total_Strikes_att_median,B_Rolling_Total_Strikes_att_median,A_Rolling_Total_Strikes_percent_mean,B_Rolling_Total_Strikes_percent_mean,A_Rolling_Total_Strikes_percent_std,B_Rolling_Total_Strikes_percent_std,A_Rolling_Total_Strikes_percent_max,B_Rolling_Total_Strikes_percent_max,A_Rolling_Total_Strikes_percent_min,B_Rolling_Total_Strikes_percent_min,A_Rolling_Total_Strikes_percent_median,B_Rolling_Total_Strikes_percent_median,A_Rolling_Takedowns_land_mean,B_Rolling_Takedowns_land_mean,A_Rolling_Takedowns_land_std,B_Rolling_Takedowns_land_std,A_Rolling_Takedowns_land_max,B_Rolling_Takedowns_land_max,A_Rolling_Takedowns_land_min,B_Rolling_Takedowns_land_min,A_Rolling_Takedowns_land_median,B_Rolling_Takedowns_land_median,A_Rolling_Takedowns_att_mean,B_Rolling_Takedowns_att_mean,A_Rolling_Takedowns_att_std,B_Rolling_Takedowns_att_std,A_Rolling_Takedowns_att_max,B_Rolling_Takedowns_att_max,A_Rolling_Takedowns_att_min,B_Rolling_Takedowns_att_min,A_Rolling_Takedowns_att_median,B_Rolling_Takedowns_att_median,A_Rolling_Takedown_percent_mean,B_Rolling_Takedown_percent_mean,A_Rolling_Takedown_percent_std,B_Rolling_Takedown_percent_std,A_Rolling_Takedown_percent_max,B_Rolling_Takedown_percent_max,A_Rolling_Takedown_percent_min,B_Rolling_Takedown_percent_min,A_Rolling_Takedown_percent_median,B_Rolling_Takedown_percent_median,A_Rolling_Sub_Attempts_land_mean,B_Rolling_Sub_Attempts_land_mean,A_Rolling_Sub_Attempts_land_std,B_Rolling_Sub_Attempts_land_std,A_Rolling_Sub_Attempts_land_max,B_Rolling_Sub_Attempts_land_max,A_Rolling_Sub_Attempts_land_min,B_Rolling_Sub_Attempts_land_min,A_Rolling_Sub_Attempts_land_median,B_Rolling_Sub_Attempts_land_median,A_Rolling_Sub_Attempts_att_mean,B_Rolling_Sub_Attempts_att_mean,A_Rolling_Sub_Attempts_att_std,B_Rolling_Sub_Attempts_att_std,A_Rolling_Sub_Attempts_att_max,B_Rolling_Sub_Attempts_att_max,A_Rolling_Sub_Attempts_att_min,B_Rolling_Sub_Attempts_att_min,A_Rolling_Sub_Attempts_att_median,B_Rolling_Sub_Attempts_att_median,A_Rolling_Rev_mean,B_Rolling_Rev_mean,A_Rolling_Rev_std,B_Rolling_Rev_std,A_Rolling_Rev_max,B_Rolling_Rev_max,A_Rolling_Rev_min,B_Rolling_Rev_min,A_Rolling_Rev_median,B_Rolling_Rev_median,A_Rolling_Ctrl_time_min_mean,B_Rolling_Ctrl_time_min_mean,A_Rolling_Ctrl_time_min_std,B_Rolling_Ctrl_time_min_std,A_Rolling_Ctrl_time_min_max,B_Rolling_Ctrl_time_min_max,A_Rolling_Ctrl_time_min_min,B_Rolling_Ctrl_time_min_min,A_Rolling_Ctrl_time_min_median,B_Rolling_Ctrl_time_min_median,A_Rolling_Ctrl_time_sec_mean,B_Rolling_Ctrl_time_sec_mean,A_Rolling_Ctrl_time_sec_std,B_Rolling_Ctrl_time_sec_std,A_Rolling_Ctrl_time_sec_max,B_Rolling_Ctrl_time_sec_max,A_Rolling_Ctrl_time_sec_min,B_Rolling_Ctrl_time_sec_min,A_Rolling_Ctrl_time_sec_median,B_Rolling_Ctrl_time_sec_median,A_Rolling_Ctrl_time_tot_mean,B_Rolling_Ctrl_time_tot_mean,A_Rolling_Ctrl_time_tot_std,B_Rolling_Ctrl_time_tot_std,A_Rolling_Ctrl_time_tot_max,B_Rolling_Ctrl_time_tot_max,A_Rolling_Ctrl_time_tot_min,B_Rolling_Ctrl_time_tot_min,A_Rolling_Ctrl_time_tot_median,B_Rolling_Ctrl_time_tot_median,A_Rolling_Head_Strikes_land_mean,B_Rolling_Head_Strikes_land_mean,A_Rolling_Head_Strikes_land_std,B_Rolling_Head_Strikes_land_std,A_Rolling_Head_Strikes_land_max,B_Rolling_Head_Strikes_land_max,A_Rolling_Head_Strikes_land_min,B_Rolling_Head_Strikes_land_min,A_Rolling_Head_Strikes_land_median,B_Rolling_Head_Strikes_land_median,A_Rolling_Head_Strikes_att_mean,B_Rolling_Head_Strikes_att_mean,A_Rolling_Head_Strikes_att_std,B_Rolling_Head_Strikes_att_std,A_Rolling_Head_Strikes_att_max,B_Rolling_Head_Strikes_att_max,A_Rolling_Head_Strikes_att_min,B_Rolling_Head_Strikes_att_min,A_Rolling_Head_Strikes_att_median,B_Rolling_Head_Strikes_att_median,A_Rolling_Head_Strikes_percent_mean,B_Rolling_Head_Strikes_percent_mean,A_Rolling_Head_Strikes_percent_std,B_Rolling_Head_Strikes_percent_std,A_Rolling_Head_Strikes_percent_max,B_Rolling_Head_Strikes_percent_max,A_Rolling_Head_Strikes_percent_min,B_Rolling_Head_Strikes_percent_min,A_Rolling_Head_Strikes_percent_median,B_Rolling_Head_Strikes_percent_median,A_Rolling_Body_Strikes_land_mean,B_Rolling_Body_Strikes_land_mean,A_Rolling_Body_Strikes_land_std,B_Rolling_Body_Strikes_land_std,A_Rolling_Body_Strikes_land_max,B_Rolling_Body_Strikes_land_max,A_Rolling_Body_Strikes_land_min,B_Rolling_Body_Strikes_land_min,A_Rolling_Body_Strikes_land_median,B_Rolling_Body_Strikes_land_median,A_Rolling_Body_Strikes_att_mean,B_Rolling_Body_Strikes_att_mean,A_Rolling_Body_Strikes_att_std,B_Rolling_Body_Strikes_att_std,A_Rolling_Body_Strikes_att_max,B_Rolling_Body_Strikes_att_max,A_Rolling_Body_Strikes_att_min,B_Rolling_Body_Strikes_att_min,A_Rolling_Body_Strikes_att_median,B_Rolling_Body_Strikes_att_median,A_Rolling_Body_Strikes_percent_mean,B_Rolling_Body_Strikes_percent_mean,A_Rolling_Body_Strikes_percent_std,B_Rolling_Body_Strikes_percent_std,A_Rolling_Body_Strikes_percent_max,B_Rolling_Body_Strikes_percent_max,A_Rolling_Body_Strikes_percent_min,B_Rolling_Body_Strikes_percent_min,A_Rolling_Body_Strikes_percent_median,B_Rolling_Body_Strikes_percent_median,A_Rolling_Leg_Strikes_land_mean,B_Rolling_Leg_Strikes_land_mean,A_Rolling_Leg_Strikes_land_std,B_Rolling_Leg_Strikes_land_std,A_Rolling_Leg_Strikes_land_max,B_Rolling_Leg_Strikes_land_max,A_Rolling_Leg_Strikes_land_min,B_Rolling_Leg_Strikes_land_min,A_Rolling_Leg_Strikes_land_median,B_Rolling_Leg_Strikes_land_median,A_Rolling_Leg_Strikes_att_mean,B_Rolling_Leg_Strikes_att_mean,A_Rolling_Leg_Strikes_att_std,B_Rolling_Leg_Strikes_att_std,A_Rolling_Leg_Strikes_att_max,B_Rolling_Leg_Strikes_att_max,A_Rolling_Leg_Strikes_att_min,B_Rolling_Leg_Strikes_att_min,A_Rolling_Leg_Strikes_att_median,B_Rolling_Leg_Strikes_att_median,A_Rolling_Leg_Strikes_percent_mean,B_Rolling_Leg_Strikes_percent_mean,A_Rolling_Leg_Strikes_percent_std,B_Rolling_Leg_Strikes_percent_std,A_Rolling_Leg_Strikes_percent_max,B_Rolling_Leg_Strikes_percent_max,A_Rolling_Leg_Strikes_percent_min,B_Rolling_Leg_Strikes_percent_min,A_Rolling_Leg_Strikes_percent_median,B_Rolling_Leg_Strikes_percent_median,A_Rolling_Distance_Strikes_land_mean,B_Rolling_Distance_Strikes_land_mean,A_Rolling_Distance_Strikes_land_std,B_Rolling_Distance_Strikes_land_std,A_Rolling_Distance_Strikes_land_max,B_Rolling_Distance_Strikes_land_max,A_Rolling_Distance_Strikes_land_min,B_Rolling_Distance_Strikes_land_min,A_Rolling_Distance_Strikes_land_median,B_Rolling_Distance_Strikes_land_median,A_Rolling_Distance_Strikes_att_mean,B_Rolling_Distance_Strikes_att_mean,A_Rolling_Distance_Strikes_att_std,B_Rolling_Distance_Strikes_att_std,A_Rolling_Distance_Strikes_att_max,B_Rolling_Distance_Strikes_att_max,A_Rolling_Distance_Strikes_att_min,B_Rolling_Distance_Strikes_att_min,A_Rolling_Distance_Strikes_att_median,B_Rolling_Distance_Strikes_att_median,A_Rolling_Distance_Strikes_percent_mean,B_Rolling_Distance_Strikes_percent_mean,A_Rolling_Distance_Strikes_percent_std,B_Rolling_Distance_Strikes_percent_std,A_Rolling_Distance_Strikes_percent_max,B_Rolling_Distance_Strikes_percent_max,A_Rolling_Distance_Strikes_percent_min,B_Rolling_Distance_Strikes_percent_min,A_Rolling_Distance_Strikes_percent_median,B_Rolling_Distance_Strikes_percent_median,A_Rolling_Clinch_Strikes_land_mean,B_Rolling_Clinch_Strikes_land_mean,A_Rolling_Clinch_Strikes_land_std,B_Rolling_Clinch_Strikes_land_std,A_Rolling_Clinch_Strikes_land_max,B_Rolling_Clinch_Strikes_land_max,A_Rolling_Clinch_Strikes_land_min,B_Rolling_Clinch_Strikes_land_min,A_Rolling_Clinch_Strikes_land_median,B_Rolling_Clinch_Strikes_land_median,A_Rolling_Clinch_Strikes_att_mean,B_Rolling_Clinch_Strikes_att_mean,A_Rolling_Clinch_Strikes_att_std,B_Rolling_Clinch_Strikes_att_std,A_Rolling_Clinch_Strikes_att_max,B_Rolling_Clinch_Strikes_att_max,A_Rolling_Clinch_Strikes_att_min,B_Rolling_Clinch_Strikes_att_min,A_Rolling_Clinch_Strikes_att_median,B_Rolling_Clinch_Strikes_att_median,A_Rolling_Clinch_Strikes_percent_mean,B_Rolling_Clinch_Strikes_percent_mean,A_Rolling_Clinch_Strikes_percent_std,B_Rolling_Clinch_Strikes_percent_std,A_Rolling_Clinch_Strikes_percent_max,B_Rolling_Clinch_Strikes_percent_max,A_Rolling_Clinch_Strikes_percent_min,B_Rolling_Clinch_Strikes_percent_min,A_Rolling_Clinch_Strikes_percent_median,B_Rolling_Clinch_Strikes_percent_median,A_Rolling_Ground_Strikes_land_mean,B_Rolling_Ground_Strikes_land_mean,A_Rolling_Ground_Strikes_land_std,B_Rolling_Ground_Strikes_land_std,A_Rolling_Ground_Strikes_land_max,B_Rolling_Ground_Strikes_land_max,A_Rolling_Ground_Strikes_land_min,B_Rolling_Ground_Strikes_land_min,A_Rolling_Ground_Strikes_land_median,B_Rolling_Ground_Strikes_land_median,A_Rolling_Ground_Strikes_att_mean,B_Rolling_Ground_Strikes_att_mean,A_Rolling_Ground_Strikes_att_std,B_Rolling_Ground_Strikes_att_std,A_Rolling_Ground_Strikes_att_max,B_Rolling_Ground_Strikes_att_max,A_Rolling_Ground_Strikes_att_min,B_Rolling_Ground_Strikes_att_min,A_Rolling_Ground_Strikes_att_median,B_Rolling_Ground_Strikes_att_median,A_Rolling_Ground_Strikes_percent_mean,B_Rolling_Ground_Strikes_percent_mean,A_Rolling_Ground_Strikes_percent_std,B_Rolling_Ground_Strikes_percent_std,A_Rolling_Ground_Strikes_percent_max,B_Rolling_Ground_Strikes_percent_max,A_Rolling_Ground_Strikes_percent_min,B_Rolling_Ground_Strikes_percent_min,A_Rolling_Ground_Strikes_percent_median,B_Rolling_Ground_Strikes_percent_median
0,Marina Rodriguez,Amanda Lemos,2022-11-05,0.1,0.3125,0.3038218101250999,0.5922891621605981,1.0,2.0,0.0,0.0,0.0,0.0,60.35,32.375,36.87856023664977,31.393188083794804,144.0,101.0,7.0,1.0,53.0,24.5,132.55,59.4375,76.07383390580631,55.998811911359965,282.0,192.0,19.0,7.0,131.0,40.5,0.45500000000000007,0.49874999999999997,0.10900482228805881,0.13401372101152492,0.76,0.66,0.28,0.14,0.42,0.515,79.6,43.1875,37.78807300641912,44.333368704004,148.0,138.0,8.0,1.0,75.0,25.0,154.65,71.4375,73.56300282489414,68.95998722962234,304.0,207.0,19.0,7.0,148.5,41.0,0.5259876671499036,0.5402377105036178,0.11461022301789153,0.15648257384092826,0.7763157894736842,0.7777777777777778,0.3816425120772946,0.1428571428571428,0.48544156800543814,0.5531400966183575,0.85,0.375,1.2919871397311848,0.6090712125322324,5.0,2.0,0.0,0.0,0.0,0.0,2.5,1.125,2.9612887007569473,1.791557260975724,9.0,7.0,0.0,0.0,1.0,0.5,0.3983796296296296,0.4553571428571428,0.36052992683627477,0.46355253465055324,1.0,1.0,0.0,0.0,0.325,0.3214285714285714,0.25,0.1875,0.4385290096535146,0.39655776945626603,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.15,0.125,0.36162028533978946,0.3360107525161235,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.1875,2.459935375427991,1.6932027297021959,8.0,6.0,0.0,0.0,1.0,0.5,28.555555555555557,16.625,19.779418515856243,15.370163807971306,58.0,53.0,1.0,0.0,30.5,12.0,161.88888888888889,87.875,153.5224093047336,111.87889477812244,534.0,413.0,2.0,0.0,96.5,53.0,34.3,19.625,17.788212749472972,21.34169023145739,72.0,74.0,4.0,0.0,32.5,9.0,96.3,42.6875,51.491697115116246,44.02597290603106,188.0,157.0,16.0,3.0,95.0,23.5,0.373233915614833,0.39658641146700135,0.11746635870979392,0.1884427169669661,0.6666666666666666,0.6666666666666666,0.2105263157894736,0.0,0.3465201465201465,0.41344656758669496,15.4,7.75,12.97492651033978,8.809818569403484,39.0,27.0,0.0,0.0,15.0,3.0,21.5,10.5625,18.831234282844676,10.918872386540123,58.0,32.0,0.0,0.0,18.5,5.0,0.770820156213435,0.5959954380097401,0.1580665722648187,0.3303019011402032,1.0,1.0,0.4,0.0,0.7196016771488469,0.7,10.65,5.0,10.842816362304891,4.048097920529289,37.0,15.0,0.0,0.0,7.5,4.5,14.75,6.1875,14.573861392830517,5.232883002335236,53.0,22.0,0.0,0.0,11.0,5.0,0.7191785456307487,0.8147160379303237,0.24032051703206903,0.20324518114538576,1.0,1.0,0.0,0.4,0.6981132075471698,0.8660714285714286,39.8,21.125,32.70160350494868,18.40012272048837,124.0,55.0,3.0,1.0,33.0,16.0,105.7,44.5,73.9619444766647,38.2099463490856,257.0,115.0,16.0,5.0,103.0,28.5,0.3581528374359117,0.4613426192851517,0.10135053528984578,0.1170259109397994,0.6190476190476191,0.6043956043956044,0.1875,0.1428571428571428,0.36328801812608286,0.4963768115942029,12.4,8.625,11.720680823841207,14.84055037671686,39.0,54.0,0.0,0.0,11.5,0.0,16.15,10.9375,14.0886388125235,19.76464340766759,47.0,75.0,1.0,0.0,16.0,0.0,0.7521137700222412,0.8041414141414142,0.24607114702279234,0.08980889202704093,1.0,0.92,0.0,0.6666666666666666,0.7445652173913043,0.8257575757575758,8.15,2.625,12.013987574319257,4.668010559183126,46.0,17.0,0.0,0.0,2.0,0.0,10.7,4.0,15.936090309701884,7.0847405306826,56.0,24.0,0.0,0.0,3.5,0.0,0.8112823541602611,0.7270408163265306,0.1633759428413171,0.19855872874870914,1.0,1.0,0.5,0.5,0.8482142857142857,0.7083333333333334
1,Neil Magny,Daniel Rodriguez,2022-11-05,0.19230769230769232,0.2777777777777778,0.522817666278851,0.7410845762842114,2.0,3.0,0.0,0.0,0.0,0.0,37.05769230769231,76.27777777777777,27.85427645717889,42.4867112744754,148.0,175.0,0.0,15.0,30.5,69.5,81.9423076923077,164.0,56.920456664154266,81.57590680727105,251.0,344.0,4.0,32.0,74.5,167.5,0.44653846153846166,0.4572222222222224,0.16930336551382905,0.06259215428292732,0.81,0.57,0.0,0.34,0.45,0.46,62.44230769230769,81.38888888888889,41.350696903784815,44.51919507536867,196.0,175.0,5.0,15.0,52.5,76.0,110.28846153846153,169.83333333333334,66.90098074613424,83.59921394025528,259.0,345.0,9.0,32.0,93.0,178.0,0.5713341196943217,0.4743033764432588,0.1507434147152074,0.06042804999748506,0.8235294117647058,0.5982532751091703,0.2461538461538461,0.3741935483870968,0.5618686868686869,0.47086148648648646,1.7307692307692308,0.6666666666666666,1.7079526677166934,1.1710800875382394,6.0,4.0,0.0,0.0,1.0,0.0,4.173076923076923,1.9444444444444444,3.5511308405144106,2.4253947477760565,14.0,7.0,0.0,0.0,3.0,1.0,0.45302235643144734,0.40619047619047616,0.3227462350830494,0.40195280569010605,1.0,1.0,0.0,0.0,0.4722222222222222,0.38095238095238093,0.25,0.05555555555555555,0.5530146858072095,0.2323106841457232,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.09615384615384616,0.05555555555555555,0.29622973141038933,0.23231068414572323,1.0,1.0,0.0,0.0,0.0,0.0,3.1153846153846154,0.3333333333333333,3.119956722091219,0.8280786712108249,15.0,3.0,0.0,0.0,2.0,0.0,24.057692307692307,20.6875,17.60120633723057,18.50795382636097,58.0,53.0,0.0,0.0,21.0,13.0,210.98076923076923,43.1875,184.6319340821021,62.25568376694872,921.0,214.0,0.0,0.0,168.0,13.0,24.615384615384617,47.666666666666664,23.02902672053891,32.60850020645362,133.0,139.0,0.0,10.0,15.5,38.0,65.34615384615384,126.72222222222223,49.496840976135836,69.1621742660419,219.0,302.0,3.0,26.0,53.0,120.5,0.3612007838559279,0.3675348777834905,0.19514621382857536,0.07938706807565787,0.7857142857142857,0.5,0.0,0.2427184466019417,0.3465048209366391,0.3637184523003295,6.75,13.88888888888889,5.91813077285896,11.773524239405678,22.0,51.0,0.0,2.0,5.0,12.0,9.557692307692308,20.333333333333332,7.8565128793156624,14.544512956536467,28.0,58.0,0.0,2.0,7.0,21.0,0.7173597590213665,0.6954933802668944,0.23533704716200676,0.16346185948229128,1.0,1.0,0.0,0.3043478260869565,0.7368421052631579,0.7267080745341614,5.6923076923076925,14.722222222222221,5.606994458340632,10.51695532016511,22.0,38.0,0.0,2.0,4.0,12.5,7.038461538461538,16.944444444444443,6.443063669933508,12.432548168748594,23.0,42.0,0.0,2.0,5.0,13.5,0.7951793690451534,0.9015354156221032,0.2500778483444964,0.12177191585466746,1.0,1.0,0.0,0.6,0.8625,0.948148148148148,23.26923076923077,72.88888888888889,18.629880357130205,42.55133221199864,74.0,169.0,0.0,11.0,21.5,69.0,63.07692307692308,157.66666666666666,52.02943384813188,84.43763548154512,245.0,337.0,0.0,24.0,55.0,165.5,0.3807692348881205,0.46294942457930666,0.15740350189157154,0.06569305341523082,1.0,0.5594059405940595,0.0,0.3424657534246575,0.3541666666666667,0.4600375234521576,5.884615384615385,0.6666666666666666,6.7454518187430805,1.1212238211627759,27.0,4.0,0.0,0.0,3.0,0.0,8.211538461538462,1.2777777777777777,8.347632740330544,1.5420044674960507,36.0,5.0,0.0,0.0,5.5,0.5,0.6440057420274508,0.47777777777777775,0.2946475981321365,0.39638892896565103,1.0,1.0,0.0,0.0,0.6666666666666666,0.5,7.903846153846154,2.7222222222222223,15.491005364384922,4.814330459968217,100.0,17.0,0.0,0.0,2.5,0.0,10.653846153846153,5.055555555555555,18.1769988181315,10.634027444131394,112.0,44.0,0.0,0.0,4.0,0.0,0.6779593528552725,0.5805871212121212,0.23856233170299176,0.32287494546675843,1.0,1.0,0.0,0.0,0.7136363636363636,0.625
2,Chase Sherman,Josh Parisian,2022-11-05,0.23076923076923078,0.25,0.425435629811517,0.4423258684646914,1.0,1.0,0.0,0.0,0.0,0.0,65.3076923076923,47.666666666666664,45.81357725867739,39.82425158735257,149.0,126.0,0.0,4.0,68.5,35.5,138.07692307692307,86.0,92.15244108644134,77.3832922086123,278.0,228.0,0.0,5.0,151.5,58.5,0.4503846153846152,0.5908333333333333,0.13080387261853538,0.09338637209332862,0.69,0.8,0.0,0.44,0.455,0.595,70.88461538461539,83.83333333333333,49.482281973055116,70.7129326260742,159.0,245.0,0.0,4.0,76.5,78.0,144.1153846153846,128.58333333333334,94.56041825123857,103.05714610020424,294.0,309.0,0.0,5.0,173.5,114.5,0.48916576833332903,0.6632778170358323,0.11055819968844606,0.09947617504262161,0.7712418300653595,0.8,0.2962962962962963,0.5189873417721519,0.4823008849557522,0.6651583710407241,0.2692307692307692,1.0,0.6602252917735245,1.8177865182927715,3.0,6.0,0.0,0.0,0.0,0.0,0.8076923076923077,2.25,1.8580873735599204,2.8322674892097996,8.0,8.0,0.0,0.0,0.0,1.0,0.5178571428571429,0.35714285714285715,0.46216761147759056,0.33847305272525063,1.0,0.75,0.0,0.0,0.5,0.3214285714285714,0.07692307692307693,0.25,0.26906911759852487,0.4423258684646914,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4230769230769231,2.25,0.8006407690254358,3.2066506974804994,3.0,11.0,0.0,0.0,0.0,0.5,8.461538461538462,28.6,16.775871490131102,11.90488621488982,58.0,52.0,0.0,9.0,0.0,27.5,33.84615384615385,190.6,52.47347961921732,198.52148233218594,180.0,692.0,0.0,21.0,0.5,146.0,43.30769230769231,31.083333333333332,33.20142830706172,26.976506149944086,116.0,90.0,0.0,3.0,35.5,22.0,110.15384615384616,67.08333333333333,75.40202957048581,62.422763870845735,243.0,190.0,0.0,3.0,110.5,44.0,0.4016290313988741,0.533523132263925,0.12302410469081075,0.166576589078647,0.6732673267326733,1.0,0.1428571428571428,0.3636363636363636,0.3777777777777777,0.4877551020408163,11.346153846153847,11.416666666666666,9.401469671060331,10.594981037661455,32.0,35.0,0.0,1.0,10.0,8.0,15.26923076923077,13.5,12.972240927873619,12.652547432107857,39.0,44.0,0.0,2.0,14.5,8.5,0.7858917221334775,0.7855144583085759,0.17450263765908355,0.20441908612631057,1.0,1.0,0.4615384615384615,0.3333333333333333,0.8,0.8431372549019608,10.653846153846153,5.166666666666667,10.634543447125901,5.434724637371977,33.0,20.0,0.0,0.0,10.0,3.5,12.653846153846153,5.416666666666667,12.194316605126478,5.444715560636008,34.0,20.0,0.0,0.0,14.0,3.5,0.8226020186949233,0.8876262626262627,0.2180743185658275,0.29098588636164974,1.0,1.0,0.0,0.0,0.8575050709939147,1.0,57.84615384615385,32.0,43.25908478330989,32.6669624358098,141.0,105.0,0.0,4.0,55.5,19.5,127.96153846153847,65.33333333333333,89.318764148186,66.94622544587017,270.0,198.0,0.0,5.0,142.0,33.0,0.45015105397374516,0.5230862024175761,0.09441182390534181,0.10997966238527691,0.6463414634146342,0.8,0.3018867924528302,0.3571428571428571,0.4420454545454545,0.51,4.846153846153846,10.833333333333334,6.690305000183108,10.752822346053946,30.0,30.0,0.0,0.0,2.5,4.5,6.576923076923077,14.166666666666666,8.44438821393784,14.318327163241632,38.0,40.0,0.0,0.0,4.0,5.5,0.6983781270871869,0.7713804713804714,0.2710851509769653,0.17648220533608988,1.0,1.0,0.0,0.5,0.75,0.75,2.6153846153846154,4.833333333333333,5.292072673584872,6.900955615405529,18.0,18.0,0.0,0.0,0.0,0.5,3.5384615384615383,6.5,7.119323437952367,9.074570297648066,26.0,25.0,0.0,0.0,0.0,0.5,0.7652197802197801,0.727472678680109,0.3083874295080346,0.21531586247137038,1.0,1.0,0.0,0.3333333333333333,0.8865384615384616,0.7284210526315789
