,Unnamed: 0,Fighter_Name,SigStrike_Standing,SigStrike_Standing_Percent,SigStrike_Clinch,SigStrike_Clinch_Percent,SigStrike_Ground,SigStrike_Ground_Percent,Fighting_Style,Height,Weight,Octagon_Debut,Reach,Leg_Reach,Trains_At
229,0,Brad Morris,5.0,100%,0.0,0.0,0.0,0.0,,73.0,205.0,,,,
230,0,Brad Pickett,460.0,74,68.0,11.0,95.0,15.0,,66.0,139.0,"Nov. 05, 2011",68.0,37.0,
231,0,Brad Riddell,283.0,82,16.0,5.0,47.0,14.0,Striker,67.0,155.5,"Oct. 05, 2049",71.0,38.0,
232,0,Brad Tavares,751.0,82,130.0,1.0,38.0,4.0,MMA,73.0,185.5,"Jun. 19, 2010",74.0,43.0,
233,0,Brady Hiestand,52.0,79%,8.0,12.0,6.0,9.0,MMA,68.0,144.8,"Aug. 28, 2021",71.0,39.0,
234,0,Brandon Davis,431.0,87,37.0,7.0,27.0,5.0,,70.0,136.0,"Aug. 01, 2017",72.0,39.0,
235,0,Brandon Jenkins,50.0,85%,7.0,12.0,2.0,3.0,Striker,72.0,155.5,"Sep. 18, 2021",71.0,40.0,
236,0,Brandon Melendez,5.0,83%,0.0,0.0,1.0,17.0,,70.0,157.0,,,,
237,0,Brandon Moreno,591.0,85,34.0,5.0,67.0,10.0,Jiu-Jitsu,67.0,124.5,"Oct. 02, 2016",70.0,38.0,
238,0,Brandon Royval,119.0,83,7.0,5.0,17.0,12.0,Brawler,69.0,125.5,"May. 30, 2020",68.0,38.5,
239,0,Brandon Thatch,79.0,66%,31.0,26.0,9.0,8.0,,74.0,170.0,"Aug. 29, 2013",74.0,43.0,
240,0,Brandon Vera,295.0,57,176.0,3.0,48.0,9.0,,74.0,241.0,,,,
241,0,Brandon Wolff,1.0,50%,1.0,50.0,0.0,0.0,,69.0,170.0,,,,
242,0,Brendan Allen,269.0,74,29.0,8.0,65.0,18.0,MMA,74.0,186.0,"Oct. 18, 2019",75.0,42.0,
243,0,Brendan Loughnane,169.0,90,17.0,9.0,1.0,1.0,,69.0,146.0,,,,
244,0,Brendan Schaub,116.0,51,60.0,26.0,51.0,22.0,,76.0,244.0,"Dec. 05, 2009",78.0,,
245,0,Brett Johns,136.0,54,32.0,13.0,85.0,34.0,,67.0,136.0,"Nov. 19, 2016",71.0,39.0,
246,0,Brian Bowles,120.0,67,32.0,18.0,26.0,15.0,,67.0,135.0,,,,
247,0,Brian Camozzi,64.0,98%,0.0,0.0,1.0,2.0,,74.0,171.0,"Dec. 10, 2016",78.0,41.5,
248,0,Brian Cobb,0.0,0 %,0.0,0.0,0.0,0.0,,71.0,155.0,,,,
249,0,Brian Ebersole,155.0,58,43.0,16.0,68.0,26.0,,72.0,170.5,"Feb. 26, 2011",73.0,,
250,0,Brian Foster,33.0,41%,5.0,6.0,43.0,53.0,,70.0,170.0,"Sep. 19, 2009",73.0,,
251,0,Brian Gassaway,2.0,50%,2.0,50.0,0.0,0.0,,73.0,170.0,,,,
252,0,Brian Geraghty,0.0,0%,1.0,100.0,0.0,0.0,,67.0,155.0,,,,
253,0,Brian Houston,24.0,80%,6.0,20.0,0.0,0.0,,74.0,185.0,"Nov. 06, 2013",78.0,,
254,0,Brian Johnston,,,,,,,,0.0,0.0,,,,
255,0,Brian Kelleher,326.0,77,29.0,7.0,68.0,16.0,Freestyle,66.0,135.5,"Jun. 03, 2017",66.0,38.0,
256,0,Brian Melancon,20.0,65%,1.0,3.0,10.0,32.0,,68.0,170.0,"Jul. 06, 2013",72.0,,
257,0,Brian Ortega,529.0,89,46.0,8.0,21.0,4.0,Striker,68.0,146.0,"Jul. 26, 2014",69.0,39.0,
258,0,Brian Stann,225.0,53,112.0,2.0,89.0,21.0,,73.0,206.0,,,,
259,0,Brianna Fortino,,,,,,,,,,,,,
260,0,Bristol Marunde,29.0,73%,11.0,28.0,0.0,0.0,,73.0,171.0,"Mar. 04, 2012",71.0,,
261,0,Brock Jardine,19.0,100,0.0,0.0,0.0,0.0,,71.0,170.0,,,,
262,0,Brock Larson,24.0,26%,26.0,28.0,44.0,47.0,,71.0,171.0,,,,
263,0,Brock Lesnar,31.0,14%,28.0,13.0,158.0,7.0,,75.0,265.5,"Feb. 02, 2008",81.0,44.0,
264,0,Brodie Farber,20.0,71%,7.0,25.0,1.0,4.0,,0.0,174.0,,,,
265,0,Brogan Walker,28.0,93%,1.0,3.0,1.0,3.0,,64.0,125.5,"Aug. 06, 2022",67.0,37.0,
266,0,Brok Weaver,87.0,49%,86.0,49.0,3.0,2.0,,72.0,164.0,"Aug. 13, 2019",73.0,41.0,
267,0,Bruno Korea,19.0,63%,2.0,7.0,9.0,30.0,,66.0,125.5,"Nov. 07, 2015",65.5,36.0,
268,0,Bruno Santos,25.0,47%,25.0,47.0,3.0,6.0,,69.0,185.0,"Dec. 07, 2013",69.0,,
269,0,Bruno Silva,114.0,74,18.0,12.0,23.0,15.0,,64.0,125.5,"Sep. 07, 2019",65.0,35.0,
270,0,Bruno Souza,105.0,94,7.0,6.0,0.0,0.0,,70.0,144.0,"Nov. 06, 2021",70.0,39.0,
271,0,Bryan Barberena,844.0,75,199.0,1.0,87.0,8.0,Striker,72.0,170.5,"Dec. 13, 2014",72.5,39.0,
272,0,Bryan Battle,141.0,85,22.0,13.0,2.0,1.0,,73.0,190.0,"Aug. 28, 2021",77.0,42.5,
273,0,Bryan Caraway,304.0,86,38.0,11.0,12.0,3.0,,68.0,135.8,"Jul. 21, 2012",68.0,39.5,
274,0,Bryce Mitchell,68.0,38%,8.0,4.0,105.0,5.0,,70.0,145.5,"Jul. 06, 2018",70.0,40.0,
275,0,Bubba Bush,5.0,50%,1.0,10.0,4.0,40.0,,72.0,185.0,"Jul. 05, 2014",73.0,,
276,0,Buddy Roberts,42.0,84%,7.0,14.0,1.0,2.0,,74.0,184.0,,,,
277,0,Byron Bloodworth,19.0,76%,6.0,24.0,0.0,0.0,,68.0,136.0,,,,
278,0,C.J. Keith,3.0,38%,2.0,25.0,3.0,38.0,,72.0,156.0,,,,
279,0,Cain Carrizosa,42.0,95%,2.0,5.0,0.0,0.0,,68.0,155.0,"Aug. 30, 2014",74.0,,
280,0,Cain Velasquez,265.0,36,197.0,2.0,283.0,3.0,,73.5,248.0,"Apr. 19, 2008",77.0,41.0,
281,0,Caio Borralho,68.0,55%,29.0,23.0,27.0,22.0,MMA,70.0,185.5,"Apr. 16, 2022",75.0,42.0,
282,0,Caio Magalhaes,77.0,60%,28.0,22.0,24.0,19.0,,73.0,185.5,"Jun. 09, 2012",73.0,42.0,
283,0,Cal Worsham,,,,,,,,0.0,0.0,,,,
284,0,Cale Yarbrough,6.0,100%,0.0,0.0,0.0,0.0,,73.0,186.0,,,,
285,0,Callan Potter,17.0,85%,0.0,0.0,3.0,15.0,,72.0,170.5,"Feb. 09, 2019",72.0,41.0,
286,0,Calvin Kattar,826.0,93,12.0,1.0,53.0,6.0,Freestyle,71.0,146.0,"Jul. 29, 2017",72.0,40.0,
287,0,Cameron Dollar,24.0,100,0.0,0.0,0.0,0.0,,71.0,154.0,,,,
288,0,Cameron Else,15.0,88%,0.0,0.0,2.0,12.0,,69.0,135.0,"Oct. 03, 2020",71.0,38.0,
289,0,Cameron VanCamp,34.0,100,0.0,0.0,0.0,0.0,,74.0,155.5,"May. 07, 2022",74.0,41.5,
290,0,Caol Uno,116.0,44,58.0,22.0,92.0,35.0,,67.0,156.0,,,,
291,0,Carla Esparza,241.0,54,63.0,14.0,143.0,3.0,,61.0,115.0,"Dec. 12, 2014",63.0,35.0,
292,0,Carlo Pedersoli,81.0,94%,3.0,3.0,2.0,2.0,,71.5,170.0,"May. 27, 2018",75.0,40.0,
293,0,Carlo Prater,30.0,42%,39.0,55.0,2.0,3.0,,71.0,156.0,,,,
294,0,Carlos Candelario,74.0,53%,14.0,10.0,52.0,37.0,,68.0,126.0,"May. 14, 2022",68.0,38.0,
295,0,Carlos Condit,839.0,75,107.0,1.0,167.0,1.0,Grappler,74.0,171.0,"Apr. 01, 2009",75.5,44.0,
296,0,Carlos Felipe,319.0,87,40.0,11.0,7.0,2.0,,72.0,259.0,"May. 09, 2020",75.0,41.0,
297,0,Carlos Hernandez,124.0,77,33.0,20.0,4.0,2.0,Freestyle,68.0,130.0,"Feb. 26, 2022",67.0,36.0,
298,0,Carlos Huachin,49.0,94%,1.0,2.0,2.0,4.0,,64.0,136.0,"May. 11, 2019",67.0,37.0,
299,0,Carlos Newton,24.0,28%,15.0,17.0,48.0,55.0,,69.0,175.0,,,,
300,0,Carlos Ulberg,220.0,93,14.0,6.0,3.0,1.0,Kickboxer,76.0,204.5,"Mar. 06, 2021",77.0,43.5,
