,Unnamed: 0,Fighter_A,Fighter_B,A_Kd,B_Kd,A_Sig_strike_land,A_Sig_strike_att,B_Sig_strike_land,B_Sig_strike_att,A_Sig_strike_percent,B_Sig_strike_percent,A_Total_Strikes,B_Total_Strikes,A_Total_Strikes_land,A_Total_Strikes_att,B_Total_Strikes_land,B_Total_Strikes_att,A_Total_Strikes_percent,B_Total_Strikes_percent,A_Takedowns_land,A_Takedowns_att,B_Takedowns_land,B_Takedowns_att,A_Takedown_percent,B_Takedown_percent,A_Sub_Attempts_land,A_Sub_Attempts_att,B_Sub_Attempts_land,B_Sub_Attempts_att,A_Rev,B_Rev,A_Ctrl_time_min,A_Ctrl_time_sec,B_Ctrl_time_min,B_Ctrl_time_sec,A_Ctrl_time_tot,B_Ctrl_time_tot,details,event_title,event_url,date,Winner
0,0,Holly Holm,Irene Aldana,0,0,154,301,69,185,0.51,0.37,187 of 342,92 of 210,187,342,92,210,0.5467836257309941,0.4380952380952381,5,14,0,0,0.3571428571428571,,0,,0,,0,0,5,16.0,0,3.0,316.0,3.0,Mike Bell                                     44 - 50.          Dave Tirelli                                     45 - 50.          Clemens Werner                                     45 - 50.,UFC Fight Night: Holm vs. Aldana,http://www.ufcstats.com/event-details/805ad1801eb26abb,"October 03, 2020",Holly Holm
1,0,Joshua Burkman,Josh Neer,1,0,35,88,19,39,0.39,0.48,60 of 113,42 of 64,60,113,42,64,0.5309734513274337,0.65625,4,7,1,3,0.5714285714285714,0.3333333333333333,0,,1,,0,1,6,45.0,3,10.0,405.0,190.0,Abe Belardo                                     28 - 29.          Chris Lee                                     27 - 30.          Tony Weeks                                     28 - 29.,UFC 61: Bitter Rivals,http://www.ufcstats.com/event-details/f70144caea5c4c80,"July 08, 2006",Joshua Burkman
2,0,Paddy Pimblett,Kazula Vargas,0,0,3,6,7,9,0.5,0.77,5 of 8,16 of 21,5,8,16,21,0.625,0.7619047619047619,1,2,0,0,0.5,,1,,0,,0,0,0,53.0,2,43.0,53.0,163.0,Rear Naked Choke,UFC Fight Night: Volkov vs. Aspinall,http://www.ufcstats.com/event-details/1d00756835ca67c9,"March 19, 2022",Paddy Pimblett
3,0,Greg Hardy,Ben Sosoli,0,0,54,105,26,97,0.51,0.26,54 of 105,26 of 97,54,105,26,97,0.5142857142857142,0.268041237113402,0,0,0,0,,,0,,0,,0,0,0,0.0,0,0.0,0.0,0.0,Illegal Inhaler Use by Hardy                Lars Borssen                                     28 - 29.          Sal D'amato                                     28 - 29.          Macel Varella                                     28 - 29.,UFC Fight Night: Reyes vs. Weidman,http://www.ufcstats.com/event-details/3ae10ac4df3df05c,"October 18, 2019",Ben Sosoli
4,0,Jared Rosholt,Josh Copeland,0,0,22,45,9,36,0.48,0.25,51 of 79,19 of 46,51,79,19,46,0.6455696202531646,0.4130434782608695,2,6,0,0,0.3333333333333333,,0,,0,,0,0,5,19.0,0,0.0,319.0,0.0,Punches to Head From Side Control,UFC 185: Pettis vs Dos Anjos,http://www.ufcstats.com/event-details/f54200f1dfb9b5d4,"March 14, 2015",Jared Rosholt
5,0,Alistair Overeem,Stefan Struve,0,0,17,25,2,5,0.68,0.4,24 of 32,4 of 7,24,32,4,7,0.75,0.5714285714285714,1,2,0,0,0.5,,0,,0,,0,0,2,40.0,0,0.0,160.0,0.0,Punch to Head On Ground,UFC on FOX: Dos Santos vs Miocic,http://www.ufcstats.com/event-details/d4a12dfa4067742f,"December 13, 2014",Alistair Overeem
6,0,Tony Ferguson,Katsunori Kikuno,1,0,38,67,22,44,0.56,0.5,40 of 69,23 of 46,40,69,23,46,0.5797101449275363,0.5,1,2,0,0,0.5,,1,,0,,0,1,0,37.0,0,23.0,37.0,23.0,Punch to Head At Distance,UFC 173: Barao vs Dillashaw,http://www.ufcstats.com/event-details/9ca265dfe8323db3,"May 24, 2014",Tony Ferguson
7,0,Rich Franklin,David Loiseau,2,1,127,244,21,72,0.52,0.29,211 of 339,26 of 78,211,339,26,78,0.6224188790560472,0.3333333333333333,5,6,1,1,0.8333333333333334,1.0,0,,0,,1,0,8,37.0,0,15.0,517.0,15.0,Nelson Hamilton                                     43 - 50.          Jeff Mullen                                     42 - 50.          Dalby Shirley                                     42 - 50.,UFC 58: USA vs Canada,http://www.ufcstats.com/event-details/0e9869d712e81f8f,"March 04, 2006",Rich Franklin
8,0,Carlos Condit,Rory MacDonald,0,0,72,170,29,70,0.42,0.41,149 of 261,40 of 82,149,261,40,82,0.5708812260536399,0.4878048780487805,0,2,3,8,0.0,0.375,1,,0,,1,1,4,7.0,3,48.0,247.0,228.0,Punches to Head From Half Guard,UFC 115: Liddell vs Franklin,http://www.ufcstats.com/event-details/cfb65863d5099327,"June 12, 2010",Carlos Condit
9,0,Caio Borralho,Jesse Murray,1,0,13,23,4,14,0.56,0.28,13 of 23,4 of 14,13,23,4,14,0.5652173913043478,0.2857142857142857,0,0,0,0,,,0,,0,,0,0,0,5.0,0,0.0,5.0,0.0,Punch to Head At Distance,DWCS 5.8,http://www.ufcstats.com/event-details/b4eeac608fc82f88,"October 19, 2021",Caio Borralho
10,0,Nordine Taleb,Kyle Prepolec,0,0,90,201,52,153,0.44,0.33,90 of 201,53 of 154,90,201,53,154,0.4477611940298507,0.3441558441558441,0,0,0,2,,0.0,0,,0,,0,0,0,3.0,0,0.0,3.0,0.0,Salleem Haniff                                     27 - 30.          Jason Rodgers                                     27 - 30.          Eric Colon                                     27 - 30.,UFC Fight Night: Iaquinta vs. Cowboy,http://www.ufcstats.com/event-details/351264d11286d09a,"May 04, 2019",Nordine Taleb
11,0,Matt Brown,Jordan Mein,0,1,40,84,24,58,0.47,0.41,41 of 85,25 of 59,41,85,25,59,0.4823529411764706,0.423728813559322,0,1,0,0,0.0,,1,,0,,0,0,0,35.0,1,27.0,35.0,87.0,Elbows to Body On Ground,UFC on FOX: Henderson vs Melendez,http://www.ufcstats.com/event-details/aa79d5399571068e,"April 20, 2013",Matt Brown
12,0,Beneil Dariush,Rashid Magomedov,0,0,60,120,41,78,0.5,0.52,73 of 134,79 of 129,73,134,79,129,0.5447761194029851,0.6124031007751938,0,5,1,2,0.0,0.5,0,,0,,0,0,4,10.0,2,43.0,250.0,163.0,Derek Cleary                                     27 - 30.          Sal D'amato                                     27 - 30.          Chris Lee                                     28 - 29.,UFC Fight Night: Dos Anjos vs. Ferguson,http://www.ufcstats.com/event-details/6083f497c22cc075,"November 05, 2016",Beneil Dariush
13,0,Rameau Thierry,Sokoudjou Kazuhiro,1,0,26,46,6,23,0.56,0.26,29 of 49,6 of 23,29,49,6,23,0.5918367346938775,0.2608695652173913,0,0,0,0,,,0,,0,,0,0,0,3.0,0,0.0,3.0,0.0,to          Leg Injury,UFC 84: Ill Will,http://www.ufcstats.com/event-details/2549d63da9c456cb,"May 24, 2008",Rameau Thierry Sokoudjou
14,0,Jake Shields,Renato Verissimo,0,0,29,56,5,8,0.51,0.62,61 of 97,13 of 18,61,97,13,18,0.6288659793814433,0.7222222222222222,1,2,1,1,0.5,1.0,0,,0,,0,0,0,,0,,,,Punches to Head From Mount,EliteXC - Uprising,http://www.ufcstats.com/event-details/d56caaa5e123f518,"September 15, 2007",Jake Shields
15,0,Andy Ogle,Cole Miller,0,0,27,51,21,40,0.52,0.52,112 of 138,55 of 75,112,138,55,75,0.8115942028985508,0.7333333333333333,2,6,0,0,0.3333333333333333,,0,,1,,0,2,7,44.0,4,27.0,464.0,267.0,Howard Hughes                                     28 - 29.          Andy Roberts                                     28 - 29.          Chris Watts                                     28 - 29.,UFC Fight Night: Machida vs Munoz,http://www.ufcstats.com/event-details/60884f31ead1609c,"October 26, 2013",Cole Miller
16,0,Urijah Faber,Michael McDonald,1,0,29,46,9,27,0.63,0.33,59 of 79,11 of 29,59,79,11,29,0.7468354430379747,0.3793103448275862,1,2,0,0,0.5,,1,,0,,0,0,2,55.0,0,3.0,175.0,3.0,Guillotine Choke On Ground,UFC on FOX: Johnson vs. Benavidez 2,http://www.ufcstats.com/event-details/480b702debcb5433,"December 14, 2013",Urijah Faber
17,0,Edson Barboza,Rafaello Oliveira,1,0,49,89,19,42,0.55,0.45,49 of 89,19 of 42,49,89,19,42,0.550561797752809,0.4523809523809524,0,0,0,5,,0.0,0,,0,,0,0,0,13.0,0,2.0,13.0,2.0,Kicks to Leg At Distance,UFC 162: Silva vs Weidman,http://www.ufcstats.com/event-details/e0b74df14f52cd15,"July 06, 2013",Edson Barboza
18,0,Amir Sadollah,CB Dollaway,0,0,2,5,6,16,0.4,0.37,5 of 8,11 of 22,5,8,11,22,0.625,0.5,0,0,1,1,,1.0,2,,0,,0,0,0,0.0,2,13.0,0.0,133.0,Armbar From Whizzer,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,http://www.ufcstats.com/event-details/2299605af59fd309,"June 21, 2008",Amir Sadollah
19,0,Zhang Lipeng,Brendan O'Reilly,0,0,19,40,15,50,0.47,0.3,130 of 179,74 of 121,130,179,74,121,0.7262569832402235,0.6115702479338843,2,4,0,3,0.5,0.0,1,,0,,0,1,8,3.0,3,16.0,483.0,196.0,28 - 29.                                                27 - 30.                                                27 - 30.,UFC Fight Night: Bisping vs Le,http://www.ufcstats.com/event-details/770b9d4813c25902,"August 23, 2014",Zhang Lipeng
20,0,Li Jingliang,Dhiego Lima,1,0,13,39,6,16,0.33,0.37,13 of 39,6 of 16,13,39,6,16,0.3333333333333333,0.375,0,0,0,0,,,0,,0,,0,0,0,12.0,0,0.0,12.0,0.0,Punches to Head At Distance,UFC Fight Night: Edgar vs Faber,http://www.ufcstats.com/event-details/b1605ea39fba6af6,"May 16, 2015",Li Jingliang
21,0,Jorge Rivera,Eric Schafer,0,0,6,17,6,9,0.35,0.66,34 of 48,47 of 57,34,48,47,57,0.7083333333333334,0.8245614035087719,0,0,2,5,,0.4,0,,0,,1,0,0,58.0,4,38.0,58.0,278.0,Punches to Head On Ground,UFC on FX: Guillard vs Miller,http://www.ufcstats.com/event-details/4d74641fac830182,"January 20, 2012",Jorge Rivera
22,0,Joe Lauzon,Marcin Held,0,0,20,62,23,78,0.32,0.29,44 of 86,32 of 90,44,86,32,90,0.5116279069767442,0.3555555555555555,1,2,5,5,0.5,1.0,1,,0,,0,0,1,37.0,8,11.0,97.0,491.0,Derek Cleary                                     30 - 27.          Jeff Mullen                                     28 - 29.          Marcos Rosales                                     28 - 29.,UFC Fight Night: Rodriguez vs. Penn,http://www.ufcstats.com/event-details/46effbd1135423c5,"January 15, 2017",Joe Lauzon
23,0,Todd Brown,Tim Boetsch,0,0,28,72,60,112,0.38,0.53,42 of 87,110 of 163,42,87,110,163,0.4827586206896552,0.6748466257668712,0,0,3,6,,0.5,0,,1,,0,0,2,11.0,3,44.0,131.0,224.0,Nelson Hamilton                                     28 - 29.          Dan Stell                                     28 - 29.          Jon Schorle                                     28 - 29.,UFC 117: Silva vs Sonnen,http://www.ufcstats.com/event-details/2f3f12002564bb55,"August 07, 2010",Tim Boetsch
24,0,Ramsey Nijem,CJ Keith,0,0,5,15,5,7,0.33,0.71,19 of 34,16 of 19,19,34,16,19,0.5588235294117647,0.8421052631578947,1,3,0,0,0.3333333333333333,,0,,0,,0,0,1,4.0,0,24.0,64.0,24.0,Punch to Head From Mount,UFC on FX: Maynard vs Guida,http://www.ufcstats.com/event-details/505934897b8b4824,"June 22, 2012",Ramsey Nijem
25,0,Chad Laprise,Thibault Gouti,2,0,17,35,4,16,0.48,0.25,22 of 40,4 of 16,22,40,4,16,0.55,0.25,0,0,0,0,,,0,,0,,0,0,0,30.0,0,0.0,30.0,0.0,Punch to Head At Distance,UFC on FOX: Maia vs. Condit,http://www.ufcstats.com/event-details/cfbccfed4e4796fe,"August 27, 2016",Chad Laprise
26,0,Rameau Thierry,Sokoudjou Jan,0,0,18,23,1,5,0.78,0.2,21 of 27,5 of 9,21,27,5,9,0.7777777777777778,0.5555555555555556,1,3,0,0,0.3333333333333333,,0,,0,,0,0,0,,0,,,,Punches to Head On Ground,DREAM 9: Featherweight Grand Prix 2009 2nd Round,http://www.ufcstats.com/event-details/60029bcf496bd707,"May 26, 2009",Rameau Thierry Sokoudjou
27,0,Royce Gracie,Patrick Smith,0,0,4,4,1,2,1.0,0.5,11 of 11,2 of 3,11,11,2,3,1.0,0.6666666666666666,1,2,0,0,0.5,,0,,0,,0,0,0,,0,,,,Punches to Head From Mount      Submission to Strikes,UFC 2: No Way Out,http://www.ufcstats.com/event-details/a6a9ab5a824e8f66,"March 11, 1994",Royce Gracie
28,0,Peter Sobotta,Steve Kennedy,0,0,6,13,3,12,0.46,0.25,7 of 14,3 of 12,7,14,3,12,0.5,0.25,2,2,0,1,1.0,0.0,1,,0,,0,0,1,21.0,0,29.0,81.0,29.0,Rear Naked Choke,UFC Fight Night: Jedrzejczyk vs Penne,http://www.ufcstats.com/event-details/194fc025f9355db6,"June 20, 2015",Peter Sobotta
29,0,Pat Barry,Stefan Struve,0,0,30,45,31,82,0.66,0.37,30 of 45,31 of 82,30,45,31,82,0.6666666666666666,0.3780487804878049,0,0,0,0,,,0,,1,,0,0,0,24.0,0,3.0,24.0,3.0,Triangle Choke On Ground,UFC Live: Cruz vs Johnson,http://www.ufcstats.com/event-details/44f9c777fed7ca03,"October 01, 2011",Stefan Struve
30,0,Chan Sung,Jung George,0,1,21,59,45,93,0.35,0.48,23 of 63,58 of 110,23,63,58,110,0.365079365079365,0.5272727272727272,0,0,0,0,,,0,,0,,0,0,0,17.0,0,6.0,17.0,6.0,Kick to Head At Distance,WEC 51: Aldo vs. Gamburyan,http://www.ufcstats.com/event-details/234f3767ff0e5701,"September 30, 2010",George Roop
31,0,Alexandre Pantoja,Eric Shelton,0,0,37,99,32,93,0.37,0.34,67 of 135,44 of 107,67,135,44,107,0.4962962962962963,0.411214953271028,1,3,4,12,0.3333333333333333,0.3333333333333333,2,,0,,0,0,3,50.0,2,51.0,230.0,171.0,Joe Garcia                                     28 - 29.          Ron Mann                                     29 - 28.          Ben Ramirez                                     28 - 29.,UFC on FOX: Shevchenko vs. Pena,http://www.ufcstats.com/event-details/4512e46543b960ad,"January 28, 2017",Alexandre Pantoja
32,0,Holly Holm,Bethe Correia,1,0,25,53,15,65,0.47,0.23,25 of 54,21 of 71,25,54,21,71,0.4629629629629629,0.2957746478873239,0,0,0,0,,,0,,0,,0,0,0,2.0,0,13.0,2.0,13.0,Kick to Head At Distance,UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/event-details/353de740bb6c7e75,"June 17, 2017",Holly Holm
33,0,Matt Hughes,Sean Sherk,0,0,44,88,19,39,0.5,0.48,96 of 140,144 of 167,96,140,144,167,0.6857142857142857,0.8622754491017964,5,7,3,5,0.7142857142857143,0.6,1,,1,,0,0,14,59.0,5,47.0,899.0,347.0,Jeff Mullen                                     45 - 48.          Eddie Millis                                     47 - 48.          Doug Crosby                                     46 - 49.,UFC 42: Sudden Impact,http://www.ufcstats.com/event-details/ae58685caf8e4a0d,"April 25, 2003",Matt Hughes
34,0,Jason DeLucia,Trent Jenkins,0,0,3,9,1,7,0.33,0.14,3 of 9,1 of 7,3,9,1,7,0.3333333333333333,0.1428571428571428,1,2,0,0,0.5,,1,,0,,0,0,0,,0,,,,Rear Naked Choke,UFC 1: The Beginning,http://www.ufcstats.com/event-details/6420efac0578988b,"November 12, 1993",Jason DeLucia
35,0,Katlyn Chookagian,Jessica Eye,0,0,65,201,81,190,0.32,0.42,70 of 207,83 of 192,70,207,83,192,0.3381642512077294,0.4322916666666667,0,0,0,3,,0.0,0,,0,,0,0,0,50.0,0,20.0,50.0,20.0,Declan Woods                                     28 - 29.          Benoit Roussel                                     29 - 28.          Greg Jackson                                     28 - 29.,UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/event-details/2a74bbba57058f12,"December 08, 2018",Jessica Eye
36,0,Chas Skelly,Maximo Blanco,0,0,1,1,0,1,1.0,0.0,1 of 1,0 of 1,1,1,0,1,1.0,0.0,0,0,0,0,,,1,,0,,0,0,0,11.0,0,0.0,11.0,0.0,D'Arce Choke On Ground      Technical Submission,UFC Fight Night: Poirier vs. Johnson,http://www.ufcstats.com/event-details/d6455cb4bee503ce,"September 17, 2016",Chas Skelly
37,0,Travis Browne,Aleksei Oleinik,1,1,35,71,53,85,0.49,0.62,37 of 74,132 of 172,37,74,132,172,0.5,0.7674418604651163,1,1,3,4,1.0,0.75,0,,2,,0,0,1,23.0,3,33.0,83.0,213.0,Rear Naked Choke,UFC 213: Romero vs. Whittaker,http://www.ufcstats.com/event-details/686cccbf1a4de453,"July 08, 2017",Aleksei Oleinik
38,0,Ryo Chonan,Anderson Silva,0,0,43,94,44,80,0.45,0.55,89 of 141,77 of 114,89,141,77,114,0.6312056737588653,0.6754385964912281,2,3,3,3,0.6666666666666666,1.0,1,,2,,1,0,0,,0,,,,Heel Hook From Scissor Takedown,PRIDE Shockwave 2004,http://www.ufcstats.com/event-details/8738eacd62e82a32,"December 31, 2004",Ryo Chonan
39,0,Anthony Smith,Jimmy Crute,0,0,26,39,18,35,0.66,0.51,27 of 40,34 of 57,27,40,34,57,0.675,0.5964912280701754,0,0,3,3,,1.0,0,,0,,0,0,0,2.0,0,57.0,2.0,57.0,Leg Injury,UFC 261: Usman vs. Masvidal 2,http://www.ufcstats.com/event-details/27541033b97c076d,"April 24, 2021",Anthony Smith
40,0,Nick Diaz,Joe Hurley,1,0,6,12,0,1,0.5,0.0,20 of 27,21 of 24,20,27,21,24,0.7407407407407407,0.875,1,1,0,1,1.0,0.0,1,,0,,0,0,0,,0,,,,Kimura From Side Control,WEC 6: Return of a Legend,http://www.ufcstats.com/event-details/318e629d1eb7aa49,"March 27, 2003",Nick Diaz
41,0,Jimi Manuwa,Corey Anderson,1,0,6,13,6,27,0.46,0.22,6 of 13,6 of 27,6,13,6,27,0.4615384615384615,0.2222222222222222,0,0,0,3,,0.0,0,,0,,0,0,0,1.0,0,0.0,1.0,0.0,Punch to Head At Distance,UFC Fight Night: Manuwa vs. Anderson,http://www.ufcstats.com/event-details/c0231720fe516994,"March 18, 2017",Jimi Manuwa
42,0,John Teixeira,Hugo Viana,0,0,52,140,65,141,0.37,0.46,59 of 147,78 of 157,59,147,78,157,0.4013605442176871,0.4968152866242038,1,6,0,0,0.1666666666666666,,0,,0,,0,0,1,46.0,1,14.0,106.0,74.0,Mark Collett                                     28 - 29.          Rick Winter                                     29 - 28.          Howard Hughes                                     28 - 29.,UFC 147: Silva vs Franklin 2,http://www.ufcstats.com/event-details/3da19339ee7051d5,"June 23, 2012",Hugo Viana
43,0,Roy Nelson,Dave Herman,1,0,2,4,3,8,0.5,0.37,3 of 5,3 of 8,3,5,3,8,0.6,0.375,0,0,0,0,,,0,,0,,0,0,0,2.0,0,0.0,2.0,0.0,Punch to Head At Distance,UFC 146: Dos Santos vs Mir,http://www.ufcstats.com/event-details/4985113c0928aa62,"May 26, 2012",Roy Nelson
44,0,Yoshihiro Akiyama,Francois Botha,0,0,2,9,0,1,0.22,0.0,5 of 16,3 of 4,5,16,3,4,0.3125,0.75,1,1,0,0,1.0,,1,,0,,0,0,0,,0,,,,Armbar From Mount,K-1 Dynamite!! 2004,http://www.ufcstats.com/event-details/365fee2da473b177,"December 31, 2004",Yoshihiro Akiyama
45,0,Kazuhiro Nakamura,Chalid Arrab,0,0,1,12,7,31,0.08,0.22,5 of 17,21 of 47,5,17,21,47,0.2941176470588235,0.4468085106382978,2,5,0,0,0.4,,2,,0,,0,0,0,,0,,,,Armbar From Mount,PRIDE Bushido 3,http://www.ufcstats.com/event-details/b19fc66613dc75b9,"May 23, 2004",Kazuhiro Nakamura
46,0,Tyron Woodley,Jordan Mein,0,0,19,42,9,37,0.45,0.24,101 of 144,75 of 104,101,144,75,104,0.7013888888888888,0.7211538461538461,3,7,0,1,0.4285714285714285,0.0,0,,0,,0,0,11,17.0,0,25.0,677.0,25.0,Glenn Trowbridge                                     29 - 28.          Tony Weeks                                     28 - 29.          Marcos Rosales                                     27 - 30.,Strikeforce - Rockhold vs. Jardine,http://www.ufcstats.com/event-details/440c9dbab63528fb,"January 07, 2012",Tyron Woodley
47,0,Nate Marquardt,Joe Doerksen,0,1,56,103,26,80,0.54,0.32,71 of 118,71 of 125,71,118,71,125,0.6016949152542372,0.568,5,5,2,8,1.0,0.25,2,,0,,1,0,6,45.0,1,41.0,405.0,101.0,Marcos Rosales                                     27 - 30.          Glenn Trowbridge                                     27 - 30.          Lester Griffin                                     27 - 30.,UFC 58: USA vs Canada,http://www.ufcstats.com/event-details/0e9869d712e81f8f,"March 04, 2006",Nate Marquardt
48,0,Chris Camozzi,Tom Watson,0,0,87,146,82,140,0.59,0.58,112 of 174,104 of 164,112,174,104,164,0.6436781609195402,0.6341463414634146,3,4,1,8,0.75,0.125,2,,0,,0,0,4,24.0,1,48.0,264.0,108.0,Point Deducted: Low Blow by Watson                Richard Bertrand                                     27 - 29.          Sal D'amato                                     26 - 30.          Derek Cleary                                     27 - 29.,UFC Fight Night: Teixeira vs Saint Preux,http://www.ufcstats.com/event-details/b71667c778b6d9e5,"August 08, 2015",Chris Camozzi
49,0,Punahele Soriano,Jamie Pickett,0,0,47,126,36,65,0.37,0.55,106 of 192,37 of 66,106,192,37,66,0.5520833333333334,0.5606060606060606,3,4,0,0,0.75,,0,,0,,0,0,0,,0,,,,27 - 30.                                                27 - 30.                                                26 - 30.,DWCS 3.1,http://www.ufcstats.com/event-details/a5b0bd216d8ba84e,"June 18, 2019",Punahele Soriano
50,0,Cheick Kongo,Travis Browne,0,0,58,109,22,75,0.53,0.29,90 of 142,26 of 79,90,142,26,79,0.6338028169014085,0.3291139240506329,0,2,2,3,0.0,0.6666666666666666,0,,0,,0,0,4,29.0,1,9.0,269.0,69.0,Point Deducted: Holding Shorts by Kongo                Doug Crosby                                     28 - 28.          Chris Lee                                     28 - 28.          Chris Watts                                     28 - 28.,UFC 120: Bisping vs Akiyama,http://www.ufcstats.com/event-details/d512d9f204059f57,"October 16, 2010",Travis Browne
51,0,Alejandro Perez,Song Yadong,0,1,1,14,8,20,0.07,0.4,1 of 14,8 of 20,1,14,8,20,0.0714285714285714,0.4,0,0,0,0,,,0,,0,,0,0,0,0.0,0,1.0,0.0,1.0,Punch to Head At Distance,UFC 239: Jones vs. Santos,http://www.ufcstats.com/event-details/6c9383ffab2725a5,"July 06, 2019",Song Yadong
52,0,Phil Hawes,Kyle Daukaus,0,0,66,101,28,82,0.65,0.34,157 of 210,52 of 113,157,210,52,113,0.7476190476190476,0.4601769911504424,2,4,0,7,0.5,0.0,1,,0,,0,1,5,34.0,4,13.0,334.0,253.0,Tony Weeks                                     26 - 30.          Mike Bell                                     26 - 30.          Sal D'amato                                     27 - 29.,UFC Fight Night: Rodriguez vs. Waterson,http://www.ufcstats.com/event-details/58a36b4ccf5dc30e,"May 08, 2021",Phil Hawes
53,0,Romie Aram,Joe Stevenson,0,0,30,83,25,45,0.36,0.55,46 of 110,46 of 66,46,110,46,66,0.4181818181818181,0.696969696969697,3,4,0,4,0.75,0.0,0,,2,,0,0,0,,0,,,,,KOTC 17: San Jacinto,http://www.ufcstats.com/event-details/1a225f04aa6e0739,"October 19, 2002",Romie Aram
54,0,Khamzat Chimaev,Kevin Holland,0,0,0,1,0,0,0.0,0.0,1 of 2,0 of 0,1,2,0,0,0.5,,2,5,0,0,0.4,,2,,0,,0,0,1,56.0,0,0.0,116.0,0.0,D'Arce Choke On Ground,UFC 279: Diaz vs. Ferguson,http://www.ufcstats.com/event-details/93bf96be327fcd98,"September 10, 2022",Khamzat Chimaev
55,0,Quinton Jackson,Keith Jardine,2,0,56,151,64,184,0.37,0.34,80 of 176,65 of 185,80,176,65,185,0.4545454545454545,0.3513513513513513,2,3,0,3,0.6666666666666666,0.0,0,,0,,0,0,2,54.0,0,28.0,174.0,28.0,Nelson Hamilton                                     28 - 29.          Cecil Peoples                                     27 - 30.          Doug Crosby                                     28 - 29.,UFC 96: Jackson vs Jardine,http://www.ufcstats.com/event-details/29b5791e51e7e832,"March 07, 2009",Quinton Jackson
56,0,Phil Baroni,Ryo Chonan,1,0,10,29,13,24,0.34,0.54,10 of 29,13 of 24,10,29,13,24,0.3448275862068966,0.5416666666666666,0,0,0,0,,,0,,0,,0,0,0,,0,,,,Punches to Head At Distance,PRIDE Bushido 8,http://www.ufcstats.com/event-details/c3ea8deeba00462b,"July 17, 2005",Phil Baroni
57,0,Matt Lindland,Kevin Casey,0,0,49,71,2,10,0.69,0.2,209 of 259,4 of 13,209,259,4,13,0.806949806949807,0.3076923076923077,4,4,1,4,1.0,0.25,0,,0,,1,0,0,,0,,,,Punches to Head On Ground,Strikeforce Challengers 8,http://www.ufcstats.com/event-details/cf9d24e4bd0cf2ce,"May 21, 2010",Matt Lindland
58,0,Misha Cirkunov,Wellington Turman,0,0,30,44,15,19,0.68,0.78,50 of 64,24 of 28,50,64,24,28,0.78125,0.8571428571428571,1,3,0,3,0.3333333333333333,0.0,1,,2,,0,0,3,4.0,2,15.0,184.0,135.0,Armbar From Bottom Guard,UFC Fight Night: Makhachev vs. Green,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b,"February 26, 2022",Wellington Turman
59,0,Daniel Sarafian,Oluwale Bamgbose,0,1,0,0,8,20,0.0,0.4,0 of 0,8 of 20,0,0,8,20,,0.4,0,0,0,0,,,0,,0,,0,0,0,0.0,0,5.0,0.0,5.0,Kick to Head At Distance,UFC Fight Night: Cowboy vs Cowboy,http://www.ufcstats.com/event-details/d56bb6dff2ae77eb,"February 21, 2016",Oluwale Bamgbose
60,0,Jose Aldo,Marlon Vera,0,0,44,70,46,82,0.62,0.56,60 of 86,92 of 133,60,86,92,133,0.6976744186046512,0.6917293233082706,0,2,0,3,0.0,0.0,0,,0,,0,0,4,57.0,2,51.0,297.0,171.0,Mike Bell                                     28 - 29.          Eric Colon                                     28 - 29.          Ron McCarthy                                     28 - 29.,UFC Fight Night: Thompson vs. Neal,http://www.ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",Jose Aldo
61,0,Thales Leites,Jack Hermansson,0,0,11,17,35,56,0.64,0.62,20 of 27,49 of 71,20,27,49,71,0.7407407407407407,0.6901408450704225,3,9,3,3,0.3333333333333333,1.0,3,,1,,0,0,7,41.0,2,6.0,461.0,126.0,Punches to Head From Mount,UFC 224: Nunes vs. Pennington,http://www.ufcstats.com/event-details/67ec58d7cf599835,"May 12, 2018",Jack Hermansson
62,0,Jared Cannonier,Jan Blachowicz,0,1,26,87,50,127,0.29,0.39,41 of 103,65 of 143,41,103,65,143,0.3980582524271844,0.4545454545454545,0,0,4,5,,0.8,0,,0,,0,0,0,22.0,2,50.0,22.0,170.0,Derek Cleary                                     28 - 29.          Jason Rodgers                                     28 - 29.          David Therien                                     28 - 29.,UFC Fight Night: Lawler vs. Dos Anjos,http://www.ufcstats.com/event-details/eaa0a728cc91ef60,"December 16, 2017",Jan Blachowicz
63,0,Carlos Felipe,Justin Tafa,0,0,77,142,86,148,0.54,0.58,77 of 142,109 of 171,77,142,109,171,0.5422535211267606,0.6374269005847953,0,1,0,2,0.0,0.0,0,,0,,0,0,0,41.0,1,53.0,41.0,113.0,Lukasz Bosacki                                     28 - 29.          Anders Ohlsson                                     29 - 28.          Paul Sutherland                                     28 - 29.,UFC Fight Night: Holloway vs. Kattar,http://www.ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",Carlos Felipe
64,0,Richard Crunkilton,Nick Ertl,0,0,0,0,0,0,0.0,0.0,0 of 0,0 of 0,0,0,0,0,,,0,0,0,0,,,0,,0,,0,0,0,,0,,,,to,WEC 18: Unfinished Business,http://www.ufcstats.com/event-details/dd8aec6de7035943,"January 13, 2006",Richard Crunkilton
