,Fighter_A,Fighter_B,date,A_Rolling_Kd_mean,B_Rolling_Kd_mean,A_Rolling_Kd_std,B_Rolling_Kd_std,A_Rolling_Kd_max,B_Rolling_Kd_max,A_Rolling_Kd_min,B_Rolling_Kd_min,A_Rolling_Kd_median,B_Rolling_Kd_median,A_Rolling_Sig_strike_land_mean,B_Rolling_Sig_strike_land_mean,A_Rolling_Sig_strike_land_std,B_Rolling_Sig_strike_land_std,A_Rolling_Sig_strike_land_max,B_Rolling_Sig_strike_land_max,A_Rolling_Sig_strike_land_min,B_Rolling_Sig_strike_land_min,A_Rolling_Sig_strike_land_median,B_Rolling_Sig_strike_land_median,A_Rolling_Sig_strike_att_mean,B_Rolling_Sig_strike_att_mean,A_Rolling_Sig_strike_att_std,B_Rolling_Sig_strike_att_std,A_Rolling_Sig_strike_att_max,B_Rolling_Sig_strike_att_max,A_Rolling_Sig_strike_att_min,B_Rolling_Sig_strike_att_min,A_Rolling_Sig_strike_att_median,B_Rolling_Sig_strike_att_median,A_Rolling_Sig_strike_percent_mean,B_Rolling_Sig_strike_percent_mean,A_Rolling_Sig_strike_percent_std,B_Rolling_Sig_strike_percent_std,A_Rolling_Sig_strike_percent_max,B_Rolling_Sig_strike_percent_max,A_Rolling_Sig_strike_percent_min,B_Rolling_Sig_strike_percent_min,A_Rolling_Sig_strike_percent_median,B_Rolling_Sig_strike_percent_median,A_Rolling_Total_Strikes_land_mean,B_Rolling_Total_Strikes_land_mean,A_Rolling_Total_Strikes_land_std,B_Rolling_Total_Strikes_land_std,A_Rolling_Total_Strikes_land_max,B_Rolling_Total_Strikes_land_max,A_Rolling_Total_Strikes_land_min,B_Rolling_Total_Strikes_land_min,A_Rolling_Total_Strikes_land_median,B_Rolling_Total_Strikes_land_median,A_Rolling_Total_Strikes_att_mean,B_Rolling_Total_Strikes_att_mean,A_Rolling_Total_Strikes_att_std,B_Rolling_Total_Strikes_att_std,A_Rolling_Total_Strikes_att_max,B_Rolling_Total_Strikes_att_max,A_Rolling_Total_Strikes_att_min,B_Rolling_Total_Strikes_att_min,A_Rolling_Total_Strikes_att_median,B_Rolling_Total_Strikes_att_median,A_Rolling_Total_Strikes_percent_mean,B_Rolling_Total_Strikes_percent_mean,A_Rolling_Total_Strikes_percent_std,B_Rolling_Total_Strikes_percent_std,A_Rolling_Total_Strikes_percent_max,B_Rolling_Total_Strikes_percent_max,A_Rolling_Total_Strikes_percent_min,B_Rolling_Total_Strikes_percent_min,A_Rolling_Total_Strikes_percent_median,B_Rolling_Total_Strikes_percent_median,A_Rolling_Takedowns_land_mean,B_Rolling_Takedowns_land_mean,A_Rolling_Takedowns_land_std,B_Rolling_Takedowns_land_std,A_Rolling_Takedowns_land_max,B_Rolling_Takedowns_land_max,A_Rolling_Takedowns_land_min,B_Rolling_Takedowns_land_min,A_Rolling_Takedowns_land_median,B_Rolling_Takedowns_land_median,A_Rolling_Takedowns_att_mean,B_Rolling_Takedowns_att_mean,A_Rolling_Takedowns_att_std,B_Rolling_Takedowns_att_std,A_Rolling_Takedowns_att_max,B_Rolling_Takedowns_att_max,A_Rolling_Takedowns_att_min,B_Rolling_Takedowns_att_min,A_Rolling_Takedowns_att_median,B_Rolling_Takedowns_att_median,A_Rolling_Takedown_percent_mean,B_Rolling_Takedown_percent_mean,A_Rolling_Takedown_percent_std,B_Rolling_Takedown_percent_std,A_Rolling_Takedown_percent_max,B_Rolling_Takedown_percent_max,A_Rolling_Takedown_percent_min,B_Rolling_Takedown_percent_min,A_Rolling_Takedown_percent_median,B_Rolling_Takedown_percent_median,A_Rolling_Sub_Attempts_land_mean,B_Rolling_Sub_Attempts_land_mean,A_Rolling_Sub_Attempts_land_std,B_Rolling_Sub_Attempts_land_std,A_Rolling_Sub_Attempts_land_max,B_Rolling_Sub_Attempts_land_max,A_Rolling_Sub_Attempts_land_min,B_Rolling_Sub_Attempts_land_min,A_Rolling_Sub_Attempts_land_median,B_Rolling_Sub_Attempts_land_median,A_Rolling_Rev_mean,B_Rolling_Rev_mean,A_Rolling_Rev_std,B_Rolling_Rev_std,A_Rolling_Rev_max,B_Rolling_Rev_max,A_Rolling_Rev_min,B_Rolling_Rev_min,A_Rolling_Rev_median,B_Rolling_Rev_median,A_Rolling_Ctrl_time_min_mean,B_Rolling_Ctrl_time_min_mean,A_Rolling_Ctrl_time_min_std,B_Rolling_Ctrl_time_min_std,A_Rolling_Ctrl_time_min_max,B_Rolling_Ctrl_time_min_max,A_Rolling_Ctrl_time_min_min,B_Rolling_Ctrl_time_min_min,A_Rolling_Ctrl_time_min_median,B_Rolling_Ctrl_time_min_median,A_Rolling_Ctrl_time_sec_mean,B_Rolling_Ctrl_time_sec_mean,A_Rolling_Ctrl_time_sec_std,B_Rolling_Ctrl_time_sec_std,A_Rolling_Ctrl_time_sec_max,B_Rolling_Ctrl_time_sec_max,A_Rolling_Ctrl_time_sec_min,B_Rolling_Ctrl_time_sec_min,A_Rolling_Ctrl_time_sec_median,B_Rolling_Ctrl_time_sec_median,A_Rolling_Ctrl_time_tot_mean,B_Rolling_Ctrl_time_tot_mean,A_Rolling_Ctrl_time_tot_std,B_Rolling_Ctrl_time_tot_std,A_Rolling_Ctrl_time_tot_max,B_Rolling_Ctrl_time_tot_max,A_Rolling_Ctrl_time_tot_min,B_Rolling_Ctrl_time_tot_min,A_Rolling_Ctrl_time_tot_median,B_Rolling_Ctrl_time_tot_median,A_Rolling_Head_Strikes_land_mean,B_Rolling_Head_Strikes_land_mean,A_Rolling_Head_Strikes_land_std,B_Rolling_Head_Strikes_land_std,A_Rolling_Head_Strikes_land_max,B_Rolling_Head_Strikes_land_max,A_Rolling_Head_Strikes_land_min,B_Rolling_Head_Strikes_land_min,A_Rolling_Head_Strikes_land_median,B_Rolling_Head_Strikes_land_median,A_Rolling_Head_Strikes_att_mean,B_Rolling_Head_Strikes_att_mean,A_Rolling_Head_Strikes_att_std,B_Rolling_Head_Strikes_att_std,A_Rolling_Head_Strikes_att_max,B_Rolling_Head_Strikes_att_max,A_Rolling_Head_Strikes_att_min,B_Rolling_Head_Strikes_att_min,A_Rolling_Head_Strikes_att_median,B_Rolling_Head_Strikes_att_median,A_Rolling_Head_Strikes_percent_mean,B_Rolling_Head_Strikes_percent_mean,A_Rolling_Head_Strikes_percent_std,B_Rolling_Head_Strikes_percent_std,A_Rolling_Head_Strikes_percent_max,B_Rolling_Head_Strikes_percent_max,A_Rolling_Head_Strikes_percent_min,B_Rolling_Head_Strikes_percent_min,A_Rolling_Head_Strikes_percent_median,B_Rolling_Head_Strikes_percent_median,A_Rolling_Body_Strikes_land_mean,B_Rolling_Body_Strikes_land_mean,A_Rolling_Body_Strikes_land_std,B_Rolling_Body_Strikes_land_std,A_Rolling_Body_Strikes_land_max,B_Rolling_Body_Strikes_land_max,A_Rolling_Body_Strikes_land_min,B_Rolling_Body_Strikes_land_min,A_Rolling_Body_Strikes_land_median,B_Rolling_Body_Strikes_land_median,A_Rolling_Body_Strikes_att_mean,B_Rolling_Body_Strikes_att_mean,A_Rolling_Body_Strikes_att_std,B_Rolling_Body_Strikes_att_std,A_Rolling_Body_Strikes_att_max,B_Rolling_Body_Strikes_att_max,A_Rolling_Body_Strikes_att_min,B_Rolling_Body_Strikes_att_min,A_Rolling_Body_Strikes_att_median,B_Rolling_Body_Strikes_att_median,A_Rolling_Body_Strikes_percent_mean,B_Rolling_Body_Strikes_percent_mean,A_Rolling_Body_Strikes_percent_std,B_Rolling_Body_Strikes_percent_std,A_Rolling_Body_Strikes_percent_max,B_Rolling_Body_Strikes_percent_max,A_Rolling_Body_Strikes_percent_min,B_Rolling_Body_Strikes_percent_min,A_Rolling_Body_Strikes_percent_median,B_Rolling_Body_Strikes_percent_median,A_Rolling_Leg_Strikes_land_mean,B_Rolling_Leg_Strikes_land_mean,A_Rolling_Leg_Strikes_land_std,B_Rolling_Leg_Strikes_land_std,A_Rolling_Leg_Strikes_land_max,B_Rolling_Leg_Strikes_land_max,A_Rolling_Leg_Strikes_land_min,B_Rolling_Leg_Strikes_land_min,A_Rolling_Leg_Strikes_land_median,B_Rolling_Leg_Strikes_land_median,A_Rolling_Leg_Strikes_att_mean,B_Rolling_Leg_Strikes_att_mean,A_Rolling_Leg_Strikes_att_std,B_Rolling_Leg_Strikes_att_std,A_Rolling_Leg_Strikes_att_max,B_Rolling_Leg_Strikes_att_max,A_Rolling_Leg_Strikes_att_min,B_Rolling_Leg_Strikes_att_min,A_Rolling_Leg_Strikes_att_median,B_Rolling_Leg_Strikes_att_median,A_Rolling_Leg_Strikes_percent_mean,B_Rolling_Leg_Strikes_percent_mean,A_Rolling_Leg_Strikes_percent_std,B_Rolling_Leg_Strikes_percent_std,A_Rolling_Leg_Strikes_percent_max,B_Rolling_Leg_Strikes_percent_max,A_Rolling_Leg_Strikes_percent_min,B_Rolling_Leg_Strikes_percent_min,A_Rolling_Leg_Strikes_percent_median,B_Rolling_Leg_Strikes_percent_median,A_Rolling_Distance_Strikes_land_mean,B_Rolling_Distance_Strikes_land_mean,A_Rolling_Distance_Strikes_land_std,B_Rolling_Distance_Strikes_land_std,A_Rolling_Distance_Strikes_land_max,B_Rolling_Distance_Strikes_land_max,A_Rolling_Distance_Strikes_land_min,B_Rolling_Distance_Strikes_land_min,A_Rolling_Distance_Strikes_land_median,B_Rolling_Distance_Strikes_land_median,A_Rolling_Distance_Strikes_att_mean,B_Rolling_Distance_Strikes_att_mean,A_Rolling_Distance_Strikes_att_std,B_Rolling_Distance_Strikes_att_std,A_Rolling_Distance_Strikes_att_max,B_Rolling_Distance_Strikes_att_max,A_Rolling_Distance_Strikes_att_min,B_Rolling_Distance_Strikes_att_min,A_Rolling_Distance_Strikes_att_median,B_Rolling_Distance_Strikes_att_median,A_Rolling_Distance_Strikes_percent_mean,B_Rolling_Distance_Strikes_percent_mean,A_Rolling_Distance_Strikes_percent_std,B_Rolling_Distance_Strikes_percent_std,A_Rolling_Distance_Strikes_percent_max,B_Rolling_Distance_Strikes_percent_max,A_Rolling_Distance_Strikes_percent_min,B_Rolling_Distance_Strikes_percent_min,A_Rolling_Distance_Strikes_percent_median,B_Rolling_Distance_Strikes_percent_median,A_Rolling_Clinch_Strikes_land_mean,B_Rolling_Clinch_Strikes_land_mean,A_Rolling_Clinch_Strikes_land_std,B_Rolling_Clinch_Strikes_land_std,A_Rolling_Clinch_Strikes_land_max,B_Rolling_Clinch_Strikes_land_max,A_Rolling_Clinch_Strikes_land_min,B_Rolling_Clinch_Strikes_land_min,A_Rolling_Clinch_Strikes_land_median,B_Rolling_Clinch_Strikes_land_median,A_Rolling_Clinch_Strikes_att_mean,B_Rolling_Clinch_Strikes_att_mean,A_Rolling_Clinch_Strikes_att_std,B_Rolling_Clinch_Strikes_att_std,A_Rolling_Clinch_Strikes_att_max,B_Rolling_Clinch_Strikes_att_max,A_Rolling_Clinch_Strikes_att_min,B_Rolling_Clinch_Strikes_att_min,A_Rolling_Clinch_Strikes_att_median,B_Rolling_Clinch_Strikes_att_median,A_Rolling_Clinch_Strikes_percent_mean,B_Rolling_Clinch_Strikes_percent_mean,A_Rolling_Clinch_Strikes_percent_std,B_Rolling_Clinch_Strikes_percent_std,A_Rolling_Clinch_Strikes_percent_max,B_Rolling_Clinch_Strikes_percent_max,A_Rolling_Clinch_Strikes_percent_min,B_Rolling_Clinch_Strikes_percent_min,A_Rolling_Clinch_Strikes_percent_median,B_Rolling_Clinch_Strikes_percent_median,A_Rolling_Ground_Strikes_land_mean,B_Rolling_Ground_Strikes_land_mean,A_Rolling_Ground_Strikes_land_std,B_Rolling_Ground_Strikes_land_std,A_Rolling_Ground_Strikes_land_max,B_Rolling_Ground_Strikes_land_max,A_Rolling_Ground_Strikes_land_min,B_Rolling_Ground_Strikes_land_min,A_Rolling_Ground_Strikes_land_median,B_Rolling_Ground_Strikes_land_median,A_Rolling_Ground_Strikes_att_mean,B_Rolling_Ground_Strikes_att_mean,A_Rolling_Ground_Strikes_att_std,B_Rolling_Ground_Strikes_att_std,A_Rolling_Ground_Strikes_att_max,B_Rolling_Ground_Strikes_att_max,A_Rolling_Ground_Strikes_att_min,B_Rolling_Ground_Strikes_att_min,A_Rolling_Ground_Strikes_att_median,B_Rolling_Ground_Strikes_att_median,A_Rolling_Ground_Strikes_percent_mean,B_Rolling_Ground_Strikes_percent_mean,A_Rolling_Ground_Strikes_percent_std,B_Rolling_Ground_Strikes_percent_std,A_Rolling_Ground_Strikes_percent_max,B_Rolling_Ground_Strikes_percent_max,A_Rolling_Ground_Strikes_percent_min,B_Rolling_Ground_Strikes_percent_min,A_Rolling_Ground_Strikes_percent_median,B_Rolling_Ground_Strikes_percent_median
0,Calvin Kattar,Arnold Allen,2022-10-29,0.3333333333333333,0.25,0.4780914437337574,0.4423258684646914,1.0,1.0,0.0,0.0,0.0,0.0,70.05555555555556,46.083333333333336,38.020253583316396,28.371627999857864,133.0,102.0,20.0,21.0,75.0,34.0,172.77777777777777,115.33333333333333,96.77281528289737,45.79981646694446,375.0,190.0,41.0,61.0,160.0,107.5,0.4155555555555555,0.37333333333333346,0.08453044910206514,0.09281429175306564,0.53,0.53,0.26,0.28,0.46,0.335,76.44444444444444,55.666666666666664,42.12121585848188,26.5275355984595,134.0,102.0,20.0,26.0,80.0,46.0,179.44444444444446,128.41666666666666,99.67044108158058,44.119321082192805,376.0,191.0,41.0,68.0,166.0,115.0,0.4357758269916606,0.4221671076727165,0.08717289039936392,0.08903817293755266,0.5365853658536586,0.5483870967741935,0.2666666666666666,0.2857142857142857,0.4718309859154929,0.3837209302325581,0.2777777777777778,0.8333333333333334,0.6594851286576785,1.1671841502435294,2.0,4.0,0.0,0.0,0.0,0.5,1.2777777777777777,3.5833333333333335,1.2560962454277849,2.685171303201386,4.0,9.0,0.0,0.0,1.0,3.5,0.10185185185185183,0.24166666666666667,0.23325773529689806,0.3070429323707689,0.6666666666666666,1.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0,0.4423258684646914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,0.0,1.5857152183236398,0.0,5.0,0.0,0.0,0.0,1.5,8.666666666666666,23.916666666666668,12.508282969982046,20.504329694771396,36.0,59.0,0.0,0.0,4.5,15.0,8.666666666666666,118.91666666666667,12.508282969982046,85.85372629560455,36.0,309.0,0.0,0.0,4.5,101.5,51.611111111111114,28.833333333333332,30.596244193203823,19.674893882188094,114.0,62.0,11.0,5.0,50.5,22.0,148.0,91.75,87.28802896159358,35.83082229152656,351.0,143.0,28.0,43.0,134.0,85.0,0.35538570320368407,0.2919525178113978,0.06826643608497523,0.10841013410591596,0.4893617021276595,0.4677419354838709,0.2258064516129032,0.081967213114754,0.3564527260179433,0.28268590455049947,11.055555555555555,10.333333333333334,6.824093637125297,8.057762482965359,26.0,26.0,1.0,3.0,11.0,6.0,16.055555555555557,14.0,10.036915987477554,7.945466303660767,38.0,28.0,1.0,7.0,13.0,10.5,0.6994531270274978,0.68215626551624,0.18082108044205789,0.1880453874859801,1.0,0.9285714285714286,0.25,0.375,0.6956521739130435,0.7100840336134454,7.388888888888889,6.916666666666667,6.207266606982395,6.493586579592719,18.0,19.0,0.0,0.0,8.0,7.0,8.722222222222221,9.583333333333334,7.677838650896901,9.093316545524049,23.0,30.0,0.0,0.0,8.0,8.5,0.7429998611158032,0.4913255360623781,0.3586007240396909,0.3973059007030401,1.0,1.0,0.0,0.0,0.9059829059829061,0.6850877192982456,65.38888888888889,40.833333333333336,38.417464613136396,30.718450293037193,130.0,102.0,16.0,16.0,66.0,29.5,165.55555555555554,106.66666666666667,98.87494105309985,48.949545156359655,375.0,190.0,34.0,52.0,143.0,94.0,0.4063896502436692,0.3512653323892867,0.0750749955194665,0.10796769553469017,0.4857142857142857,0.5368421052631579,0.2714285714285714,0.1975308641975308,0.4563106796116505,0.3224508050089445,1.2222222222222223,3.5833333333333335,1.2897643441699198,5.04688166026841,4.0,18.0,0.0,0.0,1.0,1.5,2.388888888888889,6.166666666666667,1.9752436056312905,7.209092487460099,5.0,27.0,0.0,0.0,2.0,5.5,0.38055555555555554,0.37500000000000006,0.3928427125776891,0.333079613584361,1.0,0.8,0.0,0.0,0.225,0.41666666666666663,3.4444444444444446,1.6666666666666667,3.5005668475217346,2.713359327582638,9.0,9.0,0.0,0.0,4.0,0.0,4.833333333333333,2.5,4.901894677425395,3.623594180176458,13.0,11.0,0.0,0.0,5.0,0.0,0.40584045584045586,0.28345959595959597,0.38788820520777767,0.40419974487605564,1.0,1.0,0.0,0.0,0.5192307692307692,0.0
1,Tim Means,Max Griffin,2022-10-29,0.32608695652173914,,0.5950103083819179,,2.0,,0.0,,0.0,,45.76086956521739,,33.978134392841,,129.0,,5.0,,34.5,,100.45652173913044,,72.37621688224893,,274.0,,8.0,,85.0,,0.48673913043478223,,0.12415966940568039,,0.75,,0.21,,0.455,,58.97826086956522,,38.6665026000001,,143.0,,5.0,,46.0,,114.69565217391305,,74.44324324211809,,282.0,,8.0,,92.0,,0.5428942563972288,,0.13179919848423677,,0.8292682926829268,,0.2119205298013245,,0.5134408602150538,,0.717391304347826,,1.216426824278655,,6.0,,0.0,,0.0,,2.0869565217391304,,2.304568677496433,,11.0,,0.0,,1.0,,0.2594202898550725,,0.3947557965066718,,1.0,,0.0,,0.0,,0.17391304347826086,,0.38111160870476873,,1.0,,0.0,,0.0,,0.13043478260869565,,0.3386265505758479,,1.0,,0.0,,0.0,,0.782608695652174,,1.6363057222373971,,8.0,,0.0,,0.0,,19.456521739130434,,17.11590292166025,,59.0,,0.0,,18.5,,66.41304347826087,,98.57569771321147,,483.0,,0.0,,39.0,,29.67391304347826,,23.156471431010655,,91.0,,3.0,,21.5,,78.19565217391305,,58.75844370099842,,229.0,,6.0,,58.0,,0.4230078235396368,,0.13816536800733537,,0.7272727272727273,,0.1870503597122302,,0.39434213024492115,,10.673913043478262,,9.11960657486207,,31.0,,0.0,,7.5,,16.32608695652174,,12.885044312590095,,48.0,,1.0,,13.0,,0.6717305592658939,,0.23497477156383242,,1.0,,0.0,,0.7023809523809523,,5.413043478260869,,5.116558282422817,,16.0,,0.0,,4.0,,5.934782608695652,,5.5880648871493,,18.0,,0.0,,4.0,,0.8101195550684038,,0.3312992454781863,,1.0,,0.0,,0.9705882352941175,,36.82608695652174,,34.66974761812441,,124.0,,0.0,,28.0,,86.95652173913044,,73.16035572157378,,268.0,,2.0,,69.0,,0.413989200552051,,0.1392502548907709,,0.6666666666666666,,0.0,,0.3979586589880707,,4.913043478260869,,5.1390600199062435,,21.0,,0.0,,4.0,,6.956521739130435,,6.754588254958826,,28.0,,0.0,,5.0,,0.6334776195073676,,0.31703415494203796,,1.0,,0.0,,0.6602564102564102,,4.021739130434782,,5.6236905892204945,,27.0,,0.0,,2.0,,6.543478260869565,,11.723380455620065,,64.0,,0.0,,2.0,,0.44939962102973985,,0.4001457007417371,,1.0,,0.0,,0.58125,
2,Waldo Cortes-Acosta,Jared Vanderaa,2022-10-29,,0.1,,0.30779350562554625,,1.0,,0.0,,0.0,,69.8,,48.427482410626915,,137.0,,15.0,,70.0,,146.5,,96.91260305852354,,266.0,,31.0,,156.0,,0.46100000000000013,,0.06858724754876659,,0.58,,0.37,,0.45999999999999996,,83.0,,51.16330922180773,,141.0,,18.0,,102.0,,160.8,,99.50382166688769,,269.0,,32.0,,190.0,,0.5200712178607377,,0.05464856034281272,,0.5862068965517241,,0.4082397003745318,,0.5305028370181961,,0.1,,0.30779350562554625,,1.0,,0.0,,0.0,,0.1,,0.30779350562554625,,1.0,,0.0,,0.0,,0.1,,0.30779350562554625,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.4,,0.8207826816681234,,2.0,,0.0,,0.0,,29.6,,22.474312822467013,,54.0,,0.0,,34.0,,53.6,,60.4808799713204,,164.0,,0.0,,38.0,,40.3,,28.33279669254436,,86.0,,13.0,,30.0,,111.6,,73.00785826485429,,224.0,,25.0,,110.0,,0.36949427432024107,,0.07860662154091223,,0.52,,0.2727272727272727,,0.3524712557861729,,17.4,,13.774117604749629,,34.0,,1.0,,21.0,,21.8,,17.172805919764386,,43.0,,1.0,,27.0,,0.8110413916476465,,0.11371815214546555,,1.0,,0.6666666666666666,,0.8056052474657125,,12.1,,8.807293628160219,,23.0,,0.0,,15.5,,13.1,,9.204689880135762,,24.0,,0.0,,17.0,,0.7186134453781513,,0.3840942635757388,,1.0,,0.0,,0.92296918767507,,60.1,,47.73710903424472,,134.0,,7.0,,55.0,,133.3,,95.90900292519605,,265.0,,28.0,,134.0,,0.4145057310416074,,0.10858370447187232,,0.5800865800865801,,0.2333333333333333,,0.4121204323211528,,7.4,,7.257663825951592,,17.0,,1.0,,2.5,,10.2,,9.955691310686777,,22.0,,1.0,,4.0,,0.7975757575757576,,0.1965867950450409,,1.0,,0.4,,0.7727272727272727,,2.3,,3.643306768654859,,9.0,,0.0,,0.0,,3.0,,4.518965880771723,,11.0,,0.0,,0.0,,0.23737373737373738,,0.3721679189298437,,0.8181818181818182,,0.0,,0.0
3,Josh Fremd,Tresean Gore,2022-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Dustin Jacoby,Khalil Rountree Jr.,2022-10-29,0.3333333333333333,,0.761386987626881,,2.0,,0.0,,0.0,,45.333333333333336,,38.85163156628455,,153.0,,10.0,,30.0,,114.33333333333333,,81.22789554391247,,321.0,,31.0,,104.0,,0.3958333333333334,,0.12802569941283246,,0.6,,0.23,,0.405,,53.416666666666664,,38.97927728897772,,153.0,,10.0,,36.5,,123.58333333333333,,80.68344836817346,,321.0,,31.0,,127.0,,0.44246458721921655,,0.1243646399845476,,0.6031746031746031,,0.2440944881889764,,0.4453240969816922,,0.4166666666666667,,0.9743076322798876,,3.0,,0.0,,0.0,,0.6666666666666666,,1.0494995356656043,,3.0,,0.0,,0.0,,0.16666666666666666,,0.3806934938134405,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.5,,1.4142135623730951,,5.0,,0.0,,0.0,,16.083333333333332,,20.127672205344492,,52.0,,0.0,,5.5,,46.083333333333336,,97.35587638487297,,352.0,,0.0,,5.5,,28.333333333333332,,27.20720279738384,,110.0,,8.0,,19.5,,90.83333333333333,,66.60178001712325,,270.0,,22.0,,82.0,,0.3224683217660972,,0.1310163559912732,,0.6226415094339622,,0.16,,0.28634075655887736,,6.416666666666667,,5.380453081508921,,21.0,,0.0,,5.5,,10.833333333333334,,7.7665204937417185,,28.0,,0.0,,10.0,,0.564781746031746,,0.27389242076363324,,1.0,,0.0,,0.5,,10.583333333333334,,10.362627947148082,,27.0,,0.0,,7.0,,12.666666666666666,,12.067443325153722,,34.0,,0.0,,10.0,,0.6904601792069823,,0.3468816146529811,,1.0,,0.0,,0.8099547511312217,,42.166666666666664,,39.38623315727007,,152.0,,10.0,,29.0,,108.58333333333333,,82.25354051672325,,319.0,,28.0,,97.5,,0.3894186526572038,,0.12232623346403537,,0.5862068965517241,,0.2338709677419354,,0.41138285024154586,,1.6666666666666667,,1.8804871400937497,,6.0,,0.0,,1.0,,3.0833333333333335,,2.2246966899599685,,8.0,,1.0,,2.0,,0.44583333333333336,,0.3460700691386402,,1.0,,0.0,,0.5,,1.5,,2.5194892512087685,,7.0,,0.0,,0.0,,2.6666666666666665,,4.975301316343141,,16.0,,0.0,,0.0,,0.23139880952380953,,0.35504934415719414,,1.0,,0.0,,0.0,
