,Unnamed: 0,Fighter_A,Fighter_B,A_Head_Strikes_land,A_Head_Strikes_att,B_Head_Strikes_land,B_Head_Strikes_att,A_Head_Strikes_percent,B_Head_Strikes_percent,A_Body_Strikes_land,A_Body_Strikes_att,B_Body_Strikes_land,B_Body_Strikes_att,A_Body_Strikes_percent,B_Body_Strikes_percent,A_Leg_Strikes_land,A_Leg_Strikes_att,B_Leg_Strikes_land,B_Leg_Strikes_att,A_Leg_Strikes_percent,B_Leg_Strikes_percent,A_Distance_Strikes_land,A_Distance_Strikes_att,B_Distance_Strikes_land,B_Distance_Strikes_att,A_Distance_Strikes_percent,B_Distance_Strikes_percent,A_Clinch_Strikes_land,A_Clinch_Strikes_att,B_Clinch_Strikes_land,B_Clinch_Strikes_att,A_Clinch_Strikes_percent,B_Clinch_Strikes_percent,A_Ground_Strikes_land,A_Ground_Strikes_att,B_Ground_Strikes_land,B_Ground_Strikes_att,A_Ground_Strikes_percent,B_Ground_Strikes_percent,details,event_title,event_url
10,0,Nordine Taleb,Kyle Prepolec,32,125,27,113,0.256,0.2389380530973451,27,39,22,30,0.6923076923076923,0.7333333333333333,31,37,3,10,0.8378378378378378,0.3,89,199,51,151,0.4472361809045226,0.3377483443708609,0,0,1,2,,0.5,1,2,0,0,0.5,,Salleem Haniff                                     27 - 30.          Jason Rodgers                                     27 - 30.          Eric Colon                                     27 - 30.,UFC Fight Night: Iaquinta vs. Cowboy,http://www.ufcstats.com/event-details/351264d11286d09a
11,0,Matt Brown,Jordan Mein,27,67,18,49,0.4029850746268656,0.3673469387755102,13,16,5,8,0.8125,0.625,0,1,1,1,0.0,1.0,17,54,17,42,0.3148148148148148,0.4047619047619047,12,17,1,4,0.7058823529411765,0.25,11,13,6,12,0.8461538461538461,0.5,Elbows to Body On Ground,UFC on FOX: Henderson vs Melendez,http://www.ufcstats.com/event-details/aa79d5399571068e
12,0,Beneil Dariush,Rashid Magomedov,20,61,24,55,0.3278688524590163,0.4363636363636363,28,44,14,20,0.6363636363636364,0.7,12,15,3,3,0.8,1.0,25,71,28,57,0.352112676056338,0.4912280701754385,35,49,13,19,0.7142857142857143,0.6842105263157895,0,0,0,2,,0.0,Derek Cleary                                     27 - 30.          Sal D'amato                                     27 - 30.          Chris Lee                                     28 - 29.,UFC Fight Night: Dos Anjos vs. Ferguson,http://www.ufcstats.com/event-details/6083f497c22cc075
13,0,Rameau Thierry,Sokoudjou Kazuhiro,7,27,1,18,0.2592592592592592,0.0555555555555555,6,6,5,5,1.0,1.0,13,13,0,0,1.0,,20,40,6,23,0.5,0.2608695652173913,4,4,0,0,1.0,,2,2,0,0,1.0,,to          Leg Injury,UFC 84: Ill Will,http://www.ufcstats.com/event-details/2549d63da9c456cb
14,0,Jake Shields,Renato Verissimo,22,47,1,3,0.4680851063829787,0.3333333333333333,6,8,3,4,0.75,0.75,1,1,1,1,1.0,1.0,2,6,0,2,0.3333333333333333,0.0,3,4,4,5,0.75,0.8,24,46,1,1,0.5217391304347826,1.0,Punches to Head From Mount,EliteXC - Uprising,http://www.ufcstats.com/event-details/d56caaa5e123f518
15,0,Andy Ogle,Cole Miller,14,34,17,34,0.4117647058823529,0.5,8,12,4,5,0.6666666666666666,0.8,5,5,0,1,1.0,0.0,23,42,16,35,0.5476190476190477,0.4571428571428571,0,0,3,3,,1.0,4,9,2,2,0.4444444444444444,1.0,Howard Hughes                                     28 - 29.          Andy Roberts                                     28 - 29.          Chris Watts                                     28 - 29.,UFC Fight Night: Machida vs Munoz,http://www.ufcstats.com/event-details/60884f31ead1609c
16,0,Urijah Faber,Michael McDonald,20,35,6,24,0.5714285714285714,0.25,5,7,1,1,0.7142857142857143,1.0,4,4,2,2,1.0,1.0,22,38,9,27,0.5789473684210527,0.3333333333333333,0,1,0,0,0.0,,7,7,0,0,1.0,,Guillotine Choke On Ground,UFC on FOX: Johnson vs. Benavidez 2,http://www.ufcstats.com/event-details/480b702debcb5433
17,0,Edson Barboza,Rafaello Oliveira,9,40,13,33,0.225,0.3939393939393939,17,21,6,9,0.8095238095238095,0.6666666666666666,23,28,0,0,0.8214285714285714,,49,89,19,42,0.550561797752809,0.4523809523809524,0,0,0,0,,,0,0,0,0,,,Kicks to Leg At Distance,UFC 162: Silva vs Weidman,http://www.ufcstats.com/event-details/e0b74df14f52cd15
18,0,Amir Sadollah,CB Dollaway,0,2,4,13,0.0,0.3076923076923077,2,3,0,1,0.6666666666666666,0.0,0,0,2,2,,1.0,2,5,2,4,0.4,0.5,0,0,0,0,,,0,0,4,12,,0.3333333333333333,Armbar From Whizzer,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,http://www.ufcstats.com/event-details/2299605af59fd309
19,0,Zhang Lipeng,Brendan O'Reilly,7,25,7,35,0.28,0.2,6,9,4,8,0.6666666666666666,0.5,6,6,4,7,1.0,0.5714285714285714,9,27,12,41,0.3333333333333333,0.2926829268292683,6,7,3,4,0.8571428571428571,0.75,4,6,0,5,0.6666666666666666,0.0,28 - 29.                                                27 - 30.                                                27 - 30.,UFC Fight Night: Bisping vs Le,http://www.ufcstats.com/event-details/770b9d4813c25902
20,0,Li Jingliang,Dhiego Lima,13,38,5,14,0.3421052631578947,0.3571428571428571,0,0,1,2,,0.5,0,1,0,0,0.0,,4,24,6,16,0.1666666666666666,0.375,0,0,0,0,,,9,15,0,0,0.6,,Punches to Head At Distance,UFC Fight Night: Edgar vs Faber,http://www.ufcstats.com/event-details/b1605ea39fba6af6
21,0,Jorge Rivera,Eric Schafer,6,17,3,6,0.3529411764705882,0.5,0,0,1,1,,1.0,0,0,2,2,,1.0,0,8,1,4,0.0,0.25,0,0,0,0,,,6,9,5,5,0.6666666666666666,1.0,Punches to Head On Ground,UFC on FX: Guillard vs Miller,http://www.ufcstats.com/event-details/4d74641fac830182
22,0,Joe Lauzon,Marcin Held,17,58,20,70,0.293103448275862,0.2857142857142857,3,4,2,5,0.75,0.4,0,0,1,3,,0.3333333333333333,8,46,20,66,0.1739130434782608,0.303030303030303,12,15,3,9,0.8,0.3333333333333333,0,1,0,3,0.0,0.0,Derek Cleary                                     30 - 27.          Jeff Mullen                                     28 - 29.          Marcos Rosales                                     28 - 29.,UFC Fight Night: Rodriguez vs. Penn,http://www.ufcstats.com/event-details/46effbd1135423c5
23,0,Todd Brown,Tim Boetsch,8,46,35,81,0.1739130434782608,0.4320987654320987,8,13,17,21,0.6153846153846154,0.8095238095238095,12,13,8,10,0.9230769230769232,0.8,18,60,35,75,0.3,0.4666666666666667,10,12,15,23,0.8333333333333334,0.6521739130434783,0,0,10,14,,0.7142857142857143,Nelson Hamilton                                     28 - 29.          Dan Stell                                     28 - 29.          Jon Schorle                                     28 - 29.,UFC 117: Silva vs Sonnen,http://www.ufcstats.com/event-details/2f3f12002564bb55
24,0,Ramsey Nijem,CJ Keith,5,14,3,5,0.3571428571428571,0.6,0,1,0,0,0.0,,0,0,2,2,,1.0,2,9,2,4,0.2222222222222222,0.5,0,0,2,2,,1.0,3,6,1,1,0.5,1.0,Punch to Head From Mount,UFC on FX: Maynard vs Guida,http://www.ufcstats.com/event-details/505934897b8b4824
25,0,Chad Laprise,Thibault Gouti,14,31,2,14,0.4516129032258064,0.1428571428571428,0,1,0,0,0.0,,3,3,2,2,1.0,1.0,10,21,4,16,0.4761904761904761,0.25,2,5,0,0,0.4,,5,9,0,0,0.5555555555555556,,Punch to Head At Distance,UFC on FOX: Maia vs. Condit,http://www.ufcstats.com/event-details/cfbccfed4e4796fe
26,0,Rameau Thierry,Sokoudjou Jan,12,17,0,3,0.7058823529411765,0.0,3,3,1,1,1.0,1.0,3,3,0,1,1.0,0.0,6,7,0,4,0.8571428571428571,0.0,1,1,1,1,1.0,1.0,11,15,0,0,0.7333333333333333,,Punches to Head On Ground,DREAM 9: Featherweight Grand Prix 2009 2nd Round,http://www.ufcstats.com/event-details/60029bcf496bd707
27,0,Royce Gracie,Patrick Smith,3,3,0,0,1.0,,0,0,1,2,,0.5,1,1,0,0,1.0,,0,0,0,1,,0.0,1,1,1,1,1.0,1.0,3,3,0,0,1.0,,Punches to Head From Mount      Submission to Strikes,UFC 2: No Way Out,http://www.ufcstats.com/event-details/a6a9ab5a824e8f66
28,0,Peter Sobotta,Steve Kennedy,2,9,1,7,0.2222222222222222,0.1428571428571428,2,2,0,2,1.0,0.0,2,2,2,3,1.0,0.6666666666666666,6,13,3,12,0.4615384615384615,0.25,0,0,0,0,,,0,0,0,0,,,Rear Naked Choke,UFC Fight Night: Jedrzejczyk vs Penne,http://www.ufcstats.com/event-details/194fc025f9355db6
29,0,Pat Barry,Stefan Struve,8,19,10,55,0.4210526315789473,0.1818181818181818,4,4,10,12,1.0,0.8333333333333334,18,22,11,15,0.8181818181818182,0.7333333333333333,29,44,30,81,0.6590909090909091,0.3703703703703703,0,0,1,1,,1.0,1,1,0,0,1.0,,Triangle Choke On Ground,UFC Live: Cruz vs Johnson,http://www.ufcstats.com/event-details/44f9c777fed7ca03
30,0,Chan Sung,Jung George,10,46,30,75,0.217391304347826,0.4,3,5,9,11,0.6,0.8181818181818182,8,8,6,7,1.0,0.8571428571428571,20,58,45,93,0.3448275862068966,0.4838709677419355,1,1,0,0,1.0,,0,0,0,0,,,Kick to Head At Distance,WEC 51: Aldo vs. Gamburyan,http://www.ufcstats.com/event-details/234f3767ff0e5701
31,0,Alexandre Pantoja,Eric Shelton,27,82,31,90,0.3292682926829268,0.3444444444444444,6,10,1,3,0.6,0.3333333333333333,4,7,0,0,0.5714285714285714,,32,92,29,86,0.3478260869565217,0.3372093023255814,3,4,0,3,0.75,0.0,2,3,3,4,0.6666666666666666,0.75,Joe Garcia                                     28 - 29.          Ron Mann                                     29 - 28.          Ben Ramirez                                     28 - 29.,UFC on FOX: Shevchenko vs. Pena,http://www.ufcstats.com/event-details/4512e46543b960ad
32,0,Holly Holm,Bethe Correia,10,33,4,44,0.303030303030303,0.0909090909090909,8,12,6,9,0.6666666666666666,0.6666666666666666,7,8,5,12,0.875,0.4166666666666667,23,50,15,65,0.46,0.2307692307692307,1,1,0,0,1.0,,1,2,0,0,0.5,,Kick to Head At Distance,UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/event-details/353de740bb6c7e75
33,0,Matt Hughes,Sean Sherk,42,86,19,39,0.4883720930232558,0.4871794871794871,2,2,0,0,1.0,,0,0,0,0,,,9,36,2,14,0.25,0.1428571428571428,0,0,3,5,,0.6,35,52,14,20,0.6730769230769231,0.7,Jeff Mullen                                     45 - 48.          Eddie Millis                                     47 - 48.          Doug Crosby                                     46 - 49.,UFC 42: Sudden Impact,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
34,0,Jason DeLucia,Trent Jenkins,3,7,0,5,0.4285714285714285,0.0,0,1,0,1,0.0,0.0,0,1,1,1,0.0,1.0,3,9,1,7,0.3333333333333333,0.1428571428571428,0,0,0,0,,,0,0,0,0,,,Rear Naked Choke,UFC 1: The Beginning,http://www.ufcstats.com/event-details/6420efac0578988b
35,0,Katlyn Chookagian,Jessica Eye,51,180,39,127,0.2833333333333333,0.3070866141732283,9,15,24,42,0.6,0.5714285714285714,5,6,18,21,0.8333333333333334,0.8571428571428571,49,182,70,174,0.2692307692307692,0.4022988505747126,8,9,11,16,0.8888888888888888,0.6875,8,10,0,0,0.8,,Declan Woods                                     28 - 29.          Benoit Roussel                                     29 - 28.          Greg Jackson                                     28 - 29.,UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/event-details/2a74bbba57058f12
36,0,Chas Skelly,Maximo Blanco,0,0,0,0,,,1,1,0,1,1.0,0.0,0,0,0,0,,,1,1,0,1,1.0,0.0,0,0,0,0,,,0,0,0,0,,,D'Arce Choke On Ground      Technical Submission,UFC Fight Night: Poirier vs. Johnson,http://www.ufcstats.com/event-details/d6455cb4bee503ce
37,0,Travis Browne,Aleksei Oleinik,17,48,35,67,0.3541666666666667,0.5223880597014925,16,21,18,18,0.7619047619047619,1.0,2,2,0,0,1.0,,25,59,23,51,0.423728813559322,0.4509803921568627,10,11,16,18,0.9090909090909092,0.8888888888888888,0,1,14,16,0.0,0.875,Rear Naked Choke,UFC 213: Romero vs. Whittaker,http://www.ufcstats.com/event-details/686cccbf1a4de453
38,0,Ryo Chonan,Anderson Silva,20,65,36,72,0.3076923076923077,0.5,3,5,4,4,0.6,1.0,20,24,4,4,0.8333333333333334,1.0,27,61,32,68,0.4426229508196721,0.4705882352941176,3,4,6,6,0.75,1.0,13,29,6,6,0.4482758620689655,1.0,Heel Hook From Scissor Takedown,PRIDE Shockwave 2004,http://www.ufcstats.com/event-details/8738eacd62e82a32
39,0,Anthony Smith,Jimmy Crute,20,32,7,21,0.625,0.3333333333333333,4,5,2,5,0.8,0.4,2,2,9,9,1.0,1.0,26,39,17,33,0.6666666666666666,0.5151515151515151,0,0,0,0,,,0,0,1,2,,0.5,Leg Injury,UFC 261: Usman vs. Masvidal 2,http://www.ufcstats.com/event-details/27541033b97c076d
40,0,Nick Diaz,Joe Hurley,2,8,0,1,0.25,0.0,3,3,0,0,1.0,,1,1,0,0,1.0,,3,8,0,1,0.375,0.0,3,3,0,0,1.0,,0,1,0,0,0.0,,Kimura From Side Control,WEC 6: Return of a Legend,http://www.ufcstats.com/event-details/318e629d1eb7aa49
41,0,Jimi Manuwa,Corey Anderson,5,11,4,24,0.4545454545454545,0.1666666666666666,0,1,0,1,0.0,0.0,1,1,2,2,1.0,1.0,6,13,5,26,0.4615384615384615,0.1923076923076923,0,0,1,1,,1.0,0,0,0,0,,,Punch to Head At Distance,UFC Fight Night: Manuwa vs. Anderson,http://www.ufcstats.com/event-details/c0231720fe516994
42,0,John Teixeira,Hugo Viana,19,98,31,98,0.1938775510204081,0.3163265306122449,19,25,29,38,0.76,0.7631578947368421,14,17,5,5,0.8235294117647058,1.0,39,123,60,127,0.3170731707317073,0.4724409448818897,13,17,5,12,0.7647058823529411,0.4166666666666667,0,0,0,2,,0.0,Mark Collett                                     28 - 29.          Rick Winter                                     29 - 28.          Howard Hughes                                     28 - 29.,UFC 147: Silva vs Franklin 2,http://www.ufcstats.com/event-details/3da19339ee7051d5
43,0,Roy Nelson,Dave Herman,1,3,0,3,0.3333333333333333,0.0,1,1,3,5,1.0,0.6,0,0,0,0,,,2,4,3,8,0.5,0.375,0,0,0,0,,,0,0,0,0,,,Punch to Head At Distance,UFC 146: Dos Santos vs Mir,http://www.ufcstats.com/event-details/4985113c0928aa62
44,0,Yoshihiro Akiyama,Francois Botha,2,9,0,1,0.2222222222222222,0.0,0,0,0,0,,,0,0,0,0,,,0,0,0,1,,0.0,0,0,0,0,,,2,9,0,0,0.2222222222222222,,Armbar From Mount,K-1 Dynamite!! 2004,http://www.ufcstats.com/event-details/365fee2da473b177
45,0,Kazuhiro Nakamura,Chalid Arrab,1,12,7,31,0.0833333333333333,0.2258064516129032,0,0,0,0,,,0,0,0,0,,,1,12,2,19,0.0833333333333333,0.1052631578947368,0,0,0,1,,0.0,0,0,5,11,,0.4545454545454545,Armbar From Mount,PRIDE Bushido 3,http://www.ufcstats.com/event-details/b19fc66613dc75b9
46,0,Tyron Woodley,Jordan Mein,9,28,6,33,0.3214285714285714,0.1818181818181818,5,8,2,2,0.625,1.0,5,6,1,2,0.8333333333333334,0.5,3,16,3,26,0.1875,0.1153846153846153,8,10,1,2,0.8,0.5,8,16,5,9,0.5,0.5555555555555556,Glenn Trowbridge                                     29 - 28.          Tony Weeks                                     28 - 29.          Marcos Rosales                                     27 - 30.,Strikeforce - Rockhold vs. Jardine,http://www.ufcstats.com/event-details/440c9dbab63528fb
47,0,Nate Marquardt,Joe Doerksen,36,80,19,70,0.45,0.2714285714285714,7,10,5,8,0.7,0.625,13,13,2,2,1.0,1.0,44,82,21,69,0.5365853658536586,0.3043478260869565,5,12,2,4,0.4166666666666667,0.5,7,9,3,7,0.7777777777777778,0.4285714285714285,Marcos Rosales                                     27 - 30.          Glenn Trowbridge                                     27 - 30.          Lester Griffin                                     27 - 30.,UFC 58: USA vs Canada,http://www.ufcstats.com/event-details/0e9869d712e81f8f
48,0,Chris Camozzi,Tom Watson,65,117,31,79,0.5555555555555556,0.3924050632911392,14,20,29,37,0.7,0.7837837837837838,8,9,22,24,0.8888888888888888,0.9166666666666666,69,121,58,105,0.5702479338842975,0.5523809523809524,18,25,24,35,0.72,0.6857142857142857,0,0,0,0,,,Point Deducted: Low Blow by Watson                Richard Bertrand                                     27 - 29.          Sal D'amato                                     26 - 30.          Derek Cleary                                     27 - 29.,UFC Fight Night: Teixeira vs Saint Preux,http://www.ufcstats.com/event-details/b71667c778b6d9e5
49,0,Punahele Soriano,Jamie Pickett,29,104,21,47,0.2788461538461538,0.4468085106382978,14,17,11,14,0.8235294117647058,0.7857142857142857,4,5,4,4,0.8,1.0,46,123,35,63,0.3739837398373983,0.5555555555555556,0,1,1,2,0.0,0.5,1,2,0,0,0.5,,27 - 30.                                                27 - 30.                                                26 - 30.,DWCS 3.1,http://www.ufcstats.com/event-details/a5b0bd216d8ba84e
50,0,Cheick Kongo,Travis Browne,19,62,7,50,0.3064516129032258,0.14,7,7,8,16,1.0,0.5,32,40,7,9,0.8,0.7777777777777778,31,76,15,63,0.4078947368421052,0.238095238095238,27,33,7,12,0.8181818181818182,0.5833333333333334,0,0,0,0,,,Point Deducted: Holding Shorts by Kongo                Doug Crosby                                     28 - 28.          Chris Lee                                     28 - 28.          Chris Watts                                     28 - 28.,UFC 120: Bisping vs Akiyama,http://www.ufcstats.com/event-details/d512d9f204059f57
51,0,Alejandro Perez,Song Yadong,0,11,6,15,0.0,0.4,0,0,1,2,,0.5,1,3,1,3,0.3333333333333333,0.3333333333333333,1,14,7,19,0.0714285714285714,0.3684210526315789,0,0,0,0,,,0,0,1,1,,1.0,Punch to Head At Distance,UFC 239: Jones vs. Santos,http://www.ufcstats.com/event-details/6c9383ffab2725a5
52,0,Phil Hawes,Kyle Daukaus,42,75,20,68,0.56,0.2941176470588235,23,25,6,11,0.92,0.5454545454545454,1,1,2,3,1.0,0.6666666666666666,33,57,26,78,0.5789473684210527,0.3333333333333333,18,19,2,3,0.9473684210526316,0.6666666666666666,15,25,0,1,0.6,0.0,Tony Weeks                                     26 - 30.          Mike Bell                                     26 - 30.          Sal D'amato                                     27 - 29.,UFC Fight Night: Rodriguez vs. Waterson,http://www.ufcstats.com/event-details/58a36b4ccf5dc30e
53,0,Romie Aram,Joe Stevenson,26,79,15,32,0.3291139240506329,0.46875,3,3,4,6,1.0,0.6666666666666666,1,1,6,7,1.0,0.8571428571428571,8,13,9,24,0.6153846153846154,0.375,0,0,14,19,,0.7368421052631579,22,70,2,2,0.3142857142857143,1.0,,KOTC 17: San Jacinto,http://www.ufcstats.com/event-details/1a225f04aa6e0739
54,0,Khamzat Chimaev,Kevin Holland,0,1,0,0,0.0,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,1,0,0,0.0,,D'Arce Choke On Ground,UFC 279: Diaz vs. Ferguson,http://www.ufcstats.com/event-details/93bf96be327fcd98
55,0,Quinton Jackson,Keith Jardine,44,138,32,145,0.3188405797101449,0.2206896551724138,4,5,12,15,0.8,0.8,8,8,20,24,1.0,0.8333333333333334,43,127,53,165,0.3385826771653543,0.3212121212121212,9,15,11,19,0.6,0.5789473684210527,4,9,0,0,0.4444444444444444,,Nelson Hamilton                                     28 - 29.          Cecil Peoples                                     27 - 30.          Doug Crosby                                     28 - 29.,UFC 96: Jackson vs Jardine,http://www.ufcstats.com/event-details/29b5791e51e7e832
56,0,Phil Baroni,Ryo Chonan,7,24,1,11,0.2916666666666667,0.0909090909090909,3,5,1,1,0.6,1.0,0,0,11,12,,0.9166666666666666,10,28,13,24,0.3571428571428571,0.5416666666666666,0,0,0,0,,,0,1,0,0,0.0,,Punches to Head At Distance,PRIDE Bushido 8,http://www.ufcstats.com/event-details/c3ea8deeba00462b
57,0,Matt Lindland,Kevin Casey,40,62,1,7,0.6451612903225806,0.1428571428571428,7,7,1,2,1.0,0.5,2,2,0,1,1.0,0.0,1,7,2,9,0.1428571428571428,0.2222222222222222,6,12,0,1,0.5,0.0,42,52,0,0,0.8076923076923077,,Punches to Head On Ground,Strikeforce Challengers 8,http://www.ufcstats.com/event-details/cf9d24e4bd0cf2ce
58,0,Misha Cirkunov,Wellington Turman,20,33,8,12,0.6060606060606061,0.6666666666666666,9,10,6,6,0.9,1.0,1,1,1,1,1.0,1.0,8,16,8,12,0.5,0.6666666666666666,2,2,7,7,1.0,1.0,20,26,0,0,0.7692307692307693,,Armbar From Bottom Guard,UFC Fight Night: Makhachev vs. Green,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
59,0,Daniel Sarafian,Oluwale Bamgbose,0,0,6,15,,0.4,0,0,0,1,,0.0,0,0,2,4,,0.5,0,0,3,13,,0.2307692307692307,0,0,0,0,,,0,0,5,7,,0.7142857142857143,Kick to Head At Distance,UFC Fight Night: Cowboy vs Cowboy,http://www.ufcstats.com/event-details/d56bb6dff2ae77eb
60,0,Jose Aldo,Marlon Vera,17,38,8,33,0.4473684210526316,0.2424242424242424,21,26,11,15,0.8076923076923077,0.7333333333333333,6,6,27,34,1.0,0.7941176470588235,36,62,34,69,0.5806451612903226,0.4927536231884058,8,8,12,13,1.0,0.9230769230769232,0,0,0,0,,,Mike Bell                                     28 - 29.          Eric Colon                                     28 - 29.          Ron McCarthy                                     28 - 29.,UFC Fight Night: Thompson vs. Neal,http://www.ufcstats.com/event-details/e49c2db95e572dc8
61,0,Thales Leites,Jack Hermansson,5,11,25,43,0.4545454545454545,0.5813953488372093,1,1,4,6,1.0,0.6666666666666666,5,5,6,7,1.0,0.8571428571428571,6,9,14,30,0.6666666666666666,0.4666666666666667,1,1,2,2,1.0,1.0,4,7,19,24,0.5714285714285714,0.7916666666666666,Punches to Head From Mount,UFC 224: Nunes vs. Pennington,http://www.ufcstats.com/event-details/67ec58d7cf599835
62,0,Jared Cannonier,Jan Blachowicz,17,68,35,108,0.25,0.324074074074074,1,8,6,9,0.125,0.6666666666666666,8,11,9,10,0.7272727272727273,0.9,23,79,47,120,0.2911392405063291,0.3916666666666666,0,2,0,1,0.0,0.0,3,6,3,6,0.5,0.5,Derek Cleary                                     28 - 29.          Jason Rodgers                                     28 - 29.          David Therien                                     28 - 29.,UFC Fight Night: Lawler vs. Dos Anjos,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
