,Unnamed: 0,Fighter_A,Fighter_B,A_Head_Strikes_land,A_Head_Strikes_att,B_Head_Strikes_land,B_Head_Strikes_att,A_Head_Strikes_percent,B_Head_Strikes_percent,A_Body_Strikes_land,A_Body_Strikes_att,B_Body_Strikes_land,B_Body_Strikes_att,A_Body_Strikes_percent,B_Body_Strikes_percent,A_Leg_Strikes_land,A_Leg_Strikes_att,B_Leg_Strikes_land,B_Leg_Strikes_att,A_Leg_Strikes_percent,B_Leg_Strikes_percent,A_Distance_Strikes_land,A_Distance_Strikes_att,B_Distance_Strikes_land,B_Distance_Strikes_att,A_Distance_Strikes_percent,B_Distance_Strikes_percent,A_Clinch_Strikes_land,A_Clinch_Strikes_att,B_Clinch_Strikes_land,B_Clinch_Strikes_att,A_Clinch_Strikes_percent,B_Clinch_Strikes_percent,A_Ground_Strikes_land,A_Ground_Strikes_att,B_Ground_Strikes_land,B_Ground_Strikes_att,A_Ground_Strikes_percent,B_Ground_Strikes_percent,details,event_title,event_url
1805,0,Ovince Saint,Preux Volkan,61,165,51,138,0.3696969696969697,0.3695652173913043,15,24,17,25,0.625,0.68,0,0,14,19,,0.7368421052631579,69,177,71,166,0.3898305084745763,0.4277108433734939,7,12,11,16,0.5833333333333334,0.6875,0,0,0,0,,,Joe Soliz                                     28 - 29.          Sal D'amato                                     29 - 28.          Joshua Ferraro                                     28 - 29.,UFC Fight Night: Bermudez vs. The Korean Zombie,http://www.ufcstats.com/event-details/6a8a06b542e1516d
1806,0,Ben Rothwell,Chris Barnett,47,88,20,69,0.5340909090909091,0.2898550724637681,10,10,4,5,1.0,0.8,3,3,9,11,1.0,0.8181818181818182,54,94,31,81,0.574468085106383,0.382716049382716,6,7,2,4,0.8571428571428571,0.5,0,0,0,0,,,Guillotine Choke From Side Control,UFC Fight Night: Font vs. Garbrandt,http://www.ufcstats.com/event-details/277ffed20cf07aea
1807,0,Krzysztof Jotko,David Branch,17,69,16,90,0.2463768115942029,0.1777777777777777,11,16,13,21,0.6875,0.6190476190476191,0,0,10,11,,0.9090909090909092,13,64,23,97,0.203125,0.2371134020618556,15,20,11,18,0.75,0.6111111111111112,0,1,5,7,0.0,0.7142857142857143,Jeff Mullen                                     28 - 29.          Chris Reed                                     29 - 28.          Troy Wincapaw                                     28 - 29.,UFC 211: Miocic vs. Dos Santos,http://www.ufcstats.com/event-details/5df10509264586e5
1808,0,Kenny Florian,Joe Lauzon,26,65,5,11,0.4,0.4545454545454545,7,7,0,0,1.0,,2,2,0,1,1.0,0.0,6,12,3,8,0.5,0.375,0,0,0,0,,,29,62,2,4,0.4677419354838709,0.5,Punches to Head From Mount,UFC Fight Night: Florian vs Lauzon,http://www.ufcstats.com/event-details/b9e871af730f826c
1809,0,Santiago Ponzinibbio,Andreas Stahl,35,63,5,23,0.5555555555555556,0.217391304347826,6,7,4,5,0.8571428571428571,0.8,7,7,5,6,1.0,0.8333333333333334,45,73,14,34,0.6164383561643836,0.4117647058823529,1,2,0,0,0.5,,2,2,0,0,1.0,,Punch to Head At Distance,UFC Fight Night: Namajunas vs. VanZant,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d
1810,0,Joshua Burkman,Drew Dober,4,7,5,17,0.5714285714285714,0.2941176470588235,4,6,4,6,0.6666666666666666,0.6666666666666666,3,5,6,6,0.6,1.0,7,14,9,21,0.5,0.4285714285714285,4,4,5,7,1.0,0.7142857142857143,0,0,1,1,,1.0,Punch to Head At Distance,UFC 214: Cormier vs. Jones 2,http://www.ufcstats.com/event-details/ff9578cdbfabd323
1811,0,Ciryl Gane,Tanner Boser,36,125,13,83,0.288,0.1566265060240964,22,27,5,6,0.8148148148148148,0.8333333333333334,7,8,14,15,0.875,0.9333333333333332,57,151,32,104,0.3774834437086092,0.3076923076923077,8,9,0,0,0.8888888888888888,,0,0,0,0,,,Mark Collett                                     26 - 30.          Anthony Dimitriou                                     26 - 30.          Evan Field                                     26 - 30.,UFC Fight Night: Edgar vs. The Korean Zombie,http://www.ufcstats.com/event-details/74fefd43f073cd2f
1812,0,Gray Maynard,Fernando Bruno,18,58,26,85,0.3103448275862069,0.3058823529411765,8,9,6,16,0.8888888888888888,0.375,4,4,0,0,1.0,,13,41,27,83,0.3170731707317073,0.3253012048192771,9,19,5,18,0.4736842105263157,0.2777777777777778,8,11,0,0,0.7272727272727273,,Patricia Morse-Jarman                                     27 - 30.          Glenn Trowbridge                                     27 - 30.          Marcos Rosales                                     27 - 30.,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,http://www.ufcstats.com/event-details/cd42bbe8887bba90
1813,0,Anderson Silva,Israel Albuquerque,18,25,1,14,0.72,0.0714285714285714,2,2,1,1,1.0,1.0,1,1,0,0,1.0,,15,22,1,14,0.6818181818181818,0.0714285714285714,0,0,1,1,,1.0,6,6,0,0,1.0,,Punches to Head From Back Control      Submission to Strikes,Meca 5,http://www.ufcstats.com/event-details/a7f4d0902bb64092
1814,0,Gerald Meerschaert,Oskar Piechota,43,95,17,46,0.4526315789473684,0.3695652173913043,6,7,3,4,0.8571428571428571,0.75,2,2,3,3,1.0,1.0,9,43,18,42,0.2093023255813953,0.4285714285714285,20,28,3,7,0.7142857142857143,0.4285714285714285,22,33,2,4,0.6666666666666666,0.5,Rear Naked Choke,The Ultimate Fighter: Undefeated Finale,http://www.ufcstats.com/event-details/8215e4fe24e8e81b
1815,0,Hermes Franca,Richard Crunkilton,20,47,22,78,0.425531914893617,0.282051282051282,4,4,2,4,1.0,0.5,3,3,5,7,1.0,0.7142857142857143,20,43,16,61,0.4651162790697674,0.2622950819672131,7,10,1,6,0.7,0.1666666666666666,0,1,12,22,0.0,0.5454545454545454,Doug Crosby                                     28 - 29.          Eddie Millis                                     28 - 29.          Cecil Peoples                                     28 - 29.,UFC 42: Sudden Impact,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
1816,0,Mackenzie Dern,Hannah Cifers,2,18,3,19,0.1111111111111111,0.1578947368421052,1,1,3,6,1.0,0.5,2,2,1,1,1.0,1.0,5,21,3,19,0.238095238095238,0.1578947368421052,0,0,4,5,,0.8,0,0,0,2,,0.0,Kneebar From Bottom Guard,UFC Fight Night: Woodley vs. Burns,http://www.ufcstats.com/event-details/14b9e0f2679a2205
1817,0,Renee Forte,Francisco Trevino,11,61,29,78,0.180327868852459,0.3717948717948718,3,8,6,15,0.375,0.4,0,1,12,23,0.0,0.5217391304347826,9,56,26,86,0.1607142857142857,0.3023255813953488,4,13,17,23,0.3076923076923077,0.7391304347826086,1,1,4,7,1.0,0.5714285714285714,Mike Gonzalez                                     28 - 29.          Dan Mathisen                                     28 - 29.          Troy Wincapaw                                     28 - 29.,UFC 171: Hendricks vs Lawler,http://www.ufcstats.com/event-details/179f1948dc234f1f
1818,0,Josh Bryant,Kyle Noke,7,38,28,62,0.1842105263157894,0.4516129032258064,1,2,4,4,0.5,1.0,1,5,18,22,0.2,0.8181818181818182,9,45,43,74,0.2,0.581081081081081,0,0,4,6,,0.6666666666666666,0,0,3,8,,0.375,Punches to Head On Ground,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680
1819,0,Alexis Davis,Jessica Eye,25,64,39,97,0.390625,0.4020618556701031,6,12,0,1,0.5,0.0,22,37,8,13,0.5945945945945946,0.6153846153846154,40,91,40,98,0.4395604395604395,0.4081632653061224,7,14,7,13,0.5,0.5384615384615384,6,8,0,0,0.75,,Junichiro Kamijo                                     28 - 29.          Chris Lee                                     29 - 28.          Marcos Rosales                                     28 - 29.,UFC 170: Rousey vs McMann,http://www.ufcstats.com/event-details/3138fab619faf4d1
1820,0,Darrick Minner,TJ Laramie,1,3,0,3,0.3333333333333333,0.0,13,13,0,1,1.0,0.0,1,1,0,0,1.0,,2,4,0,3,0.5,0.0,13,13,0,1,1.0,0.0,0,0,0,0,,,Guillotine Choke From Guard,UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad
1821,0,Godofredo Pepey,Rony Jason,16,61,13,46,0.2622950819672131,0.2826086956521739,6,9,16,22,0.6666666666666666,0.7272727272727273,10,13,7,8,0.7692307692307693,0.875,24,71,25,63,0.3380281690140845,0.3968253968253968,1,1,2,4,1.0,0.5,7,11,9,9,0.6363636363636364,1.0,Aaron Chatfield                                     28 - 29.          Howard Hughes                                     28 - 29.          Rick Winter                                     28 - 29.,UFC 147: Silva vs Franklin 2,http://www.ufcstats.com/event-details/3da19339ee7051d5
1822,0,Patrick Cote,Steve Vigneault,6,13,1,14,0.4615384615384615,0.0714285714285714,1,2,0,0,0.5,,1,1,1,1,1.0,1.0,7,14,2,15,0.5,0.1333333333333333,0,0,0,0,,,1,2,0,0,0.5,,Punches to Head At Distance,TKO 14,http://www.ufcstats.com/event-details/d1dcd4e96464a53d
1823,0,Jordan Espinosa,David Dvorak,16,119,30,90,0.134453781512605,0.3333333333333333,14,20,8,19,0.7,0.4210526315789473,20,23,30,37,0.8695652173913043,0.8108108108108109,47,156,61,135,0.3012820512820512,0.4518518518518518,3,6,7,11,0.5,0.6363636363636364,0,0,0,0,,,Junichiro Kamijo                                     27 - 30.          Eric Colon                                     27 - 30.          Derek Cleary                                     27 - 30.,UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad
1824,0,Brandon Moreno,Ryan Benoit,35,120,21,80,0.2916666666666667,0.2625,6,10,2,10,0.6,0.2,13,13,0,3,1.0,0.0,42,123,20,85,0.3414634146341463,0.2352941176470588,8,15,2,6,0.5333333333333333,0.3333333333333333,4,5,1,2,0.8,0.5,Jeff Mullen                                     28 - 29.          Rick Winter                                     29 - 28.          Junichiro Kamijo                                     28 - 29.,The Ultimate Fighter: Tournament of Champions Finale,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
1825,0,Scott Smith,Pete Sell,23,86,19,73,0.2674418604651162,0.2602739726027397,0,1,4,6,0.0,0.6666666666666666,3,6,9,11,0.5,0.8181818181818182,24,87,29,82,0.2758620689655172,0.3536585365853658,2,5,3,8,0.4,0.375,0,1,0,0,0.0,,Punch to Head At Distance,The Ultimate Fighter: The Comeback Finale,http://www.ufcstats.com/event-details/baf942f4bcb09894
1826,0,Boston Salmon,Ricky Turcios,31,134,42,177,0.2313432835820895,0.2372881355932203,26,36,35,67,0.7222222222222222,0.5223880597014925,4,4,33,47,1.0,0.7021276595744681,43,150,87,255,0.2866666666666667,0.3411764705882353,18,24,23,36,0.75,0.6388888888888888,0,0,0,0,,,,DWCS 1.1,http://www.ufcstats.com/event-details/88b250ba222c3a98
1827,0,Gian Villante,Derrick Mehmen,41,102,26,197,0.4019607843137255,0.1319796954314721,5,7,2,5,0.7142857142857143,0.4,22,23,1,1,0.9565217391304348,1.0,53,116,27,200,0.4568965517241379,0.135,8,8,2,3,1.0,0.6666666666666666,7,8,0,0,0.875,,Bruce Rasmussen                                     28 - 29.          Susan Thomas-Gitlin                                     27 - 30.          Ralph McKnight                                     27 - 30.,Strikeforce - Barnett vs Cormier,http://www.ufcstats.com/event-details/6e02c318762f52f1
1828,0,Iuri Alcantara,Russell Doane,11,29,13,40,0.3793103448275862,0.325,16,23,1,1,0.6956521739130435,1.0,0,0,0,0,,,19,42,2,18,0.4523809523809524,0.1111111111111111,3,3,1,2,1.0,0.5,5,7,11,21,0.7142857142857143,0.5238095238095238,28 - 29.                                                28 - 29.                                                28 - 29.,UFC Fight Night: Bigfoot vs Arlovski,http://www.ufcstats.com/event-details/a71feb7ea7592a71
1829,0,Eugene Jackson,Keiichiro Yamamiya,19,101,11,55,0.1881188118811881,0.2,1,2,0,0,0.5,,2,2,3,3,1.0,1.0,13,91,13,57,0.1428571428571428,0.2280701754385964,9,14,1,1,0.6428571428571429,1.0,0,0,0,0,,,Punch to Head At Distance,UFC 23: Ultimate Japan 2,http://www.ufcstats.com/event-details/a8fa0c4e95512806
1830,0,Albert Cheng,Anying Wang,4,10,10,37,0.4,0.2702702702702703,1,2,0,1,0.5,0.0,0,0,3,7,,0.4285714285714285,5,12,13,45,0.4166666666666667,0.2888888888888888,0,0,0,0,,,0,0,0,0,,,Eye Injury,UFC Fight Night: Kim vs Hathaway,http://www.ufcstats.com/event-details/a26198ba5093147e
1831,0,Glover Teixeira,Nikita Krylov,39,67,20,66,0.582089552238806,0.303030303030303,4,4,17,19,1.0,0.8947368421052632,0,0,10,10,,1.0,22,45,37,85,0.4888888888888889,0.4352941176470588,10,10,3,3,1.0,1.0,11,16,7,7,0.6875,1.0,Dave Hagen                                     28 - 29.          Mike Bell                                     29 - 28.          Sal D'amato                                     28 - 29.,UFC Fight Night: Cowboy vs. Gaethje,http://www.ufcstats.com/event-details/4834ff149dc9542a
1832,0,Devonte Smith,Ludovit Klein,19,58,25,56,0.3275862068965517,0.4464285714285714,25,30,25,28,0.8333333333333334,0.8928571428571429,9,10,10,11,0.9,0.9090909090909092,31,73,42,72,0.4246575342465753,0.5833333333333334,22,25,18,23,0.88,0.782608695652174,0,0,0,0,,,Doug Crosby                                     28 - 29.          Tony Weeks                                     29 - 28.          Sal D'amato                                     27 - 30.,UFC 272: Covington vs. Masvidal,http://www.ufcstats.com/event-details/75e0d3cc2262b732
1833,0,Miesha Tate,Rin Nakai,33,87,7,28,0.3793103448275862,0.25,18,24,6,16,0.75,0.375,4,5,3,3,0.8,1.0,28,79,7,24,0.3544303797468354,0.2916666666666667,25,33,9,21,0.7575757575757576,0.4285714285714285,2,4,0,2,0.5,0.0,28 - 29.                                                27 - 30.                                                27 - 30.,UFC Fight Night: Hunt vs Nelson,http://www.ufcstats.com/event-details/2dea80c069847321
1834,0,Matt Lindland,Travis Lutter,6,17,0,4,0.3529411764705882,0.0,1,2,0,0,0.5,,4,6,0,0,0.6666666666666666,,0,4,0,4,0.0,0.0,10,16,0,0,0.625,,1,5,0,0,0.2,,Guillotine Choke After Drop to Half Guard,UFC 52: Couture vs Liddell 2,http://www.ufcstats.com/event-details/c933d423ebdbbbdb
1835,0,Johnny Eduardo,Matthew Lopez,11,23,43,57,0.4782608695652174,0.7543859649122807,0,1,0,0,0.0,,5,6,0,0,0.8333333333333334,,16,30,4,12,0.5333333333333333,0.3333333333333333,0,0,0,0,,,0,0,39,45,,0.8666666666666667,Punches to Head On Ground,UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/event-details/1507214bbc7a79e2
1836,0,Mohammed Usman,Zac Pauga,11,39,14,29,0.282051282051282,0.4827586206896552,1,1,9,10,1.0,0.9,0,0,9,11,,0.8181818181818182,9,35,31,49,0.2571428571428571,0.6326530612244898,1,2,1,1,0.5,1.0,2,3,0,0,0.6666666666666666,,Punch to Head At Distance,UFC Fight Night: Santos vs. Hill,http://www.ufcstats.com/event-details/8f6a18831a120817
1837,0,Amanda Nunes,Germaine de,63,162,19,48,0.3888888888888889,0.3958333333333333,4,6,11,15,0.6666666666666666,0.7333333333333333,12,16,10,10,0.75,1.0,15,46,19,42,0.3260869565217391,0.4523809523809524,2,3,12,13,0.6666666666666666,0.9230769230769232,62,135,9,18,0.4592592592592592,0.5,Sal D'amato                                     44 - 49.          Dave Hagen                                     46 - 49.          Ron McCarthy                                     45 - 49.,UFC 245: Usman vs. Covington,http://www.ufcstats.com/event-details/4565d435005319c0
1838,0,Ovince Saint,Preux Rafael,43,86,7,16,0.5,0.4375,6,14,0,0,0.4285714285714285,,2,2,3,6,1.0,0.5,18,53,8,17,0.3396226415094339,0.4705882352941176,5,8,0,3,0.625,0.0,28,41,2,2,0.6829268292682927,1.0,Sal D'amato                                     27 - 30.          Tony Weeks                                     27 - 30.          Glenn Trowbridge                                     28 - 29.,UFC Fight Night: Hendricks vs Thompson,http://www.ufcstats.com/event-details/de99da2c0d18d34a
1839,0,Shane Burgos,Kurt Holobaugh,13,19,14,40,0.6842105263157895,0.35,2,3,1,2,0.6666666666666666,0.5,2,2,6,9,1.0,0.6666666666666666,17,24,19,48,0.7083333333333334,0.3958333333333333,0,0,1,2,,0.5,0,0,1,1,,1.0,Armbar From Bottom Guard,UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8
1840,0,Bryan Caraway,Johnny Bedford,38,99,30,108,0.3838383838383838,0.2777777777777778,5,8,16,19,0.625,0.8421052631578947,0,1,4,4,0.0,1.0,41,106,45,126,0.3867924528301887,0.3571428571428571,1,1,5,5,1.0,1.0,1,1,0,0,1.0,,Guillotine Choke On Ground,UFC 159: Jones vs Sonnen,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
1841,0,Court McGee,Ramiz Brahimaj,30,63,21,51,0.4761904761904761,0.4117647058823529,17,21,10,10,0.8095238095238095,1.0,7,7,1,1,1.0,1.0,46,81,25,53,0.5679012345679012,0.4716981132075472,4,6,7,9,0.6666666666666666,0.7777777777777778,4,4,0,0,1.0,,Mike Bell                                     27 - 30.          Junichiro Kamijo                                     27 - 30.          Tony Weeks                                     27 - 30.,UFC Fight Night: Kattar vs. Chikadze,http://www.ufcstats.com/event-details/f5585e675af7afd4
1842,0,Irene Aldana,Yana Kunitskaya,28,53,8,28,0.5283018867924528,0.2857142857142857,6,10,9,12,0.6,0.75,3,3,7,9,1.0,0.7777777777777778,13,29,18,41,0.4482758620689655,0.4390243902439024,3,4,6,8,0.75,0.75,21,33,0,0,0.6363636363636364,,Punches to Head On Ground,UFC 264: Poirier vs. McGregor 3,http://www.ufcstats.com/event-details/8a0be41c0380188d
1843,0,Cody Stamann,Alejandro Perez,21,77,17,87,0.2727272727272727,0.1954022988505747,19,30,8,13,0.6333333333333333,0.6153846153846154,8,14,16,21,0.5714285714285714,0.7619047619047619,46,117,33,108,0.3931623931623931,0.3055555555555556,2,4,3,8,0.5,0.375,0,0,5,5,,1.0,Derek Cleary                                     28 - 29.          Tony Weeks                                     28 - 29.          Dave Hagen                                     27 - 30.,UFC 235: Jones vs. Smith,http://www.ufcstats.com/event-details/2d5fbe2103f97053
1844,0,Nick Hein,Yusuke Kasuya,33,95,20,70,0.3473684210526316,0.2857142857142857,5,8,15,18,0.625,0.8333333333333334,8,9,9,11,0.8888888888888888,0.8181818181818182,45,110,43,98,0.4090909090909091,0.4387755102040816,1,2,1,1,0.5,1.0,0,0,0,0,,,Christopher Shen                                     27 - 30.          Evan Field                                     28 - 29.          Albert Shen                                     28 - 29.,UFC Fight Night: Barnett vs Nelson,http://www.ufcstats.com/event-details/a4dd5c9a75763295
1845,0,Duane Ludwig,Sammy Morgan,6,16,0,8,0.375,0.0,8,8,0,0,1.0,,1,1,2,2,1.0,1.0,4,11,2,8,0.3636363636363636,0.25,7,8,0,2,0.875,0.0,4,6,0,0,0.6666666666666666,,Punches to Head On Ground      Submission to Strikes,Strikeforce - Payback,http://www.ufcstats.com/event-details/d468288756ae3982
1846,0,Ronaldo Candido,Carlos Candelario,19,51,49,105,0.3725490196078431,0.4666666666666667,3,5,2,10,0.6,0.2,3,3,7,7,1.0,1.0,16,42,20,62,0.3809523809523809,0.3225806451612903,1,3,8,12,0.3333333333333333,0.6666666666666666,8,14,30,48,0.5714285714285714,0.625,Adalaide Byrd                                     28 - 29.          Patricia Morse-Jarman                                     28 - 29.          Junichiro Kamijo                                     28 - 29.,DWCS 1.4,http://www.ufcstats.com/event-details/5f2197acaba7d5ef
1847,0,Rogerio Nogueira,Patrick Cummins,30,55,6,25,0.5454545454545454,0.24,0,3,0,2,0.0,0.0,0,0,6,9,,0.6666666666666666,23,50,12,33,0.46,0.3636363636363636,2,3,0,3,0.6666666666666666,0.0,5,5,0,0,1.0,,Punches to Head In Clinch,UFC 198: Werdum vs Miocic,http://www.ufcstats.com/event-details/a4bf17bd3ba3423b
1848,0,Noad Lahat,Diego Rivas,4,9,5,9,0.4444444444444444,0.5555555555555556,2,3,0,0,0.6666666666666666,,1,1,0,0,1.0,,3,7,1,5,0.4285714285714285,0.2,1,1,0,0,1.0,,3,5,4,4,0.6,1.0,Flying Knee Head,UFC Fight Night: Hendricks vs Thompson,http://www.ufcstats.com/event-details/de99da2c0d18d34a
1849,0,Dan Miller,Nate Marquardt,7,33,41,71,0.2121212121212121,0.5774647887323944,2,3,2,3,0.6666666666666666,0.6666666666666666,1,2,4,4,0.5,1.0,8,34,24,49,0.2352941176470588,0.4897959183673469,2,4,3,3,0.5,1.0,0,0,20,26,,0.7692307692307693,Doug Crosby                                     27 - 30.          Cardo Urso                                     27 - 30.          Jon Bilyk                                     27 - 30.,UFC 128: Shogun vs Jones,http://www.ufcstats.com/event-details/1411c630ba711b64
1850,0,Manel Kape,Zhalgas Zhumagulov,39,56,19,61,0.6964285714285714,0.3114754098360656,5,7,6,11,0.7142857142857143,0.5454545454545454,9,9,6,7,1.0,0.8571428571428571,53,72,31,78,0.7361111111111112,0.3974358974358974,0,0,0,1,,0.0,0,0,0,0,,,Punches to Head At Distance,UFC Fight Night: Font vs. Aldo,http://www.ufcstats.com/event-details/509697e08673d2e5
1851,0,Bethe Correia,Raquel Pennington,45,137,45,96,0.3284671532846715,0.46875,13,23,22,26,0.5652173913043478,0.8461538461538461,8,11,8,8,0.7272727272727273,1.0,47,141,46,89,0.3333333333333333,0.5168539325842697,19,30,29,41,0.6333333333333333,0.7073170731707317,0,0,0,0,,,Sal D'amato                                     28 - 29.          Richard Davis                                     29 - 28.          Chris Lee                                     28 - 29.,UFC on FOX: Teixeira vs Evans,http://www.ufcstats.com/event-details/e7e970d508529bf3
1852,0,Joe Soto,Brett Johns,0,0,1,9,,0.1111111111111111,0,0,0,0,,,0,0,0,0,,,0,0,1,9,,0.1111111111111111,0,0,0,0,,,0,0,0,0,,,Calf Slicer On Ground,The Ultimate Fighter: A New World Champion Finale,http://www.ufcstats.com/event-details/30e8b4505f5ccf92
1853,0,Mark Hall,Koji Kitao,2,2,1,2,1.0,0.5,0,0,0,0,,,1,1,0,0,1.0,,2,2,0,1,1.0,0.0,0,0,1,1,,1.0,1,1,0,0,1.0,,Nose Injury,UFC 9: Motor City Madness,http://www.ufcstats.com/event-details/a390eb8a9b2df298
1854,0,Renato Sobral,Mike Whitehead,26,84,18,68,0.3095238095238095,0.2647058823529412,16,20,5,9,0.8,0.5555555555555556,11,11,0,0,1.0,,29,87,16,62,0.3333333333333333,0.2580645161290322,24,28,7,15,0.8571428571428571,0.4666666666666667,0,0,0,0,,,Alejandro Rochin                                     27 - 30.          Lester Griffin                                     27 - 30.          Nelson Hamilton                                     27 - 30.,Affliction - Banned,http://www.ufcstats.com/event-details/69b69c0178c4004d
1855,0,Mariya Agapova,Shana Dobson,18,40,18,30,0.45,0.6,4,6,5,5,0.6666666666666666,1.0,0,0,1,1,,1.0,10,28,6,14,0.3571428571428571,0.4285714285714285,2,2,3,3,1.0,1.0,10,16,15,19,0.625,0.7894736842105263,Punches to Head From Mount,UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0
1856,0,Jimi Manuwa,Thiago Santos,15,30,27,58,0.5,0.4655172413793103,12,12,13,14,1.0,0.9285714285714286,0,0,2,2,,1.0,8,20,20,45,0.4,0.4444444444444444,17,19,22,28,0.8947368421052632,0.7857142857142857,2,3,0,1,0.6666666666666666,0.0,Punch to Head In Clinch,UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/event-details/2a74bbba57058f12
1857,0,Darren Elkins,Ryan Hall,8,83,15,47,0.0963855421686747,0.3191489361702128,11,20,13,27,0.55,0.4814814814814814,10,23,8,9,0.4347826086956521,0.8888888888888888,16,84,34,78,0.1904761904761904,0.4358974358974359,1,3,0,1,0.3333333333333333,0.0,12,39,2,4,0.3076923076923077,0.5,Wade Vierra                                     28 - 29.          Marcos Rosales                                     28 - 29.          Ron McCarthy                                     27 - 30.,UFC Fight Night: De Randamie vs. Ladd,http://www.ufcstats.com/event-details/2f8f3c69522db931
1858,0,Robbie Lawler,Steve Berger,16,39,2,26,0.4102564102564102,0.0769230769230769,12,12,8,10,1.0,0.8,0,0,1,1,,1.0,3,14,0,16,0.2142857142857142,0.0,17,23,11,21,0.7391304347826086,0.5238095238095238,8,14,0,0,0.5714285714285714,,Punch to Head At Distance,UFC 37.5: As Real As It Gets,http://www.ufcstats.com/event-details/9ccdd2ce45903f34
1859,0,Gilbert Melendez,Josh Thomson,74,283,32,167,0.2614840989399293,0.1916167664670658,8,13,26,38,0.6153846153846154,0.6842105263157895,21,24,16,18,0.875,0.8888888888888888,85,279,62,199,0.3046594982078853,0.3115577889447236,16,36,11,23,0.4444444444444444,0.4782608695652174,2,5,1,1,0.4,1.0,Cecil Peoples                                     47 - 49.          Nelson Hamilton                                     46 - 49.          Steve Morrow                                     46 - 49.,Strikeforce - Evolution,http://www.ufcstats.com/event-details/ff2c606c8bc365e3
1860,0,Thiago Santos,Johnny Walker,9,40,7,55,0.225,0.1272727272727272,16,28,9,20,0.5714285714285714,0.45,19,37,32,55,0.5135135135135135,0.5818181818181818,42,103,46,127,0.4077669902912621,0.3622047244094488,2,2,2,3,1.0,0.6666666666666666,0,0,0,0,,,Derek Cleary                                     47 - 48.          Sal D'amato                                     47 - 48.          Junichiro Kamijo                                     47 - 48.,UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5
1861,0,Gleison Tibau,Abel Trujillo,3,5,0,0,0.6,,0,0,0,0,,,0,0,0,0,,,0,2,0,0,0.0,,0,0,0,0,,,3,3,0,0,1.0,,Rear Naked Choke      Overturned - Failed Drug Test by Tibau,UFC Fight Night: Belfort vs Henderson 3,http://www.ufcstats.com/event-details/5345f86680378fc1
1862,0,Dave Menne,Gil Castillo,38,86,5,20,0.4418604651162791,0.25,16,18,3,4,0.8888888888888888,0.75,16,21,1,1,0.7619047619047619,1.0,24,59,7,23,0.4067796610169492,0.3043478260869565,30,42,2,2,0.7142857142857143,1.0,16,24,0,0,0.6666666666666666,,Point Deducted: Illegal Knee by Menne                Tony Weeks                                     45 - 49.          Doug Crosby                                     42 - 49.          Jeff Mullen                                     44 - 49.,UFC 33: Victory in Vegas,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
1863,0,Syuri Kondo,Chan-Mi Jeon,100,244,73,299,0.4098360655737705,0.2441471571906354,26,29,12,27,0.896551724137931,0.4444444444444444,9,11,10,14,0.8181818181818182,0.7142857142857143,123,268,92,329,0.458955223880597,0.2796352583586626,12,16,3,11,0.75,0.2727272727272727,0,0,0,0,,,Evan Field                                     29 - 28.          Anthony Dimitriou                                     27 - 30.          Ben Cartlidge                                     27 - 30.,UFC Fight Night: Saint Preux vs. Okami,http://www.ufcstats.com/event-details/9211aae062b799d6
1864,0,Mark Hunt,Tsuyoshi Kohsaka,78,180,36,113,0.4333333333333333,0.3185840707964602,5,6,5,9,0.8333333333333334,0.5555555555555556,3,3,4,4,1.0,1.0,76,175,38,118,0.4342857142857143,0.3220338983050847,4,6,6,7,0.6666666666666666,0.8571428571428571,6,8,1,1,0.75,1.0,Punch to Head At Distance,PRIDE Total Elimination Absolute,http://www.ufcstats.com/event-details/83b743fedde154fb
1865,0,Matthew Riddle,Sean Pierson,31,248,86,215,0.125,0.4,1,7,15,24,0.1428571428571428,0.625,3,3,11,14,1.0,0.7857142857142857,31,249,86,218,0.1244979919678714,0.3944954128440367,1,4,15,21,0.25,0.7142857142857143,3,5,11,14,0.6,0.7857142857142857,Sal D'amato                                     27 - 30.          Nelson Hamilton                                     27 - 30.          David Therien                                     27 - 30.,UFC 124: St-Pierre vs Koscheck 2,http://www.ufcstats.com/event-details/132f860d02953f4c
