,Unnamed: 0,fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event
6,6,Luigi Fioravanti,Dave Menne,Welterweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,KO/TKO,UFC-Fight-Night-Sanchez-vs-Riggs
7,7,Brock Larson,Keita Nakamura,Welterweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,Decision - Unanimous,UFC-Fight-Night-Sanchez-vs-Riggs
8,8,Logan Clark,Steve Byrnes,Middleweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,Decision - Unanimous,UFC-Fight-Night-Sanchez-vs-Riggs
0,0,Vitor Belfort,Dan Henderson,Middleweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,KO/TKO,ufc-fight-night-sao-paulo-2015
1,1,Glover Teixeira,Patrick Cummins,Light Heavyweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,KO/TKO,ufc-fight-night-sao-paulo-2015
2,2,Thomas Almeida,Anthony Birchak,Bantamweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,KO/TKO,ufc-fight-night-sao-paulo-2015
3,3,Alex Oliveira,Piotr Hallmann,Lightweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,KO/TKO,ufc-fight-night-sao-paulo-2015
4,4,Gilbert Burns,Rashid Magomedov,Lightweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,DEC,ufc-fight-night-sao-paulo-2015
5,5,Fabio Maldonado,Corey Anderson,Light Heavyweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,DEC,ufc-fight-night-sao-paulo-2015
6,6,Gleison Tibau,Abel Trujillo,Lightweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,SUB,ufc-fight-night-sao-paulo-2015
7,7,Yan Cabral,Johnny Case,Lightweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,DEC,ufc-fight-night-sao-paulo-2015
8,8,Clay Guida,Thiago Tavares,Featherweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,SUB,ufc-fight-night-sao-paulo-2015
9,9,Kevin Souza,Chas Skelly,Featherweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,SUB,ufc-fight-night-sao-paulo-2015
10,10,Viscardi Andrade,Gasan Umalatov,Welterweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,DEC,ufc-fight-night-sao-paulo-2015
11,11,Pedro Munhoz,Jimmie Rivera,Bantamweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,DEC,ufc-fight-night-sao-paulo-2015
12,12,Bruno Korea,Matheus Nicolau,Bantamweight Bout,,,ufc-fight-night-sao-paulo-2015,https://www.ufc.com/event/ufc-fight-night-sao-paulo-2015,SUB,ufc-fight-night-sao-paulo-2015
0,0,Max Holloway,Charles Oliveira,Featherweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,KO/TKO,ufc-fight-night-saskatoon-canada-2015
1,1,Neil Magny,Erick Silva,Welterweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,DEC,ufc-fight-night-saskatoon-canada-2015
2,2,Patrick Cote,Joshua Burkman,Welterweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,KO/TKO,ufc-fight-night-saskatoon-canada-2015
3,3,Chad Laprise,Francisco Trinaldo,Lightweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,KO/TKO,ufc-fight-night-saskatoon-canada-2015
4,4,Olivier Aubin-Mercier,Tony Sims,Lightweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,DEC,ufc-fight-night-saskatoon-canada-2015
5,5,Maryna Moroz,Valerie Letourneau,Women's Strawweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,DEC,ufc-fight-night-saskatoon-canada-2015
6,6,Sam Stout,Frankie Perez,Lightweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,KO/TKO,ufc-fight-night-saskatoon-canada-2015
7,7,Yves Jabouin,Felipe Arantes,Bantamweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,SUB,ufc-fight-night-saskatoon-canada-2015
8,8,Marcos Rogerio de Lima,Nikita Krylov,Light Heavyweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,SUB,ufc-fight-night-saskatoon-canada-2015
9,9,Chris Kelades,Chris Beal,Flyweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,DEC,ufc-fight-night-saskatoon-canada-2015
10,10,Shane Campbell,Elias Silverio,Lightweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,DEC,ufc-fight-night-saskatoon-canada-2015
11,11,Misha Cirkunov,,Light Heavyweight Bout,,,ufc-fight-night-saskatoon-canada-2015,https://www.ufc.com/event/ufc-fight-night-saskatoon-canada-2015,KO/TKO,ufc-fight-night-saskatoon-canada-2015
0,0,Benson Henderson,Jorge Masvidal,Welterweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,DEC,ufc-fight-night-seoul-south-korea-2015
1,1,Dong Hyun Ma,,Welterweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,KO/TKO,ufc-fight-night-seoul-south-korea-2015
2,2,Yoshihiro Akiyama,Alberto Mina,Welterweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,DEC,ufc-fight-night-seoul-south-korea-2015
3,3,Dooho Choi,Sam Sicilia,Featherweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,KO/TKO,ufc-fight-night-seoul-south-korea-2015
4,4,Dongi Yang,Jake Collier,Middleweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,KO/TKO,ufc-fight-night-seoul-south-korea-2015
5,5,Yui Chul Nam,Mike De La Torre,Featherweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,DEC,ufc-fight-night-seoul-south-korea-2015
6,6,Tae Hyun Bang,,Lightweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,DEC,ufc-fight-night-seoul-south-korea-2015
7,7,Seohee Ham,Cortney Casey,Women's Strawweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,DEC,ufc-fight-night-seoul-south-korea-2015
8,8,Yao Zhikui,Fredy Serrano,Flyweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,KO/TKO,ufc-fight-night-seoul-south-korea-2015
9,9,Ning Guangyou,,Bantamweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,DEC,ufc-fight-night-seoul-south-korea-2015
10,10,Dominique Steele,Dong Hyun Ma,Welterweight Bout,,,ufc-fight-night-seoul-south-korea-2015,https://www.ufc.com/event/ufc-fight-night-seoul-south-korea-2015,KO/TKO,ufc-fight-night-seoul-south-korea-2015
0,0,Alistair Overeem,Augusto Sakai,Heavyweight Bout,-160.0,140.0,ufc-fight-night-sept-05-2020,https://www.ufc.com/event/ufc-fight-night-sept-05-2020,KO/TKO,ufc-fight-night-sept-05-2020
1,1,Ovince Saint Preux,Alonzo Menifield,Light Heavyweight Bout,,,ufc-fight-night-sept-05-2020,https://www.ufc.com/event/ufc-fight-night-sept-05-2020,,ufc-fight-night-sept-05-2020
2,2,Michel Pereira,Zelim Imadaev,Welterweight Bout,-125.0,105.0,ufc-fight-night-sept-05-2020,https://www.ufc.com/event/ufc-fight-night-sept-05-2020,SUB,ufc-fight-night-sept-05-2020
3,3,Andre Muniz,Bartosz Fabinski,Middleweight Bout,140.0,-160.0,ufc-fight-night-sept-05-2020,https://www.ufc.com/event/ufc-fight-night-sept-05-2020,SUB,ufc-fight-night-sept-05-2020
4,4,Brian Kelleher,Ray Rodriguez,Featherweight Bout,,,ufc-fight-night-sept-05-2020,https://www.ufc.com/event/ufc-fight-night-sept-05-2020,SUB,ufc-fight-night-sept-05-2020
5,5,Viviane Araujo,Montana De La Rosa,Women's Flyweight Bout,-180.0,160.0,ufc-fight-night-sept-05-2020,https://www.ufc.com/event/ufc-fight-night-sept-05-2020,DEC,ufc-fight-night-sept-05-2020
6,6,Cole Smith,Hunter Azure,Bantamweight Bout,200.0,-240.0,ufc-fight-night-sept-05-2020,https://www.ufc.com/event/ufc-fight-night-sept-05-2020,DEC,ufc-fight-night-sept-05-2020
0,0,Ciryl Gane,Tai Tuivasa,Heavyweight Bout,-560,430,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,KO/TKO,ufc-fight-night-september-03-2022
1,1,Robert Whittaker,Marvin Vettori,Middleweight Bout,-210,180,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,Decision - Unanimous,ufc-fight-night-september-03-2022
2,2,Nassourdine Imavov,Joaquin Buckley,Middleweight Bout,-240,200,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,Decision - Unanimous,ufc-fight-night-september-03-2022
3,3,Alessio Di Chirico,Roman Kopylov,Middleweight Bout,-105,-115,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,KO/TKO,ufc-fight-night-september-03-2022
4,4,William Gomis,Jarno Errens,Featherweight Bout,-225,190,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,Decision - Unanimous,ufc-fight-night-september-03-2022
5,5,Charles Jourdain,Nathaniel Wood,Featherweight Bout,-135,115,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,Decision - Unanimous,ufc-fight-night-september-03-2022
6,6,Abus Magomedov,Dustin Stoltzfus,Middleweight Bout,-295,245,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,KO/TKO,ufc-fight-night-september-03-2022
7,7,John Makdessi,Nasrat Haqparast,Lightweight Bout,195,-230,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,Decision - Unanimous,ufc-fight-night-september-03-2022
8,8,Farès Ziam,Michal Figlak,Lightweight Bout,165,-195,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,Decision - Unanimous,ufc-fight-night-september-03-2022
9,9,Benoît Saint-Denis,Gabriel Miranda,Lightweight Bout,-300,250,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,KO/TKO,ufc-fight-night-september-03-2022
10,10,Khalid Taha,Cristian Quiñonez,Bantamweight Bout,-115,-105,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,KO/TKO,ufc-fight-night-september-03-2022
11,11,Stephanie Egger,Ailin Perez,Women's Featherweight Bout,-265,225,ufc-fight-night-september-03-2022,https://www.ufc.com/event/ufc-fight-night-september-03-2022,Submission,ufc-fight-night-september-03-2022
0,0,Derek Brunson,Darren Till,Middleweight Bout,160,-190,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,Submission,ufc-fight-night-september-04-2021
1,1,Tom Aspinall,Serghei Spivac,Heavyweight Bout,-180,155,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,KO/TKO,ufc-fight-night-september-04-2021
2,2,Alex Morono,David Zawada,Welterweight Bout,-135,115,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,Decision - Unanimous,ufc-fight-night-september-04-2021
3,3,Modestas Bukauskas,Khalil Rountree Jr.,Light Heavyweight Bout,-155,135,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,KO/TKO,ufc-fight-night-september-04-2021
4,4,Paddy Pimblett,Luigi Vendramini,Lightweight Bout,-155,135,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,KO/TKO,ufc-fight-night-september-04-2021
5,5,Molly McCann,Ji Yeon Kim,Women's Flyweight Bout,-110,-110,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,Decision - Unanimous,ufc-fight-night-september-04-2021
6,6,Jack Shore,Liudvik Sholinian,Bantamweight Bout,-490,360,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,Decision - Unanimous,ufc-fight-night-september-04-2021
7,7,Julian Erosa,Charles Jourdain,Catchweight Bout,160,-190,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,Submission,ufc-fight-night-september-04-2021
8,8,Dalcha Lungiambula,Marc-Andre Barriault,Middleweight Bout,115,-135,ufc-fight-night-september-04-2021,https://www.ufc.com/event/ufc-fight-night-september-04-2021,Decision - Unanimous,ufc-fight-night-september-04-2021
0,0,Michelle Waterson-Gomez,Angela Hill,Women's Strawweight Bout,105.0,-125.0,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,DEC,ufc-fight-night-september-12-2020
1,1,Ottman Azaitar,Khama Worthy,Lightweight Bout,110.0,-130.0,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,KO/TKO,ufc-fight-night-september-12-2020
2,2,Roxanne Modafferi,Andrea Lee,Women's Flyweight Bout,,,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,DEC,ufc-fight-night-september-12-2020
3,3,Ed Herman,Mike Rodriguez,Light Heavyweight Bout,200.0,-240.0,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,SUB,ufc-fight-night-september-12-2020
4,4,Bobby Green,Alan Patrick,Lightweight Bout,-260.0,220.0,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,DEC,ufc-fight-night-september-12-2020
5,5,Billy Quarantillo,Kyle Nelson,Featherweight Bout,-250.0,210.0,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,KO/TKO,ufc-fight-night-september-12-2020
6,6,Julia Avila,Sijara Eubanks,Women's Bantamweight Bout,-300.0,250.0,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,DEC,ufc-fight-night-september-12-2020
7,7,Roosevelt Roberts,Kevin Croom,Lightweight Bout,,,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,SUB,ufc-fight-night-september-12-2020
8,8,Alexandr Romanov,Roque Martinez,Heavyweight Bout,,,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,SUB,ufc-fight-night-september-12-2020
9,9,Brok Weaver,Jalin Turner,Catchweight Bout,,,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,SUB,ufc-fight-night-september-12-2020
10,10,Bryan Barberena,Anthony Ivy,Welterweight Bout,-270.0,230.0,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,DEC,ufc-fight-night-september-12-2020
11,11,Sabina Mazo,Justine Kish,Women's Flyweight Bout,-250.0,210.0,ufc-fight-night-september-12-2020,https://www.ufc.com/event/ufc-fight-night-september-12-2020,SUB,ufc-fight-night-september-12-2020
0,0,Donald Cerrone,Justin Gaethje,Lightweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,KO/TKO,ufc-fight-night-september-14-2019
1,1,Glover Teixeira,Nikita Krylov,Light Heavyweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,DEC,ufc-fight-night-september-14-2019
2,2,Todd Duffee,Jeff Hughes,Heavyweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,No Contest,ufc-fight-night-september-14-2019
3,3,Michel Pereira,Tristan Connelly,Welterweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,DEC,ufc-fight-night-september-14-2019
4,4,Uriah Hall,Antonio Carlos Junior,Middleweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,DEC,ufc-fight-night-september-14-2019
5,5,Misha Cirkunov,Jimmy Crute,Light Heavyweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,SUB,ufc-fight-night-september-14-2019
6,6,Marcin Tybura,Augusto Sakai,Heavyweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,KO/TKO,ufc-fight-night-september-14-2019
7,7,Cole Smith,Miles Johns,Bantamweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,DEC,ufc-fight-night-september-14-2019
8,8,Brad Katona,Hunter Azure,Bantamweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,DEC,ufc-fight-night-september-14-2019
9,9,Chas Skelly,Jordan Griffin,Featherweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,DEC,ufc-fight-night-september-14-2019
10,10,Louis Smolka,Ryan MacDonald,Bantamweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,KO/TKO,ufc-fight-night-september-14-2019
11,11,Kyle Prepolec,Austin Hubbard,Lightweight Bout,,,ufc-fight-night-september-14-2019,https://www.ufc.com/event/ufc-fight-night-september-14-2019,DEC,ufc-fight-night-september-14-2019
0,0,Cory Sandhagen,Yadong Song,Bantamweight Bout,-190,160,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
1,1,Chidi Njokuani,Gregory Rodrigues,Middleweight Bout,-125,105,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
2,2,Andre Fili,Bill Algeo,Featherweight Bout,-130,110,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
3,3,Joe Pyfer,Alen Amedovski,Middleweight Bout,-475,380,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
4,4,Tanner Boser,Rodrigo Nascimento Ferreira,Heavyweight Bout,-170,145,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
5,5,Anthony Hernandez,Marc-Andre Barriault,Middleweight Bout,-210,180,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
6,6,Damon Jackson,Pat Sabatini,Featherweight Bout,160,-190,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
7,7,Trevin Giles,Louis Cosce,Welterweight Bout,-210,180,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
8,8,Denise Gomes,Loma Lookboonmee,Women's Strawweight Bout,175,-205,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
9,9,Trey Ogden,Daniel Zellhuber,Lightweight Bout,295,-360,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
10,10,Mariya Agapova,Gillian Robertson,Women's Flyweight Bout,125,-145,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
11,11,Tony Gravely,Javid Basharat,Bantamweight Bout,140,-165,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
12,12,Nikolas Motta,Cameron VanCamp,Lightweight Bout,-190,160,ufc-fight-night-september-17-2022,https://www.ufc.com/event/ufc-fight-night-september-17-2022,,ufc-fight-night-september-17-2022
0,0,Anthony Smith,Ryan Spann,Light Heavyweight Bout,-150,130,ufc-fight-night-september-18-2021,https://www.ufc.com/event/ufc-fight-night-september-18-2021,Submission,ufc-fight-night-september-18-2021
1,1,Ion Cutelaba,Devin Clark,Light Heavyweight Bout,-160,140,ufc-fight-night-september-18-2021,https://www.ufc.com/event/ufc-fight-night-september-18-2021,Decision - Unanimous,ufc-fight-night-september-18-2021
2,2,Ariane Lipski,Mandy Bohm,Women's Flyweight Bout,-130,110,ufc-fight-night-september-18-2021,https://www.ufc.com/event/ufc-fight-night-september-18-2021,Decision - Unanimous,ufc-fight-night-september-18-2021
3,3,Arman Tsarukyan,Christos Giagos,Lightweight Bout,-850,575,ufc-fight-night-september-18-2021,https://www.ufc.com/event/ufc-fight-night-september-18-2021,KO/TKO,ufc-fight-night-september-18-2021
4,4,Nate Maness,Tony Gravely,Bantamweight Bout,175,-210,ufc-fight-night-september-18-2021,https://www.ufc.com/event/ufc-fight-night-september-18-2021,KO/TKO,ufc-fight-night-september-18-2021
5,5,Joaquin Buckley,Antonio Arroyo,Middleweight Bout,-180,155,ufc-fight-night-september-18-2021,https://www.ufc.com/event/ufc-fight-night-september-18-2021,KO/TKO,ufc-fight-night-september-18-2021
6,6,Mike Rodriguez,Tafon Nchukwi,Light Heavyweight Bout,105,-125,ufc-fight-night-september-18-2021,https://www.ufc.com/event/ufc-fight-night-september-18-2021,Decision - Unanimous,ufc-fight-night-september-18-2021
