fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event,event_name,full_event_name
Will Campuzano,Nick Pace,Bantamweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Submission,TUF12-Finale,Team GSP vs Team Koscheck Finale,TUF12 Finale Team GSP vs Team Koscheck Finale
Fredson Paixao,Pablo Garza,Featherweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,KO/TKO,TUF12-Finale,Team GSP vs Team Koscheck Finale,TUF12 Finale Team GSP vs Team Koscheck Finale
Rich Attonito,David Branch,Middleweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Decision - Unanimous,TUF12-Finale,Team GSP vs Team Koscheck Finale,TUF12 Finale Team GSP vs Team Koscheck Finale
Ramsey Nijem,Tony Ferguson,Welterweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,KO/TKO,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Clay Guida,Anthony Pettis,Lightweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Ed Herman,Tim Credeur,Middleweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,KO/TKO,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Fabio Maldonado,Kyle Kingsbury,Light Heavyweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Chuck O'Neil,Chris Cope,Welterweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Dan Downes,Jeremy Stephens,Lightweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Josh Grispi,George Roop,Featherweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,KO/TKO,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Ryan McGilivray,Shamar Bailey,Welterweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Clay Harvison,Justin Edwards,Welterweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Split,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Scott Jorgensen,Ken Stone,Bantamweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,KO/TKO,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Reuben Duran,Francisco Rivera,Bantamweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Submission,TUF13-finale,Team Lesnar vs. Team Dos Santos ,TUF13 finale Team Lesnar vs. Team Dos Santos 
Michael Bisping,Jason Miller,Middleweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,KO/TKO,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Diego Brandao,Dennis Bermudez,Featherweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Submission,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
TJ Dillashaw,John Dodson,Bantamweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,KO/TKO,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Tony Ferguson,Yves Edwards,Lightweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Decision - Unanimous,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Louis Gaudinot,Johnny Bedford,Bantamweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,KO/TKO,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Marcus Brimage,Stephen Bass,Featherweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Decision - Unanimous,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Dustin Pague,John Albert,Bantamweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,KO/TKO,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Roland Delorme,Josh Ferguson,Bantamweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Submission,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Steven Siler,Josh Clopton,Featherweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Decision - Unanimous,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Bryan Caraway,Dustin Neace,Featherweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Submission,TUF14-Finale,Team Bisping vs. Team Miller,TUF14 Finale Team Bisping vs. Team Miller
Roy Nelson,Matt Mitrione,Heavyweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Colton Smith,Mike Ricci,Welterweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Decision - Unanimous,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Pat Barry,Shane Del Rosario,Heavyweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Mike Pyle,James Head,Welterweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Johnny Bedford,Marcos Vinicius,Bantamweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Vinc Pichel,Rustam Khabilov,Lightweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
TJ Waldburger,Nick Catone,Welterweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Submission,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Reuben Duran,Hugo Viana,Bantamweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Mike Rio,John Cofer,Lightweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Submission,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Jared Papazian,Tim Elliott,Flyweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Decision - Unanimous,TUF16-Finale,Team Carwin vs Team Nelson,TUF16 Finale Team Carwin vs Team Nelson
Urijah Faber,Scott Jorgensen,Bantamweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Submission,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Uriah Hall,Kelvin Gastelum,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Decision - Split,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Miesha Tate,Cat Zingano,Women's Bantamweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Travis Browne,Gabriel Gonzaga,Heavyweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Bubba McDaniel,Gilbert Smith,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Submission,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Josh Samman,Kevin Casey,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Luke Barnatt,Collin Hart,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Decision - Unanimous,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Dylan Andrews,Jimmy Quinlan,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Bristol Marunde,Clint Hester,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Cole Miller,Bart Palaszewski,Featherweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Submission,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Sam Sicilia,Maximo Blanco,Featherweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Decision - Unanimous,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Justin Lawrence,Daniel Pineda,Featherweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Submission,TUF17-Finale,Faber vs. Jorgensen,TUF17 Finale Faber vs. Jorgensen
Gray Maynard,Nate Diaz,Lightweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,KO/TKO,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Julianna Peña,Jessica Rakoczy,Women's Bantamweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,KO/TKO,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Chris Holdsworth,Davey Grant,Bantamweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Submission,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Jessamyn Duke,Peggy Morgan,Women's Bantamweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Unanimous,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Roxanne Modafferi,Raquel Pennington,Women's Bantamweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Unanimous,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Akira Corassani,Maximo Blanco,Featherweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,DQ,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Rani Yahya,Tom Niinimaki,Featherweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Split,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Jared Rosholt,Walt Harris,Heavyweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Unanimous,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Sean Spencer,Drew Dober,Welterweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Unanimous,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Josh Sampo,Ryan Benoit,Flyweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Submission,TUF18-Finale,Maynard vs. Diaz,TUF18 Finale Maynard vs. Diaz
Frankie Edgar,BJ Penn,Featherweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,KO/TKO,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Corey Anderson,Matt Van Buren,Light Heavyweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,KO/TKO,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Dhiego Lima,Eddie Gordon,Middleweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,KO/TKO,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Derrick Lewis,Guto Inocente,Heavyweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,KO/TKO,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Justin Scoggins,Dustin Ortiz,Flyweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,Decision - Split,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Jesse Ronson,Kevin Lee,Lightweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,Decision - Split,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Jumabieke Tuerxun,Leandro Issa,Bantamweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,Submission,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Adriano Martins,Juan Puig,Lightweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,KO/TKO,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Sarah Moras,Alexis Dufresne, Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,Decision - Unanimous,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Robert Drysdale,Keith Berish,Light Heavyweight Bout,,,TUF19-Finale,https://www.ufc.com/event/TUF19-Finale,Submission,TUF19-Finale,Edgar vs Penn,TUF19 Finale Edgar vs Penn
Royce Gracie,Gerard Gordeau, ,,,ufc-1,https://www.ufc.com/event/ufc-1,Submission,ufc-1,The Beginning,UFC 1 The Beginning
Royce Gracie,Ken Shamrock, ,,,ufc-1,https://www.ufc.com/event/ufc-1,Submission,ufc-1,The Beginning,UFC 1 The Beginning
Gerard Gordeau,Kevin Rosier, ,,,ufc-1,https://www.ufc.com/event/ufc-1,KO/TKO,ufc-1,The Beginning,UFC 1 The Beginning
Royce Gracie,Art Jimmerson, ,,,ufc-1,https://www.ufc.com/event/ufc-1,Submission,ufc-1,The Beginning,UFC 1 The Beginning
Gerard Gordeau,Teila Tuli, ,,,ufc-1,https://www.ufc.com/event/ufc-1,KO/TKO,ufc-1,The Beginning,UFC 1 The Beginning
Ken Shamrock,Patrick Smith, ,,,ufc-1,https://www.ufc.com/event/ufc-1,Submission,ufc-1,The Beginning,UFC 1 The Beginning
Kevin Rosier,Zane Frazier, ,,,ufc-1,https://www.ufc.com/event/ufc-1,KO/TKO,ufc-1,The Beginning,UFC 1 The Beginning
Jason DeLucia,Trent Jenkins, ,,,ufc-1,https://www.ufc.com/event/ufc-1,Submission,ufc-1,The Beginning,UFC 1 The Beginning
Mark Coleman,Don Frye, ,,,ufc-10,https://www.ufc.com/event/ufc-10,KO/TKO,ufc-10,The Tournament,UFC 10 The Tournament
Mark Coleman,Gary Goodridge, ,,,ufc-10,https://www.ufc.com/event/ufc-10,Submission,ufc-10,The Tournament,UFC 10 The Tournament
Don Frye,Brian Johnston, ,,,ufc-10,https://www.ufc.com/event/ufc-10,KO/TKO,ufc-10,The Tournament,UFC 10 The Tournament
Gary Goodridge,John Campetella, ,,,ufc-10,https://www.ufc.com/event/ufc-10,KO/TKO,ufc-10,The Tournament,UFC 10 The Tournament
Mark Coleman,Moti Horenstein, ,,,ufc-10,https://www.ufc.com/event/ufc-10,KO/TKO,ufc-10,The Tournament,UFC 10 The Tournament
Brian Johnston,Scott Fielder, ,,,ufc-10,https://www.ufc.com/event/ufc-10,KO/TKO,ufc-10,The Tournament,UFC 10 The Tournament
Don Frye,Mark Hall, ,,,ufc-10,https://www.ufc.com/event/ufc-10,KO/TKO,ufc-10,The Tournament,UFC 10 The Tournament
Sam Adkins,Felix Lee Mitchell, ,,,ufc-10,https://www.ufc.com/event/ufc-10,Decision - Unanimous,ufc-10,The Tournament,UFC 10 The Tournament
Geza Kahlman Jr,Dieusel Berto, ,,,ufc-10,https://www.ufc.com/event/ufc-10,KO/TKO,ufc-10,The Tournament,UFC 10 The Tournament
Brock Lesnar,Frank Mir,Heavyweight Title Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,KO/TKO,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Georges St-Pierre,Thiago Alves,Welterweight Title Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Decision - Unanimous,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Jon Fitch,Paulo Thiago,Welterweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Decision - Unanimous,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Dan Henderson,Michael Bisping,Middleweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,KO/TKO,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Yoshihiro Akiyama,Alan Belcher,Middleweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Decision - Split,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Mark Coleman,Stephan Bonnar,Light Heavyweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Decision - Unanimous,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Jim Miller,Mac Danzig,Lightweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Decision - Unanimous,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Jon Jones,Jake O'Brien,Light Heavyweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Submission,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Dong Hyun Ma,TJ Grant,Welterweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Decision - Unanimous,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Tom Lawlor,CB Dollaway,Middleweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Submission,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
Shannon Gugerty,Matt Grice,Lightweight Bout,,,ufc-100,https://www.ufc.com/event/ufc-100,Submission,ufc-100,Lesnar vs. Mir II,UFC 100 Lesnar vs. Mir II
BJ Penn,Kenny Florian,Lightweight Title Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,Submission,ufc-101,DECLARATION,UFC 101 DECLARATION
Anderson Silva,Forrest Griffin,Light Heavyweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,KO/TKO,ufc-101,DECLARATION,UFC 101 DECLARATION
Ricardo Almeida,Kendall Grove,Middleweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,Decision - Unanimous,ufc-101,DECLARATION,UFC 101 DECLARATION
Kurt Pellegrino,Josh Neer,Lightweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,Decision - Unanimous,ufc-101,DECLARATION,UFC 101 DECLARATION
Aaron Riley,Shane Nelson,Lightweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,Decision - Unanimous,ufc-101,DECLARATION,UFC 101 DECLARATION
John Howard,Tamdan McCrory,Welterweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,Decision - Split,ufc-101,DECLARATION,UFC 101 DECLARATION
Alessio Sakara,Thales Leites,Middleweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,Decision - Split,ufc-101,DECLARATION,UFC 101 DECLARATION
Matthew Riddle,Dan Cramer,Welterweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,Decision - Unanimous,ufc-101,DECLARATION,UFC 101 DECLARATION
George Sotiropoulos,George Roop,Lightweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,Submission,ufc-101,DECLARATION,UFC 101 DECLARATION
Jesse Lennox,Danillo Villefort,Welterweight Bout,,,ufc-101,https://www.ufc.com/event/ufc-101,TKO - Doctor's Stoppage,ufc-101,DECLARATION,UFC 101 DECLARATION
Minotauro Nogueira,Randy Couture,Heavyweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,Decision - Unanimous,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Jake Rosholt,Chris Leben,Middleweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,Submission,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Nate Marquardt,Demian Maia,Middleweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,KO/TKO,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Brandon Vera,Krzysztof Soszynski,Light Heavyweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,Decision - Unanimous,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Aaron Simpson,Ed Herman,Middleweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,KO/TKO,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Gabriel Gonzaga,Chris Tuchscherer,Heavyweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,KO/TKO,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Mike Russow,Justin McCully,Heavyweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,Decision - Unanimous,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Todd Duffee,Tim Hague,Heavyweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,KO/TKO,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Mark Munoz,Nick Catone,Middleweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,Decision - Split,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Evan Dunham,Marcus Aurelio,Lightweight Bout,,,ufc-102,https://www.ufc.com/event/ufc-102,Decision - Split,ufc-102,COUTURE vs NOGUEIRA,UFC 102 COUTURE vs NOGUEIRA
Vitor Belfort,Rich Franklin, Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,KO/TKO,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Junior Dos Santos,Mirko Cro Cop,Heavyweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,KO/TKO,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Paul Daley,Martin Kampmann,Welterweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,KO/TKO,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Josh Koscheck,Frank Trigg,Welterweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,KO/TKO,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Tyson Griffin,Hermes Franca,Lightweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,KO/TKO,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Efrain Escudero,Cole Miller,Lightweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,KO/TKO,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Tomasz Drwal,Drew McFedries,Middleweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,Submission,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Jim Miller,Steve Lopez,Lightweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,KO/TKO,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Nik Lentz,Rafaello Oliveira,Lightweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,Decision - Unanimous,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Rick Story,Brian Foster,Welterweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,Submission,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
Eliot Marshall,Jason Brilz,Light Heavyweight Bout,,,ufc-103,https://www.ufc.com/event/ufc-103,Decision - Split,ufc-103,FRANKLIN vs BELFORT,UFC 103 FRANKLIN vs BELFORT
