,Unnamed: 0,W/L,Weight class,Method,Round,Time,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,fight_num,event_id
3,3,win,Light Heavyweight,U-DEC,3,5:00,Fabio Maldonado,Gian Villante,0,0,132,33,0,3,0,0,4,d5f820c11a121050
4,4,win,Lightweight,U-DEC,3,5:00,Michel Prazeres,Mairbek Taisumov,1,0,35,26,3,0,0,0,5,d5f820c11a121050
5,5,win,Featherweight,KO/TKO  Punch,1,1:17,Rony Jason,Steven Siler,1,0,3,11,0,0,0,0,6,d5f820c11a121050
6,6,win,Middleweight,KO/TKO  Kick,1,0:53,Thiago Santos,Ronny Markes,1,0,7,0,0,0,0,0,7,d5f820c11a121050
7,7,win,Flyweight,SUB  Rear Naked Choke,1,3:07,Jussier Formiga,Scott Jorgensen,0,0,9,6,1,0,1,0,8,d5f820c11a121050
8,8,win,Welterweight,SUB  Rear Naked Choke,1,1:45,Kenny Robertson,Thiago Perpetuo,0,0,9,0,1,1,1,0,9,d5f820c11a121050
9,9,win,Light Heavyweight,S-DEC,3,5:00,Hans Stringer,Francimar Barroso,0,0,44,36,1,3,0,0,10,d5f820c11a121050
10,10,win,Featherweight,KO/TKO  Flying Knee,1,2:39,Godofredo Pepey,Noad Lahat,1,0,5,11,0,0,0,0,11,d5f820c11a121050
0,0,win,Heavyweight,KO/TKO  Punch,1,3:37,Roy Nelson,Antonio Rodrigo Nogueira,2,0,19,12,0,0,0,0,1,d632d156c0549e07
1,1,win,Featherweight,U-DEC,3,5:00,Clay Guida,Tatsuya Kawajiri,1,0,47,19,3,1,0,1,2,d632d156c0549e07
2,2,win,Welterweight,U-DEC,3,5:00,Ryan LaFlare,John Howard,0,1,64,35,4,1,0,0,3,d632d156c0549e07
3,3,win,Lightweight,KO/TKO  Punches,1,4:20,Ramsey Nijem,Beneil Dariush,2,0,34,9,1,0,1,0,4,d632d156c0549e07
4,4,win,Heavyweight,U-DEC,3,5:00,Jared Rosholt,Daniel Omielanczuk,0,0,34,10,3,0,0,0,5,d632d156c0549e07
5,5,win,Middleweight,KO/TKO  Punch,1,0:45,Thales Leites,Trevor Smith,1,0,5,3,0,0,0,0,6,d632d156c0549e07
6,6,win,Featherweight,S-DEC,3,5:00,Jim Alers,Alan Omer,1,0,36,58,2,1,0,0,7,d632d156c0549e07
7,7,nc  nc,Bantamweight,CNC,1,0:39,Rani Yahya,Johnny Bedford,0,0,3,4,0,0,0,0,8,d632d156c0549e07
0,0,win,Lightweight,KO/TKO  Punches,1,1:35,Michael Johnson,Dustin Poirier,1,0,14,6,0,0,0,0,1,d6455cb4bee503ce
1,1,win,Middleweight,KO/TKO  Punches,1,1:41,Derek Brunson,Uriah Hall,1,0,4,1,0,0,0,0,2,d6455cb4bee503ce
2,2,win,Lightweight,U-DEC,3,5:00,Evan Dunham,Ricky Glenn,0,0,144,58,3,0,2,0,3,d6455cb4bee503ce
3,3,win,Welterweight,S-DEC,3,5:00,Roan Carneiro,Kenny Robertson,0,0,33,28,2,0,0,0,4,d6455cb4bee503ce
4,4,win,Lightweight,U-DEC,3,5:00,Islam Makhachev,Chris Wade,0,0,12,5,4,0,2,2,5,d6455cb4bee503ce
5,5,win,Featherweight,SUB  D'Arce Choke,1,0:19,Chas Skelly,Maximo Blanco,0,0,1,0,0,0,1,0,6,d6455cb4bee503ce
6,6,win,Featherweight,SUB  Guillotine Choke,2,1:20,Gabriel Benitez,Sam Sicilia,1,0,39,19,0,0,1,0,7,d6455cb4bee503ce
7,7,win,Welterweight,KO/TKO  Punches,3,4:19,Belal Muhammad,Augusto Montano,0,0,66,67,3,0,0,0,8,d6455cb4bee503ce
8,8,win,Middleweight,SUB  Rear Naked Choke,3,4:46,Antonio Carlos Junior,Leonardo Guimaraes,0,0,32,6,7,0,1,2,9,d6455cb4bee503ce
9,9,win,Bantamweight,U-DEC,3,5:00,Jose Quinonez,Joey Gomez,2,1,56,44,5,0,0,0,10,d6455cb4bee503ce
10,10,win,Welterweight,SUB  Guillotine Choke,3,0:18,Randy Brown,Erick Montano,0,0,12,21,1,2,1,0,11,d6455cb4bee503ce
11,11,draw  draw,Bantamweight,M-DEC,3,5:00,Alejandro Perez,Albert Morales,0,0,61,79,1,0,0,0,12,d6455cb4bee503ce
0,0,win,Welterweight,KO/TKO  Punch,1,4:20,Darren Till,Donald Cerrone,1,0,24,14,0,1,0,0,1,d6b68eaf4b68b160
1,1,win,Women's Strawweight,U-DEC,3,5:00,Karolina Kowalkiewicz,Jodie Esquibel,0,0,127,65,1,0,0,0,2,d6b68eaf4b68b160
2,2,win,Light Heavyweight,SUB  Rear Naked Choke,2,3:02,Jan Blachowicz,Devin Clark,0,0,33,15,1,0,1,0,3,d6b68eaf4b68b160
3,3,win,Middleweight,U-DEC,3,5:00,Oskar Piechota,Jonathan Wilson,1,0,56,17,1,0,3,0,4,d6b68eaf4b68b160
4,4,win,Lightweight,U-DEC,3,5:00,Marcin Held,Nasrat Haqparast,0,1,19,27,3,1,1,0,5,d6b68eaf4b68b160
5,5,win,Bantamweight,KO/TKO  Punch,3,3:39,Brian Kelleher,Damian Stasiak,1,0,79,43,1,1,1,0,6,d6b68eaf4b68b160
6,6,win,Middleweight,U-DEC,3,5:00,Ramazan Emeev,Sam Alvey,0,0,38,29,1,0,0,0,7,d6b68eaf4b68b160
7,7,win,Featherweight,U-DEC,3,5:00,Andre Fili,Artem Lobov,1,0,55,55,5,0,0,0,8,d6b68eaf4b68b160
8,8,win,Welterweight,U-DEC,3,5:00,Warlley Alves,Salim Touahri,0,0,38,35,2,0,0,0,9,d6b68eaf4b68b160
9,9,win,Women's Bantamweight,KO/TKO  Punches,2,2:33,Aspen Ladd,Lina Lansberg,0,0,26,41,1,0,0,0,10,d6b68eaf4b68b160
10,10,win,Featherweight,U-DEC,3,5:00,Josh Emmett,Felipe Arantes,4,0,67,43,1,0,0,0,11,d6b68eaf4b68b160
0,0,win,Welterweight,KO/TKO  Punches,1,1:22,Santiago Ponzinibbio,Gunnar Nelson,1,0,7,5,0,0,0,0,1,d7907a9a968e4d29
1,1,win,Women's Strawweight,U-DEC,3,5:00,Cynthia Calvillo,Joanne Wood,0,0,54,63,2,0,2,0,2,d7907a9a968e4d29
2,2,win,Lightweight,KO/TKO  Elbow,1,3:57,Paul Felder,Stevie Ray,1,0,23,5,0,0,0,0,3,d7907a9a968e4d29
3,3,win,Middleweight,U-DEC,3,5:00,Jack Marshman,Ryan Janes,0,0,75,83,0,0,0,0,4,d7907a9a968e4d29
4,4,win,Light Heavyweight,KO/TKO  Punch,1,4:56,Khalil Rountree Jr.,Paul Craig,1,0,15,17,0,0,0,0,5,d7907a9a968e4d29
5,5,win,Heavyweight,U-DEC,3,5:00,Justin Willis,James Mulheron,0,0,52,36,3,0,0,0,6,d7907a9a968e4d29
6,6,win,Welterweight,KO/TKO  Punch,2,3:59,Danny Roberts,Bobby Nash,1,0,24,25,0,2,0,0,7,d7907a9a968e4d29
7,7,win,Flyweight,SUB  Rear Naked Choke,3,2:31,Alexandre Pantoja,Neil Seery,1,0,119,82,1,0,1,0,8,d7907a9a968e4d29
8,8,win,Welterweight,KO/TKO  Slam,1,2:10,Galore Bofando,Charlie Ward,0,0,10,3,1,0,0,0,9,d7907a9a968e4d29
9,9,win,Lightweight,U-DEC,3,5:00,Danny Henry,Daniel Teymur,1,0,93,69,1,0,2,0,10,d7907a9a968e4d29
10,10,win,Bantamweight,U-DEC,3,5:00,Brett Johns,Albert Morales,0,0,56,28,3,0,1,0,11,d7907a9a968e4d29
11,11,win,Women's Bantamweight,KO/TKO  Elbows,2,2:53,Leslie Smith,Amanda Lemos,0,0,101,68,0,1,0,0,12,d7907a9a968e4d29
0,0,win,Lightweight,KO/TKO,3,2:08,Dustin Poirier,Anthony Pettis,0,0,53,34,5,1,0,4,1,d856a0080ac09ed7
1,1,win,Welterweight,KO/TKO  Elbow,1,3:44,Matt Brown,Diego Sanchez,1,0,18,12,0,0,0,0,2,d856a0080ac09ed7
2,2,win,Heavyweight,U-DEC,3,5:00,Andrei Arlovski,Junior Albini,0,0,92,48,0,0,0,0,3,d856a0080ac09ed7
3,3,win,Middleweight,S-DEC,3,5:00,Cezar Ferreira,Nate Marquardt,0,1,47,36,2,0,0,0,4,d856a0080ac09ed7
4,4,win,Bantamweight,KO/TKO  Punch,3,1:50,Raphael Assuncao,Matthew Lopez,1,0,46,34,0,1,0,0,5,d856a0080ac09ed7
5,5,win,Lightweight,KO/TKO  Punch,1,1:07,Clay Guida,Joe Lauzon,1,0,24,1,0,0,0,0,6,d856a0080ac09ed7
6,6,win,Bantamweight,S-DEC,3,5:00,Marlon Moraes,John Dodson,0,1,45,43,1,2,1,0,7,d856a0080ac09ed7
7,7,win,Women's Strawweight,U-DEC,3,5:00,Tatiana Suarez,Viviane Pereira,0,0,71,13,4,0,0,1,8,d856a0080ac09ed7
8,8,win,Lightweight,U-DEC,3,5:00,Sage Northcutt,Michel Quinones,0,0,79,55,3,0,0,0,9,d856a0080ac09ed7
9,9,win,Women's Strawweight,U-DEC,3,5:00,Nina Nunes,Angela Hill,0,0,143,107,0,0,0,0,10,d856a0080ac09ed7
10,10,win,Welterweight,U-DEC,3,5:00,Sean Strickland,Court McGee,0,0,78,62,3,0,1,0,11,d856a0080ac09ed7
11,11,win,Light Heavyweight,U-DEC,3,5:00,Jake Collier,Marcel Fortuna,0,0,94,59,0,1,0,1,12,d856a0080ac09ed7
12,12,win,Middleweight,SUB  Rear Naked Choke,1,3:41,Karl Roberson,Darren Stewart,0,0,17,6,1,0,2,0,13,d856a0080ac09ed7
0,0,win,Women's Bantamweight,S-DEC,5,5:00,Amanda Nunes,Valentina Shevchenko,0,0,86,72,2,0,0,0,1,d86e913c548c07c2
1,1,win,Welterweight,SUB  Arm Triangle,1,3:43,Rafael Dos Anjos,Neil Magny,0,0,13,1,0,0,1,0,2,d86e913c548c07c2
2,2,win,Flyweight,KO/TKO  Punch,2,0:25,Henry Cejudo,Wilson Reis,1,0,34,5,2,0,0,0,3,d86e913c548c07c2
3,3,win,Light Heavyweight,U-DEC,3,5:00,Ilir Latifi,Tyson Pedro,0,0,44,31,4,0,0,0,4,d86e913c548c07c2
4,4,win,Featherweight,U-DEC,3,5:00,Jeremy Stephens,Gilbert Melendez,5,0,96,29,0,0,0,0,5,d86e913c548c07c2
5,5,win,Women's Bantamweight,SUB  Arm Triangle,2,4:16,Ketlen Vieira,Sara McMann,0,0,17,29,1,1,2,0,6,d86e913c548c07c2
6,6,win,Women's Bantamweight,SUB  Armbar,1,2:51,Sarah Moras,Ashlee Evans-Smith,0,0,3,3,0,0,1,0,7,d86e913c548c07c2
7,7,win,Featherweight,U-DEC,3,5:00,Ricky Glenn,Gavin Tucker,1,0,142,23,4,0,1,1,8,d86e913c548c07c2
8,8,win,Lightweight,KO/TKO  Punch,2,4:36,Alex White,Mitch Clarke,3,0,57,28,0,0,0,0,9,d86e913c548c07c2
9,9,win,Heavyweight,U-DEC,3,5:00,Arjan Bhullar,Luis Henrique,1,0,24,32,1,0,0,0,10,d86e913c548c07c2
10,10,win,Lightweight,KO/TKO  Punch,3,0:49,Kajan Johnson,Adriano Martins,1,0,26,16,0,0,0,1,11,d86e913c548c07c2
0,0,win,Heavyweight,KO/TKO  Punches,3,4:13,Randy Couture,Kevin Randleman,0,0,28,15,1,2,1,1,1,da6dfd09cca1d705
1,1,win,Heavyweight,M-DEC,3,5:00,Renato Sobral,Maurice Smith,0,0,7,5,4,0,2,0,2,da6dfd09cca1d705
2,2,win,Super Heavyweight,KO/TKO  Elbows,2,4:34,Josh Barnett,Gan McGee,0,0,17,10,1,2,1,0,3,da6dfd09cca1d705
3,3,win,Heavyweight,SUB  Armbar,1,0:55,Andrei Arlovski,Aaron Brink,0,0,2,0,1,0,2,0,4,da6dfd09cca1d705
4,4,win,Lightweight,KO/TKO  Punch,1,0:15,Jens Pulver,John Lewis,1,0,1,0,0,0,0,0,5,da6dfd09cca1d705
5,5,win,Middleweight,U-DEC,2,5:00,Mark Hughes,Alex Stiebling,0,0,9,4,2,0,3,1,6,da6dfd09cca1d705
6,6,win,Welterweight,U-DEC,2,5:00,Ben Earwood,Chris Lytle,0,0,5,2,2,0,0,1,7,da6dfd09cca1d705
0,0,win,Featherweight,KO/TKO  Punch,2,1:35,Jeremy Stephens,Josh Emmett,1,1,24,18,0,0,0,0,1,daa89f01e1c0f42a
1,1,win,Women's Strawweight,U-DEC,3,5:00,Jessica Andrade,Tecia Torres,0,0,92,69,10,2,0,0,2,daa89f01e1c0f42a
2,2,win,Light Heavyweight,SUB  Guillotine Choke,1,3:48,Ilir Latifi,Ovince Saint Preux,1,0,25,7,0,0,1,0,3,daa89f01e1c0f42a
3,3,win,Welterweight,U-DEC,3,5:00,Max Griffin,Mike Perry,1,0,78,45,0,1,0,0,4,daa89f01e1c0f42a
4,4,win,Bantamweight,U-DEC,3,5:00,Brian Kelleher,Renan Barao,0,0,94,116,1,0,0,0,5,daa89f01e1c0f42a
5,5,win,Women's Bantamweight,SUB  Triangle Choke,2,3:40,Marion Reneau,Sara McMann,0,0,23,9,0,2,1,0,6,daa89f01e1c0f42a
6,6,win,Women's Strawweight,U-DEC,3,5:00,Angela Hill,Maryna Moroz,0,0,114,84,1,0,0,0,7,daa89f01e1c0f42a
7,7,win,Welterweight,KO/TKO  Punch,2,2:38,Alan Jouban,Ben Saunders,2,0,78,33,0,0,0,0,8,daa89f01e1c0f42a
8,8,win,Light Heavyweight,KO/TKO  Punch,1,4:23,Sam Alvey,Marcin Prachnio,2,0,10,15,1,0,0,0,9,daa89f01e1c0f42a
9,9,win,Bantamweight,SUB  Arm Triangle,3,2:32,Rani Yahya,Russell Doane,0,0,17,2,2,1,2,0,10,daa89f01e1c0f42a
10,10,win,Flyweight,U-DEC,3,5:00,Alex Perez,Eric Shelton,0,0,29,41,5,0,0,0,11,daa89f01e1c0f42a
11,11,win,Bantamweight,SUB  Guillotine Choke,2,2:33,Manny Bermudez,Albert Morales,0,0,12,19,1,1,3,0,12,daa89f01e1c0f42a
0,0,win,Welterweight,SUB  Rear Naked Choke,2,4:12,Nate Diaz,Conor McGregor,0,0,77,61,1,0,2,0,1,db1f2ed63b54b9a7
1,1,win,Women's Bantamweight,SUB  Rear Naked Choke,5,3:30,Miesha Tate,Holly Holm,0,0,40,59,2,0,2,0,2,db1f2ed63b54b9a7
2,2,win,Light Heavyweight,U-DEC,3,5:00,Ilir Latifi,Gian Villante,0,0,30,23,3,0,0,0,3,db1f2ed63b54b9a7
3,3,win,Light Heavyweight,U-DEC,3,5:00,Corey Anderson,Tom Lawlor,0,0,55,31,1,1,0,0,4,db1f2ed63b54b9a7
4,4,win,Women's Bantamweight,U-DEC,3,5:00,Amanda Nunes,Valentina Shevchenko,0,0,39,28,2,1,2,0,5,db1f2ed63b54b9a7
5,5,win,Welterweight,SUB  Arm Triangle,3,4:11,Siyar Bahadurzada,Brandon Thatch,0,0,84,30,3,1,1,0,6,db1f2ed63b54b9a7
6,6,win,Welterweight,KO/TKO  Punch,2,1:34,Nordine Taleb,Erick Silva,1,0,26,11,1,0,0,0,7,db1f2ed63b54b9a7
7,7,win,Middleweight,KO/TKO  Kick,2,1:09,Vitor Miranda,Marcelo Guimaraes,0,0,46,23,0,1,0,0,8,db1f2ed63b54b9a7
8,8,win,Featherweight,U-DEC,3,5:00,Darren Elkins,Chas Skelly,0,0,104,27,7,0,0,2,9,db1f2ed63b54b9a7
9,9,win,Lightweight,U-DEC,3,5:00,Diego Sanchez,Jim Miller,0,0,48,56,2,0,0,0,10,db1f2ed63b54b9a7
10,10,win,Lightweight,KO/TKO  Punches,1,4:31,Jason Saggo,Justin Salas,0,0,20,1,0,1,0,0,11,db1f2ed63b54b9a7
11,11,win,Featherweight,KO/TKO  Punch,2,0:34,Teruto Ishihara,Julian Erosa,1,0,27,16,0,1,0,0,12,db1f2ed63b54b9a7
0,0,win,Welterweight,U-DEC,5,5:00,Kamaru Usman,Jorge Masvidal,0,0,94,66,5,0,0,0,1,dbd198f780286aca
1,1,win,Featherweight,S-DEC,5,5:00,Alexander Volkanovski,Max Holloway,0,0,137,102,3,0,0,0,2,dbd198f780286aca
2,2,win,Bantamweight,KO/TKO  Punches,5,3:24,Petr Yan,Jose Aldo,1,0,194,83,1,0,0,0,3,dbd198f780286aca
3,3,win,Women's Strawweight,S-DEC,3,5:00,Rose Namajunas,Jessica Andrade,0,0,82,71,0,1,0,0,4,dbd198f780286aca
4,4,win,Women's Flyweight,SUB  Armbar,1,2:21,Amanda Ribas,Paige VanZant,0,0,6,3,1,0,1,0,5,dbd198f780286aca
5,5,win,Light Heavyweight,KO/TKO  Punch,2,0:49,Jiri Prochazka,Volkan Oezdemir,1,0,33,41,0,0,0,0,6,dbd198f780286aca
6,6,win,Welterweight,S-DEC,3,5:00,Muslim Salikhov,Elizeu Zaleski dos Santos,0,0,40,46,0,0,0,0,7,dbd198f780286aca
7,7,win,Featherweight,SUB  Anaconda Choke,1,3:15,Makwan Amirkhani,Danny Henry,0,0,2,6,1,0,1,0,8,dbd198f780286aca
8,8,win,Lightweight,U-DEC,3,5:00,Leonardo Santos,Roman Bogatov,0,0,66,50,1,1,0,0,9,dbd198f780286aca
9,9,win,Heavyweight,U-DEC,3,5:00,Marcin Tybura,Maxim Grishin,0,0,24,18,3,0,0,0,10,dbd198f780286aca
10,10,win,Flyweight,U-DEC,3,5:00,Raulian Paiva,Zhalgas Zhumagulov,0,0,52,66,0,2,0,0,11,dbd198f780286aca
11,11,win,Women's Bantamweight,U-DEC,3,5:00,Karol Rosa,Vanessa Melo,0,0,120,45,2,0,0,0,12,dbd198f780286aca
12,12,win,Bantamweight,KO/TKO  Punch,3,2:38,Davey Grant,Martin Day,1,1,74,62,2,0,1,0,13,dbd198f780286aca
0,0,win,Heavyweight,U-DEC,3,3:00,Maurice Smith,Mark Coleman,0,0,55,19,0,2,0,2,1,dc950d59dc590aca
1,1,win,Heavyweight,SUB  Other,1,1:38,Mark Kerr,Dan Bobish,0,0,3,0,1,0,0,0,2,dc950d59dc590aca
2,2,win,Lightweight,SUB  Rear Naked Choke,1,0:44,Kevin Jackson,Tony Fryklund,0,0,2,0,1,0,1,0,3,dc950d59dc590aca
3,3,win,Heavyweight,SUB  Forearm Choke,1,2:10,Dan Bobish,Brian Johnston,0,0,9,6,1,0,1,0,4,dc950d59dc590aca
4,4,win,Heavyweight,KO/TKO  Punches,1,2:22,Mark Kerr,Moti Horenstein,0,0,14,1,1,0,0,0,5,dc950d59dc590aca
5,5,win,Lightweight,KO/TKO  Punches,1,1:27,Kevin Jackson,Todd Butler,0,0,3,1,1,0,0,0,6,dc950d59dc590aca
6,6,win,Lightweight,U-DEC,2,3:00,Joe Moreira,Yuri Vaulin,0,0,7,1,3,0,0,0,7,dc950d59dc590aca
7,7,win,Heavyweight,SUB  Other,1,2:30,Alex Hunter,Sam Fulton,0,0,7,1,1,0,0,0,8,dc950d59dc590aca
8,8,win,Lightweight,SUB  Other - Choke,1,1:31,Tony Fryklund,Donnie Chappell,0,0,5,0,1,0,1,0,9,dc950d59dc590aca
0,0,win,Women's Strawweight,SUB  Rear Naked Choke,5,2:25,Rose Namajunas,Paige VanZant,0,0,57,10,8,0,4,0,1,dd39f1ca787a3d9d
1,1,win,Lightweight,SUB  Rear Naked Choke,2,2:57,Michael Chiesa,Jim Miller,0,0,13,7,2,0,1,1,2,dd39f1ca787a3d9d
2,2,win,Lightweight,SUB  Guillotine Choke,2,0:41,Sage Northcutt,Cody Pfister,0,0,8,5,2,2,1,0,3,dd39f1ca787a3d9d
3,3,win,Middleweight,U-DEC,3,5:00,Thiago Santos,Elias Theodorou,0,0,52,28,1,1,0,0,4,dd39f1ca787a3d9d
4,4,win,Welterweight,KO/TKO  Punch,2,0:21,Tim Means,John Howard,1,0,37,20,0,3,0,0,5,dd39f1ca787a3d9d
5,5,win,Welterweight,KO/TKO  Punches,3,2:18,Sergio Moraes,Omari Akhmedov,1,1,21,35,0,1,0,0,6,dd39f1ca787a3d9d
6,6,nc  nc,Middleweight,CNC,1,0:11,Antonio Carlos Junior,Kevin Casey,0,0,1,0,0,0,0,0,7,dd39f1ca787a3d9d
7,7,win,Bantamweight,SUB  Guillotine Choke,2,4:18,Aljamain Sterling,Johnny Eduardo,0,0,23,4,2,0,1,0,8,dd39f1ca787a3d9d
8,8,win,Welterweight,KO/TKO  Punch,1,4:25,Santiago Ponzinibbio,Andreas Stahl,1,0,48,14,0,2,0,0,9,dd39f1ca787a3d9d
9,9,win,Welterweight,SUB  Triangle Choke,1,2:46,Danny Roberts,Nathan Coy,0,0,6,11,0,1,1,0,10,dd39f1ca787a3d9d
10,10,win,Featherweight,S-DEC,3,5:00,Zubaira Tukhugov,Phillipe Nover,0,0,21,20,1,0,0,0,11,dd39f1ca787a3d9d
11,11,win,Women's Strawweight,SUB  Rear Naked Choke,2,4:13,Kailin Curran,Emily Kagan,0,0,21,22,1,1,2,0,12,dd39f1ca787a3d9d
0,0,win,Light Heavyweight,S-DEC,3,5:00,Quinton Jackson,Lyoto Machida,0,0,16,33,1,1,0,1,1,dd992d569aaebee6
1,1,win,Welterweight,KO/TKO  Punch,1,0:21,BJ Penn,Matt Hughes,1,0,7,3,0,0,0,0,2,dd992d569aaebee6
2,2,win,Middleweight,U-DEC,3,5:00,Maiquel Falcao,Gerald Harris,1,0,25,8,1,2,3,0,3,dd992d569aaebee6
3,3,win,Light Heavyweight,SUB  Kimura,2,2:55,Phil Davis,Tim Boetsch,0,0,33,7,2,0,2,1,4,dd992d569aaebee6
4,4,win,Lightweight,SUB  Kimura,2,2:43,George Sotiropoulos,Joe Lauzon,0,0,19,16,3,0,2,0,5,dd992d569aaebee6
5,5,win,Welterweight,SUB  Guillotine Choke,2,2:11,Brian Foster,Matt Brown,0,0,25,13,3,1,2,1,6,dd992d569aaebee6
6,6,win,Middleweight,U-DEC,3,5:00,Mark Munoz,Aaron Simpson,0,0,76,43,1,5,0,0,7,dd992d569aaebee6
7,7,win,Welterweight,KO/TKO  Punches,1,1:47,Dennis Hallman,Karo Parisyan,1,0,10,2,0,0,0,0,8,dd992d569aaebee6
8,8,win,Lightweight,KO/TKO  Kicks,3,0:26,Edson Barboza,Mike Lullo,2,0,43,12,2,0,0,1,9,dd992d569aaebee6
9,9,win,Lightweight,KO/TKO  Elbows,2,3:16,Paul Kelly,TJ O'Brien,1,0,44,32,1,1,0,0,10,dd992d569aaebee6
10,10,win,Lightweight,S-DEC,3,5:00,Nik Lentz,Tyson Griffin,0,1,34,31,4,8,3,1,11,dd992d569aaebee6
0,0,win,Flyweight,SUB  Rear Naked Choke,1,4:48,Deiveson Figueiredo,Joseph Benavidez,2,0,35,18,0,0,4,0,1,ddbd0d6259ce57cc
1,1,win,Middleweight,SUB  Heel Hook,1,1:18,Jack Hermansson,Kelvin Gastelum,0,0,2,0,0,1,1,0,2,ddbd0d6259ce57cc
2,2,win,Lightweight,U-DEC,3,5:00,Rafael Fiziev,Marc Diakiese,0,0,78,68,1,0,0,0,3,ddbd0d6259ce57cc
3,3,win,Women's Flyweight,SUB  Kneebar,1,1:28,Ariane Lipski,Luana Carolina,0,0,3,2,0,0,1,1,4,ddbd0d6259ce57cc
4,4,win,Flyweight,U-DEC,3,5:00,Askar Askarov,Alexandre Pantoja,0,0,41,32,2,1,0,0,5,ddbd0d6259ce57cc
5,5,win,Light Heavyweight,KO/TKO  Knee,1,4:15,Roman Dolidze,Khadis Ibragimov,1,0,19,4,0,0,0,0,6,ddbd0d6259ce57cc
6,6,win,Catch Weight,U-DEC,3,5:00,Grant Dawson,Nad Narimani,0,0,53,31,2,0,1,0,7,ddbd0d6259ce57cc
7,7,win,Lightweight,SUB  Guillotine Choke,1,2:25,Joel Alvarez,Joe Duffy,0,0,18,14,0,1,1,0,8,ddbd0d6259ce57cc
8,8,win,Bantamweight,U-DEC,3,5:00,Brett Johns,Montel Jackson,0,1,11,26,8,2,1,0,9,ddbd0d6259ce57cc
9,9,win,Bantamweight,SUB  Triangle Choke,1,4:42,Amir Albazi,Malcolm Gordon,0,0,12,3,1,0,1,0,10,ddbd0d6259ce57cc
10,10,win,Lightweight,U-DEC,3,5:00,Arman Tsarukyan,Davi Ramos,0,0,91,33,1,0,0,0,11,ddbd0d6259ce57cc
11,11,win,Heavyweight,M-DEC,3,5:00,Serghei Spivac,Carlos Felipe,0,0,73,44,3,0,0,0,12,ddbd0d6259ce57cc
0,0,win,Middleweight,U-DEC,5,5:00,Robert Whittaker,Darren Till,1,0,69,41,2,0,0,0,1,dde70a112e053a6c
1,1,win,Light Heavyweight,S-DEC,3,5:00,Mauricio Rua,Rogerio Nogueira,0,0,54,46,2,0,0,0,2,dde70a112e053a6c
2,2,win,Heavyweight,SUB  Armbar,1,2:30,Fabricio Werdum,Alexander Gustafsson,0,0,4,11,1,0,1,0,3,dde70a112e053a6c
3,3,win,Women's Strawweight,S-DEC,3,5:00,Carla Esparza,Marina Rodriguez,0,0,33,40,5,0,1,0,4,dde70a112e053a6c
4,4,win,Light Heavyweight,SUB  Triangle Choke,1,2:06,Paul Craig,Gadzhimurad Antigulov,0,0,2,11,0,1,1,0,5,dde70a112e053a6c
5,5,win,Welterweight,U-DEC,3,5:00,Alex Oliveira,Peter Sobotta,1,0,45,29,0,0,0,0,6,dde70a112e053a6c
6,6,win,Welterweight,KO/TKO  Punches,1,3:09,Khamzat Chimaev,Rhys McKee,0,0,40,0,1,0,1,0,7,dde70a112e053a6c
7,7,win,Lightweight,KO/TKO  Punch,3,1:30,Francisco Trinaldo,Jai Herbert,1,1,30,21,2,0,2,0,8,dde70a112e053a6c
8,8,nc  nc,Welterweight,Overturned  Rear Naked Choke,1,2:48,Nicolas Dalby,Jesse Ronson,0,1,20,30,0,0,0,1,9,dde70a112e053a6c
9,9,win,Heavyweight,KO/TKO  Punches,1,0:45,Tom Aspinall,Jake Collier,1,0,10,3,0,0,0,0,10,dde70a112e053a6c
10,10,win,Featherweight,U-DEC,3,5:00,Movsar Evloev,Mike Grundy,0,0,79,20,0,6,0,1,11,dde70a112e053a6c
11,11,win,Heavyweight,KO/TKO  Punch,2,2:36,Tanner Boser,Raphael Pessoa,0,0,43,12,0,0,0,0,12,dde70a112e053a6c
12,12,win,Women's Bantamweight,U-DEC,3,5:00,Pannie Kianzad,Bethe Correia,0,0,103,56,0,1,0,0,13,dde70a112e053a6c
13,13,win,Welterweight,U-DEC,3,5:00,Ramazan Emeev,Niklas Stolze,0,0,29,30,4,1,2,0,14,dde70a112e053a6c
14,14,win,Bantamweight,U-DEC,3,5:00,Nathaniel Wood,John Castaneda,0,0,131,55,1,0,0,0,15,dde70a112e053a6c
0,0,win,Heavyweight,KO/TKO  Punch,1,0:45,Francis Ngannou,Curtis Blaydes,1,0,13,1,0,0,0,0,1,de25520d54eab12d
1,1,win,Heavyweight,KO/TKO  Punches,1,4:21,Alistair Overeem,Sergei Pavlovich,0,0,22,13,1,0,0,0,2,de25520d54eab12d
2,2,win,Bantamweight,U-DEC,3,5:00,Song Yadong,Vince Morales,0,0,79,74,2,0,0,0,3,de25520d54eab12d
3,3,win,Welterweight,KO/TKO  Kick,3,4:07,Li Jingliang,David Zawada,1,1,89,73,1,0,0,0,4,de25520d54eab12d
4,4,win,Welterweight,U-DEC,3,5:00,Alex Morono,Song Kenan,0,0,98,61,0,0,0,0,5,de25520d54eab12d
5,5,win,Women's Flyweight,SUB  Armbar,1,4:00,Wu Yanan,Lauren Mueller,0,0,18,17,0,0,1,0,6,de25520d54eab12d
