,Unnamed: 0,Fighter_A,Fighter_B,A_Kd,B_Kd,A_Sig_strike_land,A_Sig_strike_att,B_Sig_strike_land,B_Sig_strike_att,A_Sig_strike_percent,B_Sig_strike_percent,A_Total_Strikes_land,A_Total_Strikes_att,B_Total_Strikes_land,B_Total_Strikes_att,A_Total_Strikes_percent,B_Total_Strikes_percent,A_Takedowns_land,A_Takedowns_att,B_Takedowns_land,B_Takedowns_att,A_Takedown_percent,B_Takedown_percent,A_Sub_Attempts_land,B_Sub_Attempts_land,A_Rev,B_Rev,A_Ctrl_time_min,A_Ctrl_time_sec,B_Ctrl_time_min,B_Ctrl_time_sec,A_Ctrl_time_tot,B_Ctrl_time_tot,details,event_title,event_url,date,Winner,A_Head_Strikes_land,A_Head_Strikes_att,B_Head_Strikes_land,B_Head_Strikes_att,A_Head_Strikes_percent,B_Head_Strikes_percent,A_Body_Strikes_land,A_Body_Strikes_att,B_Body_Strikes_land,B_Body_Strikes_att,A_Body_Strikes_percent,B_Body_Strikes_percent,A_Leg_Strikes_land,A_Leg_Strikes_att,B_Leg_Strikes_land,B_Leg_Strikes_att,A_Leg_Strikes_percent,B_Leg_Strikes_percent,A_Distance_Strikes_land,A_Distance_Strikes_att,B_Distance_Strikes_land,B_Distance_Strikes_att,A_Distance_Strikes_percent,B_Distance_Strikes_percent,A_Clinch_Strikes_land,A_Clinch_Strikes_att,B_Clinch_Strikes_land,B_Clinch_Strikes_att,A_Clinch_Strikes_percent,B_Clinch_Strikes_percent,A_Ground_Strikes_land,A_Ground_Strikes_att,B_Ground_Strikes_land,B_Ground_Strikes_att,A_Ground_Strikes_percent,B_Ground_Strikes_percent,Fighter_A_Odds_obf,Fighter_B_Odds_obf,favorite?
1245,1245,Renan Barao,Luke Sanders,0,1,40,78,39,75,0.51,0.52,41,79,41,78,0.5189873417721519,0.5256410256410257,0,0,0,1,0.0,0.0,0,0,0,0,0,0.0,0,17.0,0.0,17.0,Punch to Head At Distance,UFC Fight Night: Ngannou vs. Velasquez,http://www.ufcstats.com/event-details/a7a79b8efbceaaac,2019-02-17,Luke Sanders,10.0,33.0,26.0,58.0,0.303030303030303,0.4482758620689655,27.0,41.0,6.0,8.0,0.6585365853658537,0.75,3.0,4.0,7.0,9.0,0.75,0.7777777777777778,34.0,72.0,34.0,70.0,0.4722222222222222,0.4857142857142857,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,130.0,-161.0,0
1246,1246,Scott Holtzman,Nik Lentz,0,0,54,122,71,122,0.44,0.58,86,157,79,130,0.5477707006369427,0.6076923076923076,0,0,5,19,0.0,0.2631578947368421,0,1,0,0,0,17.0,6,47.0,17.0,407.0,Chris Flores                                     28 - 29.          Dennis O'Connell                                     28 - 29.          Mike Bell                                     28 - 29.,UFC Fight Night: Ngannou vs. Velasquez,http://www.ufcstats.com/event-details/a7a79b8efbceaaac,2019-02-17,Nik Lentz,39.0,99.0,39.0,88.0,0.3939393939393939,0.4431818181818182,13.0,21.0,16.0,18.0,0.6190476190476191,0.8888888888888888,2.0,2.0,16.0,16.0,1.0,1.0,40.0,107.0,55.0,105.0,0.3738317757009345,0.5238095238095238,7.0,8.0,16.0,17.0,0.875,0.9411764705882352,7.0,7.0,0.0,0.0,1.0,0.0,-175.0,135.0,1
1247,1247,Ashlee Evans-Smith,Andrea Lee,0,0,66,225,111,209,0.29,0.53,71,230,118,216,0.308695652173913,0.5462962962962963,2,10,0,2,0.2,0.0,0,0,0,0,0,36.0,1,25.0,36.0,85.0,Chris Lee                                     27 - 30.          Derek Cleary                                     27 - 30.          Raul Porrata                                     27 - 30.,UFC Fight Night: Ngannou vs. Velasquez,http://www.ufcstats.com/event-details/a7a79b8efbceaaac,2019-02-17,Andrea Lee,38.0,178.0,47.0,132.0,0.2134831460674157,0.3560606060606061,20.0,36.0,34.0,46.0,0.5555555555555556,0.7391304347826086,8.0,11.0,30.0,31.0,0.7272727272727273,0.967741935483871,56.0,214.0,98.0,190.0,0.2616822429906542,0.5157894736842106,8.0,9.0,11.0,17.0,0.8888888888888888,0.6470588235294118,2.0,2.0,2.0,2.0,1.0,1.0,150.0,-185.0,0
1248,1248,Shane Young,Austin Arnett,1,0,120,308,77,209,0.38,0.36,121,309,78,210,0.3915857605177993,0.3714285714285714,0,2,0,0,0.0,0.0,0,0,0,0,0,16.0,0,0.0,16.0,0.0,Evan Field                                     27 - 30.          Albert Shen                                     27 - 30.          Charlie Keech                                     27 - 30.,UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/event-details/b5882371e2a3900d,2019-02-09,Shane Young,69.0,237.0,72.0,201.0,0.2911392405063291,0.3582089552238806,32.0,46.0,3.0,6.0,0.6956521739130435,0.5,19.0,25.0,2.0,2.0,0.76,1.0,119.0,307.0,76.0,208.0,0.3876221498371335,0.3653846153846153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.0,300.0,1
1249,1249,Callan Potter,Jalin Turner,0,1,3,4,9,17,0.75,0.52,3,4,9,17,0.75,0.5294117647058824,0,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0,13.0,0.0,13.0,Kick to Body At Distance,UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/event-details/b5882371e2a3900d,2019-02-09,Jalin Turner,1.0,2.0,6.0,14.0,0.5,0.4285714285714285,0.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,12.0,0.75,0.4166666666666667,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.75,182.0,-250.0,0
1250,1250,Israel Adesanya,Anderson Silva,0,0,65,132,31,72,0.49,0.43,65,132,34,75,0.4924242424242424,0.4533333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,Garth Harriman                                     28 - 29.          Albert Shen                                     27 - 30.          Charlie Keech                                     27 - 30.,UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/event-details/b5882371e2a3900d,2019-02-09,Israel Adesanya,27.0,79.0,16.0,49.0,0.3417721518987341,0.3265306122448979,9.0,22.0,8.0,12.0,0.4090909090909091,0.6666666666666666,29.0,31.0,7.0,11.0,0.935483870967742,0.6363636363636364,63.0,129.0,26.0,67.0,0.4883720930232558,0.3880597014925373,2.0,3.0,5.0,5.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-556.0,400.0,1
1251,1251,Rani Yahya,Ricky Simon,0,2,47,186,54,137,0.25,0.39,52,195,66,150,0.2666666666666666,0.44,0,9,4,5,0.0,0.8,0,0,0,0,0,0.0,3,50.0,0.0,230.0,Mark Craig                                     27 - 30.          Albert Shen                                     27 - 30.          Anthony Dimitriou                                     25 - 30.,UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/event-details/b5882371e2a3900d,2019-02-09,Ricky Simon,29.0,159.0,40.0,116.0,0.1823899371069182,0.3448275862068966,10.0,14.0,9.0,16.0,0.7142857142857143,0.5625,8.0,13.0,5.0,5.0,0.6153846153846154,1.0,47.0,186.0,38.0,114.0,0.2526881720430107,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,0.6956521739130435,-115.0,-111.0,1
1252,1252,Charles Oliveira,David Teymur,0,1,28,58,26,53,0.48,0.49,31,61,31,59,0.5081967213114754,0.5254237288135594,1,1,0,0,1.0,0.0,1,0,0,0,0,13.0,0,35.0,13.0,35.0,Anaconda Choke On Ground,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,2019-02-02,Charles Oliveira,21.0,42.0,16.0,40.0,0.5,0.4,4.0,12.0,6.0,8.0,0.3333333333333333,0.75,3.0,4.0,4.0,5.0,0.75,0.8,21.0,45.0,23.0,47.0,0.4666666666666667,0.4893617021276595,7.0,13.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,3.0,6.0,0.0,0.5,-125.0,100.0,1
1253,1253,Jose Aldo,Renato Moicano,0,0,26,50,24,53,0.52,0.45,26,50,24,53,0.52,0.4528301886792453,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,Punches to Head At Distance,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,2019-02-02,Jose Aldo,18.0,36.0,17.0,40.0,0.5,0.425,6.0,9.0,1.0,4.0,0.6666666666666666,0.25,2.0,5.0,6.0,9.0,0.4,0.6666666666666666,19.0,43.0,24.0,53.0,0.4418604651162791,0.4528301886792453,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.0,-125.0,0
1254,1254,Johnny Walker,Justin Ledet,1,0,7,8,0,4,0.87,0.0,7,8,0,4,0.875,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,4.0,0,0.0,4.0,0.0,Spinning Back Fist Head,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,2019-02-02,Johnny Walker,6.0,7.0,0.0,4.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.75,0.0,-235.0,175.0,1
1255,1255,Demian Maia,Lyman Good,0,0,0,1,0,2,0.0,0.0,8,9,0,2,0.8888888888888888,0.0,2,4,0,0,0.5,0.0,2,0,0,0,2,11.0,0,0.0,131.0,0.0,Rear Naked Choke,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,2019-02-02,Demian Maia,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,162.0,1
1256,1256,Ricardo Ramos,Said Nurmagomedov,0,1,2,8,17,24,0.25,0.7,2,8,17,24,0.25,0.7083333333333334,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,5.0,0.0,5.0,Spinning Back Kick Body,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,2019-02-02,Said Nurmagomedov,1.0,5.0,6.0,13.0,0.2,0.4615384615384615,1.0,2.0,6.0,6.0,0.5,1.0,0.0,1.0,5.0,5.0,0.0,1.0,2.0,8.0,12.0,19.0,0.25,0.631578947368421,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.0,125.0,1
1257,1257,Markus Perez,Anthony Hernandez,0,0,16,32,17,35,0.5,0.48,19,35,21,39,0.5428571428571428,0.5384615384615384,1,7,0,0,0.1428571428571428,0.0,1,0,0,0,2,39.0,0,38.0,159.0,38.0,Anaconda Choke On Ground,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,2019-02-02,Markus Perez,9.0,24.0,15.0,32.0,0.375,0.46875,5.0,6.0,0.0,1.0,0.8333333333333334,0.0,2.0,2.0,2.0,2.0,1.0,1.0,12.0,23.0,6.0,19.0,0.5217391304347826,0.3157894736842105,4.0,9.0,11.0,16.0,0.4444444444444444,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,115.0,-161.0,0
1258,1258,Junior Albini,Jairzinho Rozenstruik,0,1,18,27,19,27,0.66,0.7,26,35,26,34,0.7428571428571429,0.7647058823529411,2,6,0,0,0.3333333333333333,0.0,0,0,0,1,3,7.0,0,14.0,187.0,14.0,Kick to Head At Distance,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,2019-02-02,Jairzinho Rozenstruik,7.0,16.0,15.0,23.0,0.4375,0.6521739130434783,3.0,3.0,0.0,0.0,1.0,0.0,8.0,8.0,4.0,4.0,1.0,1.0,15.0,22.0,9.0,17.0,0.6818181818181818,0.5294117647058824,1.0,2.0,5.0,5.0,0.5,1.0,2.0,3.0,5.0,5.0,0.6666666666666666,1.0,-146.0,100.0,1
1259,1259,Raphael Assuncao,Marlon Moraes,0,1,2,12,10,23,0.16,0.43,3,13,12,25,0.2307692307692307,0.48,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,1,15.0,0.0,75.0,Guillotine Choke On Ground,UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,2019-02-02,Marlon Moraes,1.0,10.0,8.0,17.0,0.1,0.4705882352941176,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,0.5,0.5,2.0,12.0,7.0,18.0,0.1666666666666666,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.6,125.0,-158.0,0
1260,1260,Alonzo Menifield,Vinicius Moreira,1,0,33,60,11,21,0.55,0.52,35,62,12,22,0.5645161290322581,0.5454545454545454,0,0,0,4,0.0,0.0,0,0,0,0,0,29.0,1,20.0,29.0,80.0,Punch to Head At Distance,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Alonzo Menifield,32.0,59.0,0.0,6.0,0.5423728813559322,0.0,0.0,0.0,6.0,9.0,0.0,0.6666666666666666,1.0,1.0,5.0,6.0,1.0,0.8333333333333334,24.0,46.0,8.0,16.0,0.5217391304347826,0.5,0.0,0.0,3.0,5.0,0.0,0.6,9.0,14.0,0.0,0.0,0.6428571428571429,0.0,-300.0,200.0,1
1261,1261,Greg Hardy,Allen Crowder,0,0,29,64,12,30,0.45,0.4,35,70,16,34,0.5,0.4705882352941176,0,0,1,3,0.0,0.3333333333333333,0,1,0,0,1,16.0,2,22.0,76.0,142.0,Illegal Knee by Hardy,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Allen Crowder,21.0,56.0,12.0,30.0,0.375,0.4,5.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,17.0,51.0,8.0,25.0,0.3333333333333333,0.32,6.0,7.0,1.0,2.0,0.8571428571428571,0.5,6.0,6.0,3.0,3.0,1.0,1.0,-556.0,360.0,1
1262,1262,Joseph Benavidez,Dustin Ortiz,1,0,21,50,49,87,0.42,0.56,37,72,93,136,0.5138888888888888,0.6838235294117647,7,12,3,8,0.5833333333333334,0.375,0,0,2,1,6,50.0,3,3.0,410.0,183.0,Doug Crosby                                     28 - 29.          Darryl Porter                                     28 - 29.          Tim Corrado                                     28 - 29.,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Joseph Benavidez,7.0,30.0,21.0,54.0,0.2333333333333333,0.3888888888888889,6.0,8.0,28.0,32.0,0.75,0.875,8.0,12.0,0.0,1.0,0.6666666666666666,0.0,20.0,44.0,20.0,55.0,0.4545454545454545,0.3636363636363636,0.0,2.0,22.0,23.0,0.0,0.9565217391304348,1.0,4.0,7.0,9.0,0.25,0.7777777777777778,-240.0,187.0,1
1263,1263,Cory Sandhagen,Mario Bautista,1,0,17,54,9,30,0.31,0.3,17,55,10,32,0.3090909090909091,0.3125,1,2,1,1,0.5,1.0,2,0,0,0,0,39.0,0,54.0,39.0,54.0,Armbar On Ground,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Cory Sandhagen,9.0,43.0,4.0,22.0,0.2093023255813953,0.1818181818181818,2.0,3.0,3.0,4.0,0.6666666666666666,0.75,6.0,8.0,2.0,4.0,0.75,0.5,13.0,47.0,9.0,29.0,0.2765957446808511,0.3103448275862069,0.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.5714285714285714,0.0,-625.0,380.0,1
1264,1264,Glover Teixeira,Karl Roberson,0,1,6,11,24,30,0.54,0.8,20,26,29,35,0.7692307692307693,0.8285714285714286,1,3,0,0,0.3333333333333333,0.0,1,0,0,0,1,46.0,0,42.0,106.0,42.0,Arm Triangle From Side Control,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Glover Teixeira,6.0,11.0,22.0,28.0,0.5454545454545454,0.7857142857142857,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.3333333333333333,0.0,0.0,6.0,6.0,0.0,1.0,6.0,8.0,17.0,21.0,0.75,0.8095238095238095,-113.0,-111.0,1
1265,1265,Alexander Hernandez,Donald Cerrone,0,1,49,105,80,162,0.46,0.49,54,110,81,163,0.4909090909090909,0.4969325153374233,0,2,1,1,0.0,1.0,0,0,0,0,0,22.0,0,29.0,22.0,29.0,Kick to Head At Distance,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Donald Cerrone,20.0,59.0,58.0,136.0,0.3389830508474576,0.4264705882352941,25.0,42.0,18.0,22.0,0.5952380952380952,0.8181818181818182,4.0,4.0,4.0,4.0,1.0,1.0,32.0,82.0,52.0,124.0,0.3902439024390244,0.4193548387096774,17.0,23.0,14.0,22.0,0.7391304347826086,0.6363636363636364,0.0,0.0,14.0,16.0,0.0,0.875,-220.0,170.0,1
1266,1266,Kyle Stewart,Chance Rencountre,0,0,2,11,6,9,0.18,0.66,2,11,13,22,0.1818181818181818,0.5909090909090909,0,0,2,3,0.0,0.6666666666666666,0,1,0,0,0,0.0,1,59.0,0.0,119.0,Rear Naked Choke,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Chance Rencountre,0.0,9.0,5.0,8.0,0.0,0.625,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,11.0,4.0,7.0,0.1818181818181818,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,-165.0,130.0,1
1267,1267,Gregor Gillespie,Yancy Medeiros,0,0,51,71,1,12,0.71,0.08,73,95,1,12,0.7684210526315789,0.0833333333333333,6,11,0,0,0.5454545454545454,0.0,0,0,1,1,8,48.0,0,7.0,528.0,7.0,Punches to Head From Back Control,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Gregor Gillespie,38.0,58.0,1.0,11.0,0.6551724137931034,0.0909090909090909,10.0,10.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,11.0,0.0909090909090909,0.0909090909090909,6.0,9.0,0.0,0.0,0.6666666666666666,0.0,44.0,51.0,0.0,1.0,0.8627450980392157,0.0,-556.0,375.0,1
1268,1268,Belal Muhammad,Geoff Neal,0,2,63,204,71,190,0.3,0.37,64,205,71,190,0.3121951219512195,0.3736842105263158,0,7,0,0,0.0,0.0,0,0,0,0,0,23.0,0,57.0,23.0,57.0,Sal D'amato                                     28 - 29.          Eric Colon                                     27 - 30.          Tim Corrado                                     27 - 30.,UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,2019-01-19,Geoff Neal,39.0,163.0,61.0,178.0,0.2392638036809816,0.3426966292134831,18.0,34.0,8.0,10.0,0.5294117647058824,0.8,6.0,7.0,2.0,2.0,0.8571428571428571,1.0,59.0,193.0,55.0,162.0,0.3056994818652849,0.3395061728395062,4.0,11.0,11.0,18.0,0.3636363636363636,0.6111111111111112,0.0,0.0,5.0,10.0,0.0,0.5,162.0,-227.0,0
1269,1269,Cristiane Justino,Amanda Nunes,0,2,3,15,13,21,0.2,0.61,3,15,13,21,0.2,0.6190476190476191,0,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,0.0,1.0,Punches to Head At Distance,UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,2018-12-29,Amanda Nunes,1.0,12.0,12.0,20.0,0.0833333333333333,0.6,2.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,14.0,12.0,19.0,0.2142857142857142,0.631578947368421,0.0,1.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-213.0,170.0,1
1270,1270,Nathaniel Wood,Andre Ewell,1,0,61,114,15,58,0.53,0.25,171,234,18,62,0.7307692307692307,0.2903225806451613,2,3,0,0,0.6666666666666666,0.0,1,0,0,0,8,35.0,0,0.0,515.0,0.0,Rear Naked Choke,UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,2018-12-29,Nathaniel Wood,32.0,71.0,10.0,43.0,0.4507042253521127,0.2325581395348837,16.0,17.0,5.0,15.0,0.9411764705882352,0.3333333333333333,13.0,26.0,0.0,0.0,0.5,0.0,28.0,72.0,13.0,54.0,0.3888888888888889,0.2407407407407407,4.0,5.0,2.0,4.0,0.8,0.5,29.0,37.0,0.0,0.0,0.7837837837837838,0.0,-129.0,100.0,1
1271,1271,Uriah Hall,Bevon Lewis,1,0,39,88,68,157,0.44,0.43,42,91,77,168,0.4615384615384615,0.4583333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0,1.0,2,9.0,1.0,129.0,Punch to Head At Distance,UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,2018-12-29,Uriah Hall,13.0,48.0,27.0,100.0,0.2708333333333333,0.27,5.0,13.0,4.0,9.0,0.3846153846153846,0.4444444444444444,21.0,27.0,37.0,48.0,0.7777777777777778,0.7708333333333334,39.0,88.0,56.0,139.0,0.4431818181818182,0.4028776978417266,0.0,0.0,12.0,18.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,130.0,-170.0,0
1272,1272,Ilir Latifi,Corey Anderson,0,0,33,78,40,121,0.42,0.33,34,79,45,127,0.430379746835443,0.3543307086614173,0,4,0,4,0.0,0.0,0,0,0,0,0,46.0,0,23.0,46.0,23.0,Derek Cleary                                     28 - 29.          Wade Vierra                                     28 - 29.          Junichiro Kamijo                                     28 - 29.,UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,2018-12-29,Corey Anderson,23.0,66.0,24.0,93.0,0.3484848484848485,0.2580645161290322,3.0,5.0,11.0,22.0,0.6,0.5,7.0,7.0,5.0,6.0,1.0,0.8333333333333334,23.0,62.0,38.0,114.0,0.3709677419354839,0.3333333333333333,10.0,16.0,2.0,7.0,0.625,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,-139.0,110.0,1
1273,1273,Cat Zingano,Megan Anderson,0,0,3,6,3,9,0.5,0.33,3,6,3,9,0.5,0.3333333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,Kick to Head At Distance      Eye Injury to Zingano,UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,2018-12-29,Megan Anderson,0.0,1.0,2.0,8.0,0.0,0.25,0.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.6,0.0,3.0,6.0,3.0,9.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139.0,110.0,1
1274,1274,Carlos Condit,Michael Chiesa,0,0,5,24,10,22,0.2,0.45,20,39,16,33,0.5128205128205128,0.4848484848484848,0,0,4,5,0.0,0.8,1,1,1,0,0,18.0,4,12.0,18.0,252.0,Kimura From Half Guard,UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,2018-12-29,Michael Chiesa,2.0,18.0,8.0,20.0,0.1111111111111111,0.4,2.0,5.0,2.0,2.0,0.4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,18.0,2.0,8.0,0.1111111111111111,0.25,2.0,4.0,2.0,2.0,0.5,1.0,1.0,2.0,6.0,12.0,0.5,0.5,-120.0,-125.0,0
1275,1275,Andrei Arlovski,Walt Harris,0,0,44,93,24,93,0.47,0.25,48,97,26,95,0.4948453608247423,0.2736842105263158,0,1,1,3,0.0,0.3333333333333333,0,0,0,0,0,9.0,0,34.0,9.0,34.0,Failed Drug Test by Harris                Dave Hagen                                     30 - 27.          Wade Vierra                                     28 - 29.          Ron McCarthy                                     28 - 29.,UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,2018-12-29,Walt Harris,20.0,60.0,13.0,72.0,0.3333333333333333,0.1805555555555555,11.0,17.0,11.0,20.0,0.6470588235294118,0.55,13.0,16.0,0.0,1.0,0.8125,0.0,43.0,90.0,21.0,85.0,0.4777777777777778,0.2470588235294117,1.0,3.0,3.0,8.0,0.3333333333333333,0.375,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-227.0,0
1276,1276,Brian Kelleher,Montel Jackson,0,0,6,10,10,16,0.6,0.62,6,10,16,27,0.6,0.5925925925925926,0,1,0,0,0.0,0.0,0,1,0,0,0,5.0,0,16.0,5.0,16.0,D'Arce Choke On Ground,UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,2018-12-29,Montel Jackson,0.0,3.0,6.0,11.0,0.0,0.5454545454545454,0.0,1.0,2.0,3.0,0.0,0.6666666666666666,6.0,6.0,2.0,2.0,1.0,1.0,6.0,10.0,7.0,12.0,0.6,0.5833333333333334,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.6666666666666666,140.0,-180.0,0
1277,1277,Adam Milstead,Mike Rodriguez,0,2,10,21,35,42,0.47,0.83,22,34,44,53,0.6470588235294118,0.8301886792452831,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1,52.0,0.0,112.0,Knee to Body At Distance,UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/event-details/7a703c565ccaa18f,2018-12-15,Mike Rodriguez,5.0,16.0,25.0,30.0,0.3125,0.8333333333333334,2.0,2.0,8.0,10.0,1.0,0.8,3.0,3.0,2.0,2.0,1.0,1.0,9.0,20.0,16.0,23.0,0.45,0.6956521739130435,0.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,14.0,14.0,1.0,1.0,-143.0,-115.0,1
1278,1278,Rob Font,Sergio Pettis,0,0,111,247,71,185,0.44,0.38,118,255,88,206,0.4627450980392157,0.4271844660194174,2,4,1,2,0.5,0.5,1,0,1,0,4,51.0,0,16.0,291.0,16.0,Brian Puccillo                                     27 - 30.          Rick Winter                                     27 - 30.          Chris Lee                                     27 - 30.,UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/event-details/7a703c565ccaa18f,2018-12-15,Rob Font,79.0,212.0,53.0,165.0,0.3726415094339622,0.3212121212121212,25.0,28.0,7.0,9.0,0.8928571428571429,0.7777777777777778,7.0,7.0,11.0,11.0,1.0,1.0,102.0,227.0,71.0,183.0,0.4493392070484581,0.3879781420765027,1.0,1.0,0.0,0.0,1.0,0.0,8.0,19.0,0.0,2.0,0.4210526315789473,0.0,-165.0,130.0,1
