,Unnamed: 0,Fighter_A,Fighter_B,A_Kd,B_Kd,A_Sig_strike_land,A_Sig_strike_att,B_Sig_strike_land,B_Sig_strike_att,A_Sig_strike_percent,B_Sig_strike_percent,A_Total_Strikes_land,A_Total_Strikes_att,B_Total_Strikes_land,B_Total_Strikes_att,A_Total_Strikes_percent,B_Total_Strikes_percent,A_Takedowns_land,A_Takedowns_att,B_Takedowns_land,B_Takedowns_att,A_Takedown_percent,B_Takedown_percent,A_Sub_Attempts_land,B_Sub_Attempts_land,A_Rev,B_Rev,A_Ctrl_time_min,A_Ctrl_time_sec,B_Ctrl_time_min,B_Ctrl_time_sec,A_Ctrl_time_tot,B_Ctrl_time_tot,details,event_title,event_url,date,Winner,A_Head_Strikes_land,A_Head_Strikes_att,B_Head_Strikes_land,B_Head_Strikes_att,A_Head_Strikes_percent,B_Head_Strikes_percent,A_Body_Strikes_land,A_Body_Strikes_att,B_Body_Strikes_land,B_Body_Strikes_att,A_Body_Strikes_percent,B_Body_Strikes_percent,A_Leg_Strikes_land,A_Leg_Strikes_att,B_Leg_Strikes_land,B_Leg_Strikes_att,A_Leg_Strikes_percent,B_Leg_Strikes_percent,A_Distance_Strikes_land,A_Distance_Strikes_att,B_Distance_Strikes_land,B_Distance_Strikes_att,A_Distance_Strikes_percent,B_Distance_Strikes_percent,A_Clinch_Strikes_land,A_Clinch_Strikes_att,B_Clinch_Strikes_land,B_Clinch_Strikes_att,A_Clinch_Strikes_percent,B_Clinch_Strikes_percent,A_Ground_Strikes_land,A_Ground_Strikes_att,B_Ground_Strikes_land,B_Ground_Strikes_att,A_Ground_Strikes_percent,B_Ground_Strikes_percent,Fighter_A_Odds_obf,Fighter_B_Odds_obf,favorite?
1625,1625,Andrew Sanchez,Ryan Janes,2,0,96,183,159,267,0.52,0.59,113,200,200,312,0.565,0.6410256410256411,3,7,0,0,0.4285714285714285,0.0,0,0,0,0,2,7.0,0,14.0,127.0,14.0,Punch to Head At Distance,The Ultimate Fighter: A New World Champion Finale,http://www.ufcstats.com/event-details/30e8b4505f5ccf92,2017-12-01,Ryan Janes,90.0,173.0,121.0,226.0,0.5202312138728323,0.5353982300884956,6.0,10.0,32.0,35.0,0.6,0.9142857142857144,0.0,0.0,6.0,6.0,0.0,1.0,80.0,160.0,131.0,232.0,0.5,0.5646551724137931,9.0,14.0,28.0,35.0,0.6428571428571429,0.8,7.0,9.0,0.0,0.0,0.7777777777777778,0.0,-700.0,450.0,1
1626,1626,Muslim Salikhov,Alex Garcia,0,0,10,27,6,24,0.37,0.25,10,27,21,39,0.3703703703703703,0.5384615384615384,0,0,3,7,0.0,0.4285714285714285,0,1,0,0,0,0.0,3,8.0,0.0,188.0,Rear Naked Choke,UFC Fight Night: Bisping vs. Gastelum,http://www.ufcstats.com/event-details/e7bc606d269896aa,2017-11-25,Alex Garcia,4.0,16.0,6.0,24.0,0.25,0.25,3.0,8.0,0.0,0.0,0.375,0.0,3.0,3.0,0.0,0.0,1.0,0.0,10.0,27.0,4.0,20.0,0.3703703703703703,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.6666666666666666,-235.0,180.0,1
1627,1627,Wang Guan,Alex Caceres,1,0,71,164,49,123,0.43,0.39,75,169,49,124,0.4437869822485207,0.3951612903225806,0,3,0,0,0.0,0.0,0,0,0,0,0,24.0,0,22.0,24.0,22.0,Christopher Shen                                     28 - 29.          Kon Papaioannou                                     29 - 28.          Paul Sutherland                                     28 - 29.,UFC Fight Night: Bisping vs. Gastelum,http://www.ufcstats.com/event-details/e7bc606d269896aa,2017-11-25,Wang Guan,30.0,106.0,22.0,91.0,0.2830188679245283,0.2417582417582417,11.0,20.0,21.0,24.0,0.55,0.875,30.0,38.0,6.0,8.0,0.7894736842105263,0.75,61.0,149.0,43.0,115.0,0.4093959731543624,0.3739130434782609,2.0,3.0,6.0,8.0,0.6666666666666666,0.75,8.0,12.0,0.0,0.0,0.6666666666666666,0.0,110.0,-140.0,0
1628,1628,Chase Sherman,Shamil Abdurakhimov,0,1,5,13,6,10,0.38,0.6,5,13,6,10,0.3846153846153846,0.6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,0.0,1.0,Punches to Head At Distance,UFC Fight Night: Bisping vs. Gastelum,http://www.ufcstats.com/event-details/e7bc606d269896aa,2017-11-25,Shamil Abdurakhimov,4.0,12.0,5.0,8.0,0.3333333333333333,0.625,0.0,0.0,1.0,2.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,5.0,13.0,6.0,10.0,0.3846153846153846,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,-140.0,0
1629,1629,Zabit Magomedsharipov,Sheymon Moraes,0,0,34,70,18,31,0.48,0.58,60,101,23,38,0.594059405940594,0.6052631578947368,11,15,0,0,0.7333333333333333,0.0,1,0,1,0,9,52.0,0,8.0,592.0,8.0,Anaconda Choke On Ground,UFC Fight Night: Bisping vs. Gastelum,http://www.ufcstats.com/event-details/e7bc606d269896aa,2017-11-25,Zabit Magomedsharipov,28.0,57.0,7.0,17.0,0.4912280701754385,0.4117647058823529,1.0,6.0,7.0,9.0,0.1666666666666666,0.7777777777777778,5.0,7.0,4.0,5.0,0.7142857142857143,0.8,14.0,37.0,17.0,30.0,0.3783783783783784,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,1.0,1.0,0.6060606060606061,1.0,-500.0,350.0,1
1630,1630,Michael Bisping,Kelvin Gastelum,0,1,7,24,14,27,0.29,0.51,7,24,14,27,0.2916666666666667,0.5185185185185185,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,7.0,0.0,7.0,Punch to Head At Distance,UFC Fight Night: Bisping vs. Gastelum,http://www.ufcstats.com/event-details/e7bc606d269896aa,2017-11-25,Kelvin Gastelum,5.0,22.0,7.0,19.0,0.2272727272727272,0.3684210526315789,1.0,1.0,5.0,6.0,1.0,0.8333333333333334,1.0,1.0,2.0,2.0,1.0,1.0,7.0,24.0,9.0,20.0,0.2916666666666667,0.45,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,0.6666666666666666,225.0,-285.0,0
1631,1631,Damien Brown,Frank Camacho,0,0,104,251,154,299,0.41,0.51,115,263,212,360,0.4372623574144487,0.5888888888888889,2,7,1,5,0.2857142857142857,0.2,1,0,0,1,2,12.0,2,18.0,132.0,138.0,Kevin Manderson                                     29 - 28.          Evan Field                                     27 - 30.          Chris Aliendi                                     28 - 29.,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Frank Camacho,72.0,213.0,137.0,277.0,0.3380281690140845,0.4945848375451263,19.0,25.0,17.0,22.0,0.76,0.7727272727272727,13.0,13.0,0.0,0.0,1.0,0.0,99.0,244.0,130.0,271.0,0.4057377049180328,0.4797047970479705,4.0,6.0,23.0,27.0,0.6666666666666666,0.8518518518518519,1.0,1.0,1.0,1.0,1.0,1.0,104.0,-125.0,0
1632,1632,Elias Theodorou,Daniel Kelly,0,0,118,250,42,120,0.47,0.35,128,261,54,133,0.4904214559386973,0.4060150375939849,0,0,2,7,0.0,0.2857142857142857,0,1,1,0,0,54.0,0,58.0,54.0,58.0,Chris Aliendi                                     28 - 30.          Evan Field                                     27 - 30.          Charlie Keech                                     26 - 30.,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Elias Theodorou,49.0,144.0,37.0,112.0,0.3402777777777778,0.3303571428571428,33.0,54.0,4.0,7.0,0.6111111111111112,0.5714285714285714,36.0,52.0,1.0,1.0,0.6923076923076923,1.0,105.0,235.0,25.0,89.0,0.4468085106382978,0.2808988764044944,13.0,15.0,17.0,31.0,0.8666666666666667,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,0.0,-310.0,240.0,1
1633,1633,Ryan Benoit,Ashkan Mokhtarian,1,0,45,93,42,101,0.48,0.41,47,95,43,102,0.4947368421052631,0.4215686274509804,0,1,0,3,0.0,0.0,0,0,0,0,0,2.0,0,22.0,2.0,22.0,Kick to Head At Distance,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Ryan Benoit,40.0,86.0,20.0,71.0,0.4651162790697674,0.2816901408450704,4.0,6.0,11.0,18.0,0.6666666666666666,0.6111111111111112,1.0,1.0,11.0,12.0,1.0,0.9166666666666666,40.0,87.0,41.0,100.0,0.4597701149425287,0.41,1.0,2.0,1.0,1.0,0.5,1.0,4.0,4.0,0.0,0.0,1.0,0.0,-290.0,245.0,1
1634,1634,Alex Chambers,Nadia Kassem,0,0,45,70,52,105,0.64,0.49,79,108,134,204,0.7314814814814815,0.6568627450980392,4,7,0,1,0.5714285714285714,0.0,0,6,0,2,7,43.0,1,28.0,463.0,88.0,Kon Papaioannou                                     28 - 29.          Anthony Dimitriou                                     27 - 29.          Storm Oshyer                                     27 - 29.,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Nadia Kassem,28.0,47.0,25.0,65.0,0.5957446808510638,0.3846153846153846,10.0,11.0,17.0,27.0,0.9090909090909092,0.6296296296296297,7.0,12.0,10.0,13.0,0.5833333333333334,0.7692307692307693,29.0,51.0,36.0,83.0,0.5686274509803921,0.4337349397590361,2.0,5.0,11.0,14.0,0.4,0.7857142857142857,14.0,14.0,5.0,8.0,1.0,0.625,170.0,-206.0,0
1635,1635,Fabricio Werdum,Marcin Tybura,0,0,155,265,127,257,0.58,0.49,179,290,137,269,0.6172413793103448,0.5092936802973977,1,7,1,1,0.1428571428571428,1.0,0,0,0,0,4,1.0,0,24.0,241.0,24.0,Anthony Dimitriou                                     45 - 50.          Kon Papaioannou                                     45 - 50.          Charlie Keech                                     46 - 49.,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Fabricio Werdum,104.0,209.0,83.0,202.0,0.4976076555023923,0.4108910891089108,32.0,35.0,13.0,20.0,0.9142857142857144,0.65,19.0,21.0,31.0,35.0,0.9047619047619048,0.8857142857142857,137.0,239.0,118.0,242.0,0.5732217573221757,0.4876033057851239,15.0,23.0,8.0,14.0,0.6521739130434783,0.5714285714285714,3.0,3.0,1.0,1.0,1.0,1.0,-300.0,250.0,1
1636,1636,Tim Means,Belal Muhammad,0,0,91,234,88,221,0.38,0.39,93,236,90,224,0.3940677966101695,0.4017857142857143,0,1,1,5,0.0,0.2,0,0,0,0,0,0.0,0,21.0,0.0,21.0,Kevin Manderson                                     28 - 29.          Charlie Keech                                     29 - 28.          Evan Field                                     28 - 29.,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Belal Muhammad,49.0,178.0,72.0,199.0,0.2752808988764045,0.3618090452261306,29.0,42.0,10.0,16.0,0.6904761904761905,0.625,13.0,14.0,6.0,6.0,0.9285714285714286,1.0,90.0,232.0,88.0,221.0,0.3879310344827586,0.3981900452488687,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-225.0,175.0,1
1637,1637,Jake Matthews,Bojan Velickovic,0,0,20,34,24,48,0.58,0.5,50,69,113,163,0.7246376811594203,0.6932515337423313,4,11,1,1,0.3636363636363636,1.0,0,1,1,2,7,7.0,4,38.0,427.0,278.0,Storm Oshyer                                     28 - 29.          Kon Papaioannou                                     29 - 28.          Anthony Dimitriou                                     28 - 29.,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Jake Matthews,18.0,31.0,20.0,41.0,0.5806451612903226,0.4878048780487805,1.0,2.0,2.0,4.0,0.5,0.5,1.0,1.0,2.0,3.0,1.0,0.6666666666666666,11.0,25.0,9.0,28.0,0.44,0.3214285714285714,1.0,1.0,9.0,13.0,1.0,0.6923076923076923,8.0,8.0,6.0,7.0,1.0,0.8571428571428571,-140.0,118.0,1
1638,1638,Rashad Coulter,Tai Tuivasa,0,1,10,19,22,36,0.52,0.61,19,28,22,36,0.6785714285714286,0.6111111111111112,0,2,0,2,0.0,0.0,0,0,0,0,0,38.0,1,14.0,38.0,74.0,Flying Knee Head,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Tai Tuivasa,2.0,11.0,16.0,29.0,0.1818181818181818,0.5517241379310345,7.0,7.0,3.0,4.0,1.0,0.75,1.0,1.0,3.0,3.0,1.0,1.0,3.0,10.0,14.0,25.0,0.3,0.56,7.0,7.0,6.0,9.0,1.0,0.6666666666666666,0.0,2.0,2.0,2.0,0.0,1.0,147.0,-175.0,0
1639,1639,Anthony Hamilton,Adam Wieczorek,0,0,32,57,42,95,0.56,0.44,44,75,73,129,0.5866666666666667,0.5658914728682171,2,9,0,1,0.2222222222222222,0.0,0,0,0,0,6,59.0,2,11.0,419.0,131.0,Charlie Keech                                     28 - 29.          Storm Oshyer                                     28 - 29.          Anthony Dimitriou                                     28 - 29.,UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,2017-11-18,Adam Wieczorek,6.0,28.0,23.0,74.0,0.2142857142857142,0.3108108108108108,21.0,22.0,15.0,16.0,0.9545454545454546,0.9375,5.0,7.0,4.0,5.0,0.7142857142857143,0.8,11.0,36.0,26.0,77.0,0.3055555555555556,0.3376623376623376,6.0,6.0,11.0,11.0,1.0,1.0,15.0,15.0,5.0,7.0,1.0,0.7142857142857143,146.0,-175.0,0
1640,1640,Jake Collier,Marcel Fortuna,0,0,94,247,59,140,0.38,0.42,124,279,65,146,0.4444444444444444,0.4452054794520548,0,2,1,9,0.0,0.1111111111111111,0,1,2,0,1,11.0,1,7.0,71.0,67.0,Giovanni Lemm                                     27 - 30.          Ron Rodriquez                                     28 - 29.          Brian Costello                                     28 - 29.,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Jake Collier,55.0,199.0,49.0,122.0,0.2763819095477386,0.4016393442622951,19.0,26.0,9.0,15.0,0.7307692307692307,0.6,20.0,22.0,1.0,3.0,0.9090909090909092,0.3333333333333333,88.0,235.0,54.0,132.0,0.3744680851063829,0.4090909090909091,2.0,7.0,5.0,7.0,0.2857142857142857,0.7142857142857143,4.0,5.0,0.0,1.0,0.8,0.0,210.0,-255.0,0
1641,1641,Tatiana Suarez,Viviane Pereira,0,0,71,106,13,23,0.66,0.56,144,197,69,104,0.7309644670050761,0.6634615384615384,4,5,0,0,0.8,0.0,0,1,0,0,12,29.0,0,6.0,749.0,6.0,Elvis Bello                                     27 - 30.          Brian Costello                                     27 - 30.          Jeff Mullen                                     26 - 30.,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Tatiana Suarez,45.0,77.0,10.0,18.0,0.5844155844155844,0.5555555555555556,14.0,15.0,2.0,4.0,0.9333333333333332,0.5,12.0,14.0,1.0,1.0,0.8571428571428571,1.0,11.0,30.0,7.0,14.0,0.3666666666666666,0.5,3.0,4.0,2.0,3.0,0.75,0.6666666666666666,57.0,72.0,4.0,6.0,0.7916666666666666,0.6666666666666666,-285.0,222.0,1
1642,1642,John Dodson,Marlon Moraes,1,0,43,105,45,131,0.4,0.34,47,109,45,131,0.4311926605504587,0.3435114503816794,2,4,1,2,0.5,0.5,0,1,0,0,0,27.0,1,5.0,27.0,65.0,Chris Lee                                     27 - 30.          Ron Rodriquez                                     30 - 27.          Brian Costello                                     27 - 30.,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Marlon Moraes,24.0,83.0,21.0,92.0,0.2891566265060241,0.2282608695652173,15.0,18.0,15.0,23.0,0.8333333333333334,0.6521739130434783,4.0,4.0,9.0,16.0,1.0,0.5625,40.0,101.0,45.0,131.0,0.396039603960396,0.3435114503816794,2.0,3.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-125.0,104.0,1
1643,1643,Angela Hill,Nina Nunes,0,0,107,230,143,309,0.46,0.46,108,233,146,312,0.463519313304721,0.4679487179487179,0,0,0,1,0.0,0.0,0,0,0,0,0,8.0,0,2.0,8.0,2.0,Chris Lee                                     28 - 29.          Ron Rodriquez                                     28 - 29.          Brian Costello                                     28 - 29.,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Nina Nunes,68.0,173.0,81.0,230.0,0.3930635838150289,0.3521739130434783,18.0,31.0,23.0,35.0,0.5806451612903226,0.6571428571428571,21.0,26.0,39.0,44.0,0.8076923076923077,0.8863636363636364,99.0,222.0,135.0,293.0,0.4459459459459459,0.4607508532423208,8.0,8.0,7.0,14.0,1.0,0.5,0.0,0.0,1.0,2.0,0.0,0.5,-178.0,150.0,1
1644,1644,Sage Northcutt,Michel Quinones,0,0,79,161,55,161,0.49,0.34,82,166,55,161,0.4939759036144578,0.3416149068322981,3,5,0,0,0.6,0.0,0,0,0,0,0,43.0,0,0.0,43.0,0.0,Luc Belhumeur                                     27 - 30.          Ron Rodriquez                                     27 - 30.          Derek Cleary                                     27 - 30.,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Sage Northcutt,45.0,113.0,13.0,103.0,0.3982300884955752,0.1262135922330097,15.0,24.0,9.0,17.0,0.625,0.5294117647058824,19.0,24.0,33.0,41.0,0.7916666666666666,0.8048780487804879,77.0,159.0,55.0,161.0,0.4842767295597484,0.3416149068322981,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-190.0,151.0,1
1645,1645,Darren Stewart,Karl Roberson,0,0,6,20,17,23,0.3,0.73,6,20,21,29,0.3,0.7241379310344828,0,1,1,1,0.0,1.0,0,2,0,0,0,34.0,1,14.0,34.0,74.0,Rear Naked Choke,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Karl Roberson,3.0,9.0,12.0,17.0,0.3333333333333333,0.7058823529411765,0.0,3.0,5.0,6.0,0.0,0.8333333333333334,3.0,8.0,0.0,0.0,0.375,0.0,4.0,18.0,5.0,9.0,0.2222222222222222,0.5555555555555556,2.0,2.0,9.0,9.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.6,185.0,-225.0,0
1646,1646,Raphael Assuncao,Matthew Lopez,1,0,46,154,34,93,0.29,0.36,48,156,36,95,0.3076923076923077,0.3789473684210526,0,0,1,4,0.0,0.25,0,0,0,0,0,1.0,0,29.0,1.0,29.0,Punch to Head At Distance,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Raphael Assuncao,24.0,123.0,16.0,68.0,0.1951219512195122,0.2352941176470588,6.0,12.0,12.0,19.0,0.5,0.631578947368421,16.0,19.0,6.0,6.0,0.8421052631578947,1.0,45.0,153.0,34.0,93.0,0.2941176470588235,0.3655913978494624,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-370.0,280.0,1
1647,1647,Junior Albini,Andrei Arlovski,0,0,48,106,92,203,0.45,0.45,74,133,106,217,0.556390977443609,0.488479262672811,0,1,0,1,0.0,0.0,0,0,0,0,3,37.0,0,2.0,217.0,2.0,Derek Cleary                                     28 - 29.          Chris Lee                                     27 - 30.          Jeff Mullen                                     27 - 30.,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Andrei Arlovski,35.0,88.0,52.0,157.0,0.3977272727272727,0.3312101910828025,6.0,10.0,27.0,33.0,0.6,0.8181818181818182,7.0,8.0,13.0,13.0,0.875,1.0,37.0,92.0,81.0,190.0,0.4021739130434782,0.4263157894736842,11.0,14.0,11.0,13.0,0.7857142857142857,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,-330.0,260.0,1
1648,1648,Nate Marquardt,Cezar Ferreira,1,0,36,65,47,81,0.55,0.58,51,82,96,135,0.6219512195121951,0.7111111111111111,0,2,2,4,0.0,0.5,0,0,0,0,0,41.0,4,44.0,41.0,284.0,Jeff Mullen                                     28 - 29.          Chris Lee                                     29 - 28.          Brian Costello                                     28 - 29.,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Cezar Ferreira,22.0,49.0,14.0,41.0,0.4489795918367347,0.3414634146341463,8.0,9.0,15.0,21.0,0.8888888888888888,0.7142857142857143,6.0,7.0,18.0,19.0,0.8571428571428571,0.9473684210526316,23.0,51.0,35.0,68.0,0.4509803921568627,0.5147058823529411,7.0,8.0,1.0,2.0,0.875,0.5,6.0,6.0,11.0,11.0,1.0,1.0,205.0,-265.0,0
1649,1649,Dustin Poirier,Anthony Pettis,0,0,53,100,34,54,0.53,0.62,71,119,46,66,0.5966386554621849,0.696969696969697,5,6,1,1,0.8333333333333334,1.0,0,4,0,2,6,51.0,1,36.0,411.0,96.0,to          Injury,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Dustin Poirier,47.0,92.0,29.0,45.0,0.5108695652173914,0.6444444444444445,5.0,6.0,3.0,7.0,0.8333333333333334,0.4285714285714285,1.0,2.0,2.0,2.0,0.5,1.0,25.0,62.0,23.0,43.0,0.4032258064516129,0.5348837209302325,8.0,10.0,1.0,1.0,0.8,1.0,20.0,28.0,10.0,10.0,0.7142857142857143,1.0,-110.0,-110.0,0
1650,1650,Matt Brown,Diego Sanchez,1,0,18,34,12,20,0.52,0.6,20,36,13,21,0.5555555555555556,0.6190476190476191,0,0,0,3,0.0,0.0,0,0,0,0,0,1.0,1,30.0,1.0,90.0,Elbow to Head At Distance,UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,Matt Brown,14.0,30.0,7.0,12.0,0.4666666666666667,0.5833333333333334,2.0,2.0,2.0,5.0,1.0,0.4,2.0,2.0,3.0,3.0,1.0,1.0,12.0,28.0,10.0,18.0,0.4285714285714285,0.5555555555555556,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.0,285.0,1
1651,1651,Walt Harris,Mark Godbeer,0,0,21,38,3,15,0.55,0.2,34,53,9,22,0.6415094339622641,0.4090909090909091,1,1,0,0,1.0,0.0,0,0,0,0,3,11.0,0,0.0,191.0,0.0,0,UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,2017-11-04,Mark Godbeer,17.0,31.0,2.0,13.0,0.5483870967741935,0.1538461538461538,4.0,7.0,1.0,1.0,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,19.0,2.0,14.0,0.2631578947368421,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,15.0,18.0,0.0,0.0,0.8333333333333334,0.0,-375.0,310.0,1
1652,1652,Aleksei Oleinik,Curtis Blaydes,0,1,34,68,39,101,0.5,0.38,41,75,50,112,0.5466666666666666,0.4464285714285714,0,0,4,4,0.0,1.0,0,0,0,0,0,15.0,1,53.0,15.0,113.0,0,UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,2017-11-04,Curtis Blaydes,22.0,53.0,33.0,95.0,0.4150943396226415,0.3473684210526316,5.0,7.0,2.0,2.0,0.7142857142857143,1.0,7.0,8.0,4.0,4.0,0.875,1.0,27.0,57.0,24.0,85.0,0.4736842105263157,0.2823529411764706,7.0,11.0,11.0,11.0,0.6363636363636364,1.0,0.0,0.0,4.0,5.0,0.0,0.8,250.0,-330.0,0
1653,1653,Stephen Thompson,Jorge Masvidal,1,0,70,156,42,142,0.44,0.29,70,156,42,142,0.4487179487179487,0.2957746478873239,0,0,0,2,0.0,0.0,0,0,0,0,0,4.0,0,3.0,4.0,3.0,Sal D'amato                                     26 - 30.          Dave Tirelli                                     27 - 30.          Eric Colon                                     27 - 30.,UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,2017-11-04,Stephen Thompson,49.0,117.0,9.0,79.0,0.4188034188034188,0.1139240506329113,17.0,34.0,5.0,13.0,0.5,0.3846153846153846,4.0,5.0,28.0,50.0,0.8,0.56,70.0,155.0,39.0,137.0,0.4516129032258064,0.2846715328467153,0.0,1.0,3.0,5.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-190.0,163.0,1
1654,1654,Michael Bisping,Georges St-Pierre,0,1,27,106,59,119,0.25,0.49,49,128,68,131,0.3828125,0.5190839694656488,0,0,3,4,0.0,0.75,0,1,0,0,0,0.0,3,16.0,0.0,196.0,Rear Naked Choke      Technical Submission,UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,2017-11-04,Georges St-Pierre,20.0,92.0,41.0,92.0,0.217391304347826,0.4456521739130434,1.0,6.0,5.0,12.0,0.1666666666666666,0.4166666666666667,6.0,8.0,13.0,15.0,0.75,0.8666666666666667,25.0,104.0,39.0,92.0,0.2403846153846154,0.4239130434782608,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,19.0,26.0,1.0,0.7307692307692307,-120.0,-105.0,1
1655,1655,Johny Hendricks,Paulo Costa,0,1,27,54,49,90,0.5,0.54,27,54,49,90,0.5,0.5444444444444444,0,4,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,0.0,1.0,Punches to Head At Distance,UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,2017-11-04,Paulo Costa,10.0,32.0,25.0,62.0,0.3125,0.4032258064516129,2.0,2.0,23.0,26.0,1.0,0.8846153846153846,15.0,20.0,1.0,2.0,0.75,0.5,27.0,52.0,45.0,84.0,0.5192307692307693,0.5357142857142857,0.0,2.0,3.0,4.0,0.0,0.75,0.0,0.0,1.0,2.0,0.0,0.5,295.0,-365.0,0
1656,1656,Joanna Jedrzejczyk,Rose Namajunas,0,1,5,42,15,34,0.11,0.44,5,42,18,37,0.119047619047619,0.4864864864864865,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,26.0,0.0,26.0,Punch to Head At Distance,UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,2017-11-04,Rose Namajunas,2.0,37.0,14.0,32.0,0.054054054054054,0.4375,1.0,2.0,0.0,0.0,0.5,0.0,2.0,3.0,1.0,2.0,0.6666666666666666,0.5,5.0,42.0,8.0,23.0,0.119047619047619,0.3478260869565217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.7,-700.0,500.0,1
1657,1657,Randy Brown,Mickey Gall,0,0,41,70,7,16,0.58,0.43,60,99,57,74,0.6060606060606061,0.7702702702702703,1,1,0,2,1.0,0.0,0,2,0,1,8,48.0,4,25.0,528.0,265.0,Derek Cleary                                     28 - 29.          Dave Tirelli                                     28 - 29.          Chris Lee                                     27 - 29.,UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,2017-11-04,Randy Brown,35.0,64.0,7.0,16.0,0.546875,0.4375,3.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,7.0,22.0,3.0,11.0,0.3181818181818182,0.2727272727272727,4.0,5.0,0.0,0.0,0.8,0.0,30.0,43.0,4.0,5.0,0.6976744186046512,0.8,102.0,-125.0,0
