,Unnamed: 0,Fight_url
0,0,/
1,1,/statistics/events/
2,2,/statistics/fighters
3,3,http://statleaders.ufc.com
4,4,http://www.ufcstats.com/fight-details/d33814971932422a
5,5,http://www.ufcstats.com/fighter-details/c41d426cc7326d1b
6,6,http://www.ufcstats.com/fighter-details/7447e9f28508106a
7,7,http://www.ufcstats.com/fight-details/7d0d2cecab358ba1
8,8,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482
9,9,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9
10,10,http://www.ufcstats.com/fight-details/a73e33dfce8fcfd8
11,11,http://www.ufcstats.com/fighter-details/b9f28e7045fdfce7
12,12,http://www.ufcstats.com/fighter-details/ec23c1be628d8057
13,13,http://www.ufcstats.com/fight-details/1aedd959f1523a27
14,14,http://www.ufcstats.com/fighter-details/94426bb170c88115
15,15,http://www.ufcstats.com/fighter-details/da4628f173337902
16,16,http://www.ufcstats.com/fight-details/330506571d2778b1
17,17,http://www.ufcstats.com/fighter-details/fb3e61720be4690c
18,18,http://www.ufcstats.com/fighter-details/19c591115a58982c
19,19,http://www.ufcstats.com/fight-details/63f6af6d5f7b82ad
20,20,http://www.ufcstats.com/fighter-details/b67d6bacc68d4c92
21,21,http://www.ufcstats.com/fighter-details/5fa2974cbd18e05c
22,22,http://www.ufcstats.com/fight-details/de93fda66d203c26
23,23,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea
24,24,http://www.ufcstats.com/fighter-details/98c23cb6da5b3352
25,25,http://www.ufcstats.com/fight-details/ecc56a86a1eead9d
26,26,http://www.ufcstats.com/fighter-details/ae7fe94f117f98cf
27,27,http://www.ufcstats.com/fighter-details/5580771f383e141f
28,28,http://www.ufcstats.com/fight-details/8c9ff13791378784
29,29,http://www.ufcstats.com/fighter-details/2f181c0467965b98
30,30,http://www.ufcstats.com/fighter-details/4e06913c91da5200
31,31,http://www.ufcstats.com/fight-details/ad59e2de1ab5c8d2
32,32,http://www.ufcstats.com/fighter-details/af9efbfd63d39734
33,33,http://www.ufcstats.com/fighter-details/a78a87d8c2bbb1cb
34,34,http://www.ufcstats.com/fight-details/6c79db79da9ae874
35,35,http://www.ufcstats.com/fighter-details/d05412b513b19621
36,36,http://www.ufcstats.com/fighter-details/325ad0dd9126d3df
37,37,/statistics/events/
38,38,/statistics/fighters
39,39,http://statleaders.ufc.com
40,40,/
41,41,https://ufc.com/terms
42,42,https://ufc.com/privacy-policy
43,43,/
44,44,/statistics/events/
45,45,/statistics/fighters
46,46,http://statleaders.ufc.com
47,47,http://www.ufcstats.com/fight-details/df370b97ea49e6b4
48,48,http://www.ufcstats.com/fighter-details/65f09bacd3957381
49,49,http://www.ufcstats.com/fighter-details/efb96bf3e9ada36f
50,50,http://www.ufcstats.com/fight-details/bd06f1c2d7e6c4a0
51,51,http://www.ufcstats.com/fighter-details/d1c65d2cf2925ddd
52,52,http://www.ufcstats.com/fighter-details/c68c68efaa5ca6ef
53,53,http://www.ufcstats.com/fight-details/adb78db5ba8ccc0f
54,54,http://www.ufcstats.com/fighter-details/8fd808923cffff82
55,55,http://www.ufcstats.com/fighter-details/9abc648e76c4493a
56,56,http://www.ufcstats.com/fight-details/160c17b8fcb0e2a1
57,57,http://www.ufcstats.com/fighter-details/c1085e1701b13eca
58,58,http://www.ufcstats.com/fighter-details/70fa1c64a2c439ef
59,59,http://www.ufcstats.com/fight-details/3cbd3565dd631cc4
60,60,http://www.ufcstats.com/fighter-details/d31a5546c0e9b213
61,61,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
62,62,http://www.ufcstats.com/fight-details/ce5ebaf8caf8c4a7
63,63,http://www.ufcstats.com/fighter-details/093e1f5bb73850be
64,64,http://www.ufcstats.com/fighter-details/8e9eb3fc86db0f7d
65,65,http://www.ufcstats.com/fight-details/f521ecde1e96a1bd
66,66,http://www.ufcstats.com/fighter-details/29af297d9f1de0f8
67,67,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d
68,68,http://www.ufcstats.com/fight-details/46b9acec12a35d37
69,69,http://www.ufcstats.com/fighter-details/b27a1fcb56a3035a
70,70,http://www.ufcstats.com/fighter-details/afe8d5b39ff7fca2
71,71,http://www.ufcstats.com/fight-details/ec0740be19b2ef90
72,72,http://www.ufcstats.com/fighter-details/4e30e4250cb08b61
73,73,http://www.ufcstats.com/fighter-details/cffb87059e645bd1
74,74,http://www.ufcstats.com/fight-details/35d06627d91b840d
75,75,http://www.ufcstats.com/fighter-details/cfc3e7bb44685289
76,76,http://www.ufcstats.com/fighter-details/4148802ae4a50768
77,77,http://www.ufcstats.com/fight-details/d9f5d05b07bae09e
78,78,http://www.ufcstats.com/fighter-details/38c7f72747f4f712
79,79,http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d
80,80,http://www.ufcstats.com/fight-details/be73f75b52b06f14
81,81,http://www.ufcstats.com/fighter-details/bbab3baf66128ae2
82,82,http://www.ufcstats.com/fighter-details/601964f9654f911a
83,83,http://www.ufcstats.com/fight-details/8a044e5400b4318f
84,84,http://www.ufcstats.com/fighter-details/37f560436d745c18
85,85,http://www.ufcstats.com/fighter-details/87e2468b986ebb79
86,86,/statistics/events/
87,87,/statistics/fighters
88,88,http://statleaders.ufc.com
89,89,/
90,90,https://ufc.com/terms
91,91,https://ufc.com/privacy-policy
92,92,/
93,93,/statistics/events/
94,94,/statistics/fighters
95,95,http://statleaders.ufc.com
96,96,http://www.ufcstats.com/fight-details/7e8fd03e070d0c25
97,97,http://www.ufcstats.com/fighter-details/8355922d564b152c
98,98,http://www.ufcstats.com/fighter-details/22a92d7f62195791
99,99,http://www.ufcstats.com/fight-details/0111e6a64b5184c6
100,100,http://www.ufcstats.com/fighter-details/767755fd74662dbf
101,101,http://www.ufcstats.com/fighter-details/3a46b268013afede
102,102,http://www.ufcstats.com/fight-details/d3e23d7d207d3ccf
103,103,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
104,104,http://www.ufcstats.com/fighter-details/e64b96c07d7ce999
105,105,http://www.ufcstats.com/fight-details/989b8d362742f40b
106,106,http://www.ufcstats.com/fighter-details/578ef12674df1e6a
107,107,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b
108,108,http://www.ufcstats.com/fight-details/d869eaea38426f06
109,109,http://www.ufcstats.com/fighter-details/c21f26bbde777573
110,110,http://www.ufcstats.com/fighter-details/cd13728ae1151f46
111,111,http://www.ufcstats.com/fight-details/0e6d624086f7952e
112,112,http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a
113,113,http://www.ufcstats.com/fighter-details/2c9d00968f818270
114,114,http://www.ufcstats.com/fight-details/301f230c90c4bd7d
115,115,http://www.ufcstats.com/fighter-details/41e83a89929d1327
116,116,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
117,117,http://www.ufcstats.com/fight-details/77acb96700e89c92
118,118,http://www.ufcstats.com/fighter-details/0112352cb32f5026
119,119,http://www.ufcstats.com/fighter-details/830f60497fab345a
120,120,http://www.ufcstats.com/fight-details/bf334cb4e63f3430
121,121,http://www.ufcstats.com/fighter-details/7a5e8c94a86f9895
122,122,http://www.ufcstats.com/fighter-details/92fa1401b7927da3
123,123,http://www.ufcstats.com/fight-details/db3e26d02d790c97
124,124,http://www.ufcstats.com/fighter-details/d3f5d33d61cd00c9
125,125,http://www.ufcstats.com/fighter-details/a7e3f02fe2b2fe30
126,126,http://www.ufcstats.com/fight-details/6010f681e54ba2cd
127,127,http://www.ufcstats.com/fighter-details/1897b7b913736a7c
128,128,http://www.ufcstats.com/fighter-details/c7c39e2fb70248b3
129,129,http://www.ufcstats.com/fight-details/a5cf273faa3982b7
130,130,http://www.ufcstats.com/fighter-details/ac7c765882f2c68c
131,131,http://www.ufcstats.com/fighter-details/3f4c3bc822bea45d
132,132,http://www.ufcstats.com/fight-details/86d57e8ef2191316
133,133,http://www.ufcstats.com/fighter-details/f998f5c102250d6e
134,134,http://www.ufcstats.com/fighter-details/326a001926ffb7ec
135,135,/statistics/events/
136,136,/statistics/fighters
137,137,http://statleaders.ufc.com
138,138,/
139,139,https://ufc.com/terms
140,140,https://ufc.com/privacy-policy
141,141,/
142,142,/statistics/events/
143,143,/statistics/fighters
144,144,http://statleaders.ufc.com
145,145,http://www.ufcstats.com/fight-details/810c9da07970c4a6
146,146,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a
147,147,http://www.ufcstats.com/fighter-details/c62fbc117d57b943
148,148,http://www.ufcstats.com/fight-details/b8ca1acdf3dc2f58
149,149,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
150,150,http://www.ufcstats.com/fighter-details/7acbb0972e75281a
151,151,http://www.ufcstats.com/fight-details/20f316f96c9e4458
152,152,http://www.ufcstats.com/fighter-details/881bf86d4cba8578
153,153,http://www.ufcstats.com/fighter-details/b9437600497350f3
154,154,http://www.ufcstats.com/fight-details/1a191251620a84ca
155,155,http://www.ufcstats.com/fighter-details/9d83f6da776ff7d6
156,156,http://www.ufcstats.com/fighter-details/77d7295d1b22c694
157,157,http://www.ufcstats.com/fight-details/398db40015b3c81c
158,158,http://www.ufcstats.com/fighter-details/e1d40e8782d80bc2
159,159,http://www.ufcstats.com/fighter-details/082eba4cd80f736f
160,160,http://www.ufcstats.com/fight-details/acc9a109b00a99e1
161,161,http://www.ufcstats.com/fighter-details/329e403448756217
162,162,http://www.ufcstats.com/fighter-details/f1d64ae34e088832
163,163,http://www.ufcstats.com/fight-details/cf9035f2fc2e232f
164,164,http://www.ufcstats.com/fighter-details/36b8f265bcd1b7a4
165,165,http://www.ufcstats.com/fighter-details/71505842fb6455c3
166,166,http://www.ufcstats.com/fight-details/7bced112f3229b1b
167,167,http://www.ufcstats.com/fighter-details/b7b84ccd221be298
168,168,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
169,169,http://www.ufcstats.com/fight-details/fd47032108b85cf0
170,170,http://www.ufcstats.com/fighter-details/1e4f273069fb9e85
171,171,http://www.ufcstats.com/fighter-details/b4c57a8c2b773e82
172,172,http://www.ufcstats.com/fight-details/3e2f00991f511607
173,173,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
174,174,http://www.ufcstats.com/fighter-details/b909a9a9688b5284
175,175,http://www.ufcstats.com/fight-details/ca7fd237c16cec84
176,176,http://www.ufcstats.com/fighter-details/7debc13b36343605
177,177,http://www.ufcstats.com/fighter-details/b4537562f88ac582
178,178,http://www.ufcstats.com/fight-details/ce62a50e97d497f9
179,179,http://www.ufcstats.com/fighter-details/5e6294b37bbef029
180,180,http://www.ufcstats.com/fighter-details/06e4245d16fc5315
181,181,/statistics/events/
182,182,/statistics/fighters
183,183,http://statleaders.ufc.com
184,184,/
185,185,https://ufc.com/terms
186,186,https://ufc.com/privacy-policy
187,187,/
188,188,/statistics/events/
189,189,/statistics/fighters
190,190,http://statleaders.ufc.com
191,191,http://www.ufcstats.com/fight-details/f70c817388602681
192,192,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08
193,193,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e
194,194,http://www.ufcstats.com/fight-details/2de6652160cc7b9f
195,195,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
196,196,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb
197,197,http://www.ufcstats.com/fight-details/2ac3ce1f62b3c4b9
198,198,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4
199,199,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6
200,200,http://www.ufcstats.com/fight-details/2cd9e3796be57a79
201,201,http://www.ufcstats.com/fighter-details/3cf66c62d9069f43
202,202,http://www.ufcstats.com/fighter-details/fdbefee0827e1567
203,203,http://www.ufcstats.com/fight-details/5abcf9f282983acc
